ahn_shipmentid,ahn_name,ahn_salesorderid,ahn_customerid,ahn_warehouse,ahn_sourcing,ahn_carrier,ahn_orderedtons,ahn_loadedtons,ahn_truckloads,ahn_stockreadyon,ahn_loadedon,ahn_dispatchedon,ahn_deliveredon,ahn_waybillnumber,ahn_podreceived,createdon,statecode,statuscode
17b27dbc-fee2-4971-9780-3fa11a0a2b58,SHP-000464,a7f4b74e-3341-4542-b786-f342d12cdb8f,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,100000000,100000001,100000002,80.0,80.21,4,2025-08-12T11:44:56Z,2025-08-13T00:42:48Z,2025-08-13T02:26:50Z,2025-08-13T07:47:00Z,WB-000464,True,2025-08-09T10:18:00Z,1,2
e2717793-b334-443b-9ede-5f683282d789,SHP-000465,b29f8d78-1c9d-47fd-889a-f6a6732e4e6b,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,100000000,100000000,100000000,40.0,39.8,2,2025-08-26T07:24:41Z,2025-08-28T03:03:33Z,2025-08-28T03:51:24Z,2025-08-28T09:40:00Z,WB-000465,True,2025-08-26T06:41:00Z,1,2
29a61e8a-9c45-49d8-80bc-841fd6a2479b,SHP-000466,ac6c507e-35f8-4fb3-a8e4-4eb4ecb0f051,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,100000000,100000000,100000001,84.5,84.4,4,2025-11-23T10:03:57Z,2025-11-25T03:33:08Z,2025-11-25T05:32:11Z,2025-11-25T09:53:00Z,WB-000466,True,2025-11-23T09:40:00Z,1,2
b374f256-c8b8-45b6-874e-9f91c15e3fde,SHP-000467,0c9ef221-83fe-4441-a4d6-1d07901c3234,f6e39356-a814-4562-9a00-3f16b9469bcf,100000002,100000000,100000000,55.0,54.87,3,2024-09-10T10:22:31Z,2024-09-13T23:50:12Z,2024-09-14T01:13:25Z,2024-09-14T06:47:00Z,WB-000467,True,2024-09-10T07:27:00Z,1,2
83f375c5-073e-4e70-8b3b-c2f4ea9244b3,SHP-000468,330739d1-7851-463b-afb7-6a22a570a559,f6e39356-a814-4562-9a00-3f16b9469bcf,100000002,100000000,100000000,25.0,25.11,2,2024-12-02T14:23:34Z,2024-12-08T00:04:08Z,2024-12-08T00:48:24Z,2024-12-08T06:32:00Z,WB-000468,True,2024-12-02T11:44:00Z,1,2
59e38362-c2ab-43bc-a872-c1d4727eb7fa,SHP-000469,05ee605f-9a39-4a07-aee2-1757da484b98,f6e39356-a814-4562-9a00-3f16b9469bcf,100000002,100000000,100000000,55.0,54.89,3,2025-07-05T14:57:47Z,2025-07-06T23:50:57Z,2025-07-07T00:43:52Z,2025-07-07T06:15:00Z,WB-000469,True,2025-07-05T12:19:00Z,1,2
cbc94c7c-4a29-4da2-8706-c8a320251847,SHP-000470,f7db6296-0c4d-4303-b06a-3a8227f84d37,f6e39356-a814-4562-9a00-3f16b9469bcf,100000002,100000000,100000001,25.0,24.94,2,2025-07-07T06:54:59Z,2025-07-12T00:08:41Z,2025-07-12T02:01:49Z,2025-07-12T07:09:00Z,WB-000470,True,2025-07-07T06:08:00Z,1,2
ae0b21f6-68a5-44af-8d66-daef713aa38f,SHP-000471,65840979-863b-4072-8798-0967c9b56d05,267eddce-df8f-4197-9a4a-99b2e806133c,100000001,100000000,100000001,145.0,144.47,7,2025-09-20T15:48:36Z,2025-09-22T03:37:50Z,2025-09-22T04:20:48Z,2025-09-22T07:58:00Z,WB-000471,True,2025-09-20T12:36:00Z,1,2
9b3b4d17-b7c8-44f2-8472-13bdcd65d14d,SHP-000472,b1581c35-12a4-483d-a67d-380cdc5c3dff,a9e27ba9-952e-4abb-94dd-5061555736f8,100000003,100000001,100000001,175.0,174.72,8,2024-08-15T05:28:39Z,2024-08-17T03:58:49Z,2024-08-17T05:57:22Z,2024-08-17T11:03:00Z,WB-000472,True,2024-08-12T06:36:00Z,1,2
7a3ad3b3-6298-4c3a-95f9-0b9b9a3f9985,SHP-000473,a21821a9-7c1f-460d-a9d8-ec8a15c64241,a9e27ba9-952e-4abb-94dd-5061555736f8,100000003,100000000,100000000,110.0,110.4,5,2024-09-19T13:13:31Z,2024-09-21T00:38:59Z,2024-09-21T02:06:29Z,2024-09-21T05:18:00Z,WB-000473,True,2024-09-19T10:26:00Z,1,2
5fedaa2a-c142-4257-936d-93f2d6b731dc,SHP-000474,d9878e7f-1e86-4917-88f3-1d4e19c89532,a9e27ba9-952e-4abb-94dd-5061555736f8,100000003,100000001,100000000,50.0,50.02,3,2024-11-09T16:55:30Z,2024-11-11T21:18:57Z,2024-11-11T22:15:32Z,2024-11-12T04:48:00Z,WB-000474,True,2024-11-05T07:30:00Z,1,2
81540206-fe30-4d9c-92c0-139445cc893e,SHP-000475,8385d0d4-1e88-4c10-9b1a-ccc1d28859dd,a9e27ba9-952e-4abb-94dd-5061555736f8,100000003,100000000,100000002,95.0,94.94,4,2025-10-14T09:17:41Z,2025-10-15T01:32:59Z,2025-10-15T03:21:35Z,2025-10-15T09:07:00Z,WB-000475,True,2025-10-14T06:51:00Z,1,2
aef1286b-58bd-4817-b616-3017477f9ea0,SHP-000476,f828720d-96d7-4bbb-a82a-f7e614b51035,a9e27ba9-952e-4abb-94dd-5061555736f8,100000003,100000000,100000001,75.0,75.02,4,2025-12-23T13:12:44Z,2025-12-25T00:10:12Z,2025-12-25T02:08:59Z,2025-12-25T09:45:00Z,WB-000476,True,2025-12-23T10:54:00Z,1,2
e95fca08-dbc4-4ceb-84c1-97640b253b4e,SHP-000477,b1799af4-3424-46b2-a20c-aab4245101a4,a9e27ba9-952e-4abb-94dd-5061555736f8,100000003,100000000,100000000,135.0,134.22,6,2026-05-18T09:26:25Z,2026-05-19T05:21:24Z,2026-05-19T06:15:21Z,2026-05-19T09:40:00Z,WB-000477,True,2026-05-18T08:15:00Z,1,2
3fddac98-be8b-422c-bef4-e7d5b8ef3fc5,SHP-000478,3c993a28-9adf-462e-809e-8b4541109779,4f6b58c8-598d-4aec-aaaf-e5432434a678,100000000,100000000,100000002,135.0,135.13,6,2024-08-20T14:50:25Z,2024-08-21T00:32:51Z,2024-08-21T02:17:17Z,2024-08-21T07:02:00Z,WB-000478,True,2024-08-20T11:33:00Z,1,2
4513fc77-4b18-4d56-a9bc-e0ca2422a897,SHP-000479,ba624b55-2f5e-4ab9-8c59-23c0e166d792,4f6b58c8-598d-4aec-aaaf-e5432434a678,100000000,100000000,100000001,95.0,94.77,4,2025-03-13T13:10:20Z,2025-03-18T03:50:51Z,2025-03-18T05:29:45Z,2025-03-18T09:45:00Z,WB-000479,True,2025-03-13T12:04:00Z,1,2
785298f4-987a-456a-be82-7c2b6adb7ff4,SHP-000480,55d39708-376d-421e-888e-7fbd12edcf33,4f6b58c8-598d-4aec-aaaf-e5432434a678,100000000,100000000,100000000,80.0,79.73,4,2025-06-12T14:43:02Z,2025-06-16T00:34:56Z,2025-06-16T01:55:06Z,2025-06-16T05:30:00Z,WB-000480,True,2025-06-12T11:13:00Z,1,2
cee57286-d7b2-4779-87f2-aee6e39bce7a,SHP-000481,eefe4355-64c1-4c18-aa26-89d147b166ba,4f6b58c8-598d-4aec-aaaf-e5432434a678,100000000,100000000,100000000,65.0,65.08,3,2025-07-20T09:27:12Z,2025-07-25T22:11:48Z,2025-07-25T23:44:36Z,2025-07-26T05:27:00Z,WB-000481,True,2025-07-20T07:56:00Z,1,2
bb86bd68-bdf4-4ee1-a999-1a9bb60bb737,SHP-000482,441bc72d-2260-4ff4-841b-f0496ae97091,a981b098-b2cf-452d-a7f3-33b3f7baf55e,100000001,100000000,100000000,10.0,10.01,1,2025-01-28T08:27:48Z,2025-01-29T17:35:32Z,2025-01-29T18:32:28Z,2025-01-30T05:54:00Z,WB-000482,True,2025-01-28T08:20:00Z,1,2
264869a4-4c1f-446d-8796-273c97c75dbf,SHP-000483,ea045a96-fbdd-4f2f-86bb-3b6c5fea4b06,a981b098-b2cf-452d-a7f3-33b3f7baf55e,100000001,100000000,100000000,15.0,15.03,1,2025-04-12T12:14:11Z,2025-04-15T10:13:11Z,2025-04-15T11:16:39Z,2025-04-16T05:12:00Z,WB-000483,False,2025-04-12T10:03:00Z,1,2
638f8c9c-f36d-4e99-8a7e-83d6b33d5113,SHP-000484,bf12eed9-595d-4bea-944e-e0153d5cacc6,a981b098-b2cf-452d-a7f3-33b3f7baf55e,100000001,100000000,100000000,140.0,140.11,6,2025-08-16T10:55:14Z,2025-08-17T17:18:09Z,2025-08-17T19:05:14Z,2025-08-18T06:36:00Z,WB-000484,True,2025-08-16T08:02:00Z,1,2
de39fb31-b566-4604-ac10-271f42fbf1c0,SHP-000485,6f3ffa05-a1fb-44aa-b546-8dd40ac9e5df,a981b098-b2cf-452d-a7f3-33b3f7baf55e,100000001,100000000,100000000,65.0,65.02,3,2026-05-23T14:04:25Z,2026-05-26T23:30:13Z,2026-05-27T00:59:43Z,2026-05-27T12:55:00Z,WB-000485,True,2026-05-23T13:00:00Z,1,2
b2125b34-5d35-4902-9ead-5161c7192b17,SHP-000486,454caef8-696b-47af-b780-d5bfb0cc2f6a,b576255e-9854-4f22-a102-f9c964575bc4,100000005,100000000,100000000,90.0,89.87,4,2024-11-03T12:20:59Z,2024-11-06T02:19:08Z,2024-11-06T03:31:47Z,2024-11-06T08:27:00Z,WB-000486,True,2024-11-03T10:07:00Z,1,2
e6be8888-f6fd-4131-b8d0-808a4853ef1f,SHP-000487,6d065e29-1720-4f66-9e3b-5717bf26cf66,b576255e-9854-4f22-a102-f9c964575bc4,100000005,100000000,100000000,155.0,154.74,7,2025-12-30T09:14:58Z,2026-01-04T21:56:57Z,2026-01-04T22:24:49Z,2026-01-05T04:40:00Z,WB-000487,True,2025-12-30T07:20:00Z,1,2
82b0fada-6b35-45a4-85de-c44f608cd2f4,SHP-000488,d4063329-8bc9-4f2f-9b44-b1bdd72a51df,b576255e-9854-4f22-a102-f9c964575bc4,100000005,100000000,100000000,85.0,85.17,4,2026-02-05T13:13:57Z,2026-02-07T04:15:42Z,2026-02-07T05:09:10Z,2026-02-07T10:00:00Z,WB-000488,True,2026-02-05T11:02:00Z,1,2
0407e8d6-fd83-4609-bb70-360fc5af7be7,SHP-000489,8f8ae861-8668-4afc-a07e-3c20d2384af9,b576255e-9854-4f22-a102-f9c964575bc4,100000005,100000000,100000000,120.0,119.6,5,2026-05-09T09:51:10Z,2026-05-13T02:10:28Z,2026-05-13T03:16:13Z,2026-05-13T07:18:00Z,WB-000489,True,2026-05-09T10:00:00Z,1,2
42521f08-af51-4f43-a261-ef8568986747,SHP-000490,8318051f-e384-4d02-bee1-b2bc0ff106ba,8f158449-4f40-422f-95b0-2530f020e992,100000001,100000000,100000000,50.0,50.15,3,2024-07-25T12:51:29Z,2024-07-28T19:48:33Z,2024-07-28T21:44:04Z,2024-07-29T11:59:00Z,WB-000490,True,2024-07-25T12:15:00Z,1,2
edbb17ff-de41-44dc-a569-84daef72fef8,SHP-000491,6d75abeb-790e-4d36-b1f1-f685e5774b6c,8f158449-4f40-422f-95b0-2530f020e992,100000001,100000000,100000002,60.0,60.07,3,2024-07-15T14:45:16Z,2024-07-19T20:45:03Z,2024-07-19T22:03:43Z,2024-07-20T07:28:00Z,WB-000491,True,2024-07-15T12:39:00Z,1,2
7305700a-1806-4a4d-a79b-86ec0c170bf3,SHP-000492,55979c0a-405a-418d-993d-d4945c65ffec,8f158449-4f40-422f-95b0-2530f020e992,100000001,100000000,100000000,70.0,69.67,3,2024-07-14T10:40:04Z,2024-07-19T21:55:33Z,2024-07-19T22:24:55Z,2024-07-20T10:47:00Z,WB-000492,True,2024-07-14T10:08:00Z,1,2
7be7b3d0-5d80-4733-8918-4c7b1227def3,SHP-000493,5beff8da-41ec-4398-9287-9b7e2238e094,8f158449-4f40-422f-95b0-2530f020e992,100000001,100000000,100000000,30.0,30.19,2,2024-08-26T11:51:50Z,2024-08-31T01:10:30Z,2024-08-31T02:55:41Z,2024-08-31T12:09:00Z,WB-000493,True,2024-08-26T09:22:00Z,1,2
7ec570e3-6130-4ecc-bb90-072305ab8ec5,SHP-000494,964c5411-e8b7-4cf5-a975-6162a41f4c10,8f158449-4f40-422f-95b0-2530f020e992,100000001,100000000,100000001,65.0,65.19,3,2024-08-11T07:49:41Z,2024-08-11T21:39:39Z,2024-08-11T23:37:48Z,2024-08-12T12:49:00Z,WB-000494,True,2024-08-11T08:18:00Z,1,2
1014aa8e-4f16-41a8-ad90-617e88288503,SHP-000495,a31783e4-9170-4608-9eb2-8846bec061b9,8f158449-4f40-422f-95b0-2530f020e992,100000001,100000000,100000000,90.0,89.96,4,2025-05-31T09:12:46Z,2025-06-03T11:07:29Z,2025-06-03T13:06:40Z,2025-06-04T07:21:00Z,WB-000495,False,2025-05-31T06:43:00Z,1,2
adc08ec2-1dc5-4b86-a010-68298a78c246,SHP-000496,51d80f9b-30c9-40c5-a80c-ade08ad978da,8f158449-4f40-422f-95b0-2530f020e992,100000001,100000000,100000001,60.0,60.14,3,2025-09-17T07:59:52Z,2025-09-17T18:23:13Z,2025-09-17T19:59:36Z,2025-09-18T06:26:00Z,WB-000496,True,2025-09-17T07:42:00Z,1,2
ab6aca8c-6fad-4295-adeb-15712bb06d8f,SHP-000497,409da889-201c-4fb8-acad-29cdeea5fe54,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,30.0,29.94,2,2024-09-25T13:00:47Z,2024-09-30T23:15:52Z,2024-09-30T23:43:36Z,2024-10-01T06:52:00Z,WB-000497,True,2024-09-25T10:09:00Z,1,2
a4f02bb4-9faa-4152-91f4-4af7e2287153,SHP-000498,039538d1-b73f-411c-ba58-8c6ccd97dbbb,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,25.0,25.07,2,2025-02-27T10:41:32Z,2025-03-03T23:00:37Z,2025-03-03T23:33:10Z,2025-03-04T07:03:00Z,WB-000498,True,2025-02-27T09:11:00Z,1,2
ca86c274-5d81-4605-b106-20f0636060ce,SHP-000499,5229a5ab-55c6-43c0-9b8c-6dd85bdf7840,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,95.0,94.94,4,2025-03-03T12:38:46Z,2025-03-06T01:07:21Z,2025-03-06T02:49:15Z,2025-03-06T09:24:00Z,WB-000499,True,2025-03-03T09:23:00Z,1,2
30445256-f7cd-4f5f-a846-a5101769c761,SHP-000500,47e4cc36-b014-495f-aff8-808a966e49fd,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,35.0,34.99,2,2025-03-03T09:10:28Z,2025-03-10T02:16:11Z,2025-03-10T03:13:24Z,2025-03-10T06:45:00Z,WB-000500,True,2025-03-03T08:55:00Z,1,2
ec4cc1ac-094a-4894-a25e-eb2367bdd65e,SHP-000501,8f669e7a-51fc-45dc-a6ed-306985a7f513,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,10.0,10.03,1,2025-04-05T16:29:40Z,2025-04-12T06:15:40Z,2025-04-12T06:48:22Z,2025-04-12T10:39:00Z,WB-000501,True,2025-04-05T13:18:00Z,1,2
c1dfd261-eae4-47d2-a84f-c55f728ec061,SHP-000502,2bff1852-6347-4ef7-8700-8faf12f8317b,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000001,100000001,25.0,25.02,2,2025-06-08T10:29:24Z,2025-06-09T05:27:18Z,2025-06-09T06:10:00Z,2025-06-09T12:03:00Z,WB-000502,True,2025-06-05T10:17:00Z,1,2
c9ff1d8b-924f-4bde-bba6-bb280ce92be9,SHP-000503,b4af9db7-4246-4122-ae4e-2fce8de1421a,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,25.0,24.93,2,2025-05-17T14:47:20Z,2025-05-22T05:10:42Z,2025-05-22T06:02:59Z,2025-05-22T10:22:00Z,WB-000503,True,2025-05-17T12:22:00Z,1,2
e1faec6e-5283-4e47-bfad-0a242dc7385a,SHP-000504,f1d7e31e-20e6-4f2b-ae84-41d7c2cf77d1,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,25.0,25.08,2,2025-06-07T12:04:40Z,2025-06-11T04:31:56Z,2025-06-11T05:01:05Z,2025-06-11T09:21:00Z,WB-000504,True,2025-06-07T11:19:00Z,1,2
cd0a29ea-3db4-4639-b719-3925978a3338,SHP-000505,eb64c561-767f-4983-b703-9b04635a932e,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,30.0,29.99,2,2026-01-04T11:37:33Z,2026-01-07T03:06:04Z,2026-01-07T04:34:40Z,2026-01-07T09:56:00Z,WB-000505,True,2026-01-04T09:57:00Z,1,2
7085fd13-5bce-4215-9859-d62df560439d,SHP-000506,4c816ada-e879-4993-b656-64b716b0caa0,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,35.0,34.93,2,2026-01-22T06:45:53Z,2026-01-23T23:56:18Z,2026-01-24T01:20:30Z,2026-01-24T07:07:00Z,WB-000506,True,2026-01-22T05:52:00Z,1,2
a5b99000-32b3-461e-bfaa-12520cdaf2d2,SHP-000507,0d60090e-27e4-4e93-932f-a705536adab9,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,75.0,75.38,4,2026-02-19T11:54:52Z,2026-02-21T05:00:58Z,2026-02-21T05:48:01Z,2026-02-21T11:20:00Z,WB-000507,True,2026-02-19T12:30:00Z,1,2
948b4e3e-19d5-4147-9ead-72ba4c34b817,SHP-000508,89a32235-a875-431b-be36-2d8ef9b2986c,54170a17-caaa-4bbe-a4bb-f962606e0e1c,100000000,100000000,100000000,55.0,55.04,3,2026-02-18T08:44:12Z,2026-02-24T05:08:38Z,2026-02-24T06:58:02Z,2026-02-24T11:41:00Z,WB-000508,True,2026-02-18T07:00:00Z,1,2
b3ff25f4-994b-447e-ad2d-f02d25d13667,SHP-000509,71416ef7-1d2a-4b4a-8e4d-0f94da3c0721,ff4625af-bd20-463b-b275-b5f3d436a7a8,100000004,100000001,100000000,60.0,60.32,3,2025-04-25T17:33:48Z,2025-04-26T23:56:22Z,2025-04-27T01:00:37Z,2025-04-27T04:41:00Z,WB-000509,True,2025-04-20T08:20:00Z,1,2
bea09fbc-d4da-4e5a-b136-35e5618b1312,SHP-000510,d884929f-ffd0-4f3e-994d-4f845e6bfa69,ff4625af-bd20-463b-b275-b5f3d436a7a8,100000004,100000000,100000000,40.0,39.97,2,2025-06-24T12:53:01Z,2025-06-28T04:37:07Z,2025-06-28T05:07:26Z,2025-06-28T09:49:00Z,WB-000510,True,2025-06-24T12:53:00Z,1,2
4fc29fc5-6630-4cf1-8548-7f0681fb800b,SHP-000511,2305e7b7-141e-492b-9e83-cb0e0b04aa05,ff4625af-bd20-463b-b275-b5f3d436a7a8,100000004,100000000,100000003,15.0,15.02,1,2025-09-17T16:55:10Z,2025-09-18T01:26:07Z,2025-09-18T02:46:32Z,2025-09-18T07:57:00Z,WB-000511,True,2025-09-17T13:47:00Z,1,2
64ac7ccc-0ea1-46b4-b986-0320ca2b618f,SHP-000512,c1d31857-23aa-4eee-8f63-917756e940d0,ff4625af-bd20-463b-b275-b5f3d436a7a8,100000004,100000000,100000000,45.0,45.11,2,2026-02-08T06:56:01Z,2026-02-15T04:52:37Z,2026-02-15T05:57:18Z,2026-02-15T11:48:00Z,WB-000512,True,2026-02-08T06:28:00Z,1,2
fc0daf5e-6fa0-4248-bf8a-eb23f13562f4,SHP-000513,fa6f7fa1-4ceb-4ab2-be26-ea2ad7c00633,ff4625af-bd20-463b-b275-b5f3d436a7a8,100000004,100000000,100000000,25.0,25.05,2,2026-04-28T06:10:06Z,2026-05-02T22:00:59Z,2026-05-02T23:17:39Z,2026-05-03T05:56:00Z,WB-000513,True,2026-04-28T05:24:00Z,1,2
fb7acbe2-caa3-4b33-8e9d-00597286a0a4,SHP-000514,15b8790b-e6f6-40ca-bb68-3c91d6fc0b62,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000000,100000000,50.0,50.0,3,2024-09-21T11:22:02Z,2024-09-24T21:16:08Z,2024-09-24T21:51:16Z,2024-09-25T08:28:00Z,WB-000514,True,2024-09-21T08:46:00Z,1,2
36c3d1ed-b99e-4ffc-ba45-7c8b308a4405,SHP-000515,b0f19e65-90ff-41bd-8d73-bbff46a1001f,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000000,100000000,100.0,99.83,5,2024-10-09T12:46:53Z,2024-10-11T19:36:59Z,2024-10-11T20:28:07Z,2024-10-12T05:14:00Z,WB-000515,True,2024-10-09T10:29:00Z,1,2
1397fc8c-86a2-40fb-b709-7f50350c7396,SHP-000516,14c26fea-7a00-45f2-9e3d-94ca65c83377,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000001,100000000,65.0,65.08,3,2024-12-26T12:07:43Z,2024-12-27T20:22:09Z,2024-12-27T21:10:24Z,2024-12-28T10:26:00Z,WB-000516,True,2024-12-22T05:48:00Z,1,2
9ad9a8b7-806f-482e-b251-b97ee523ab8b,SHP-000517,2d1aa839-c654-4801-a104-ed633a1e8969,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000000,100000002,125.0,125.21,6,2025-02-06T10:31:35Z,2025-02-09T20:41:11Z,2025-02-09T21:44:30Z,2025-02-10T04:48:00Z,WB-000517,True,2025-02-06T08:07:00Z,1,2
b3fe7fbe-c5e6-4078-a57a-727daa6ef9bb,SHP-000518,9448cb7c-6f7e-44dd-b8d3-1160cd4ae71b,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000001,100000002,100.0,100.19,5,2025-06-11T01:28:59Z,2025-06-11T23:25:28Z,2025-06-12T01:19:51Z,2025-06-12T07:33:00Z,WB-000518,True,2025-06-08T12:35:00Z,1,2
b33bbee0-1aa0-42a0-babd-9e0656f44c2d,SHP-000519,28ba8700-0406-47da-b76d-720812cd6a6e,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000000,100000000,75.0,75.0,4,2025-07-12T08:13:13Z,2025-07-14T22:04:46Z,2025-07-14T23:15:13Z,2025-07-15T12:42:00Z,WB-000519,True,2025-07-12T06:02:00Z,1,2
5d197576-e79f-4477-9700-3ba811c866d4,SHP-000520,af071e6f-87a6-48d5-9660-664311421beb,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000000,100000000,110.0,110.13,5,2025-11-24T15:11:20Z,2025-11-24T21:18:03Z,2025-11-24T21:55:03Z,2025-11-25T05:12:00Z,WB-000520,True,2025-11-24T14:00:00Z,1,2
4c55e878-ae09-477d-87ec-47101d7963db,SHP-000521,04ea2e3d-b8b3-4b87-9300-8c0cee725d2e,17ec889c-86c1-46cb-a996-30f7af77520e,100000000,100000000,100000000,90.0,89.68,4,2026-05-31T06:35:37Z,2026-06-06T19:02:29Z,2026-06-06T20:46:13Z,2026-06-07T11:10:00Z,WB-000521,True,2026-05-31T05:46:00Z,1,2
b921a0ac-606e-43a0-a248-6280e7777306,SHP-000522,57b48c03-b615-4bf1-a936-e1c54e7a6b3a,822c4d32-6c64-4c15-aba3-01cba561e1e9,100000000,100000001,100000001,35.0,35.1,2,2025-02-28T00:10:00Z,2025-03-01T03:09:35Z,2025-03-01T04:17:56Z,2025-03-01T08:22:00Z,WB-000522,True,2025-02-26T07:36:00Z,1,2
2c7c9a79-f413-4bfd-9190-549ed96ec08f,SHP-000523,9933d69a-b66a-428d-af35-9f70f549ad66,822c4d32-6c64-4c15-aba3-01cba561e1e9,100000000,100000001,100000000,55.0,55.17,3,2026-01-10T14:00:38Z,2026-01-12T00:17:31Z,2026-01-12T01:43:24Z,2026-01-12T05:34:00Z,WB-000523,True,2026-01-07T13:07:00Z,1,2
0b7c7ea9-f874-4fdd-9b27-7d8636040c47,SHP-000524,c445b875-3b50-453b-8f9d-241b2a932c82,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,100000001,100000000,100000000,60.0,60.21,3,2024-07-30T09:28:41Z,2024-08-04T19:13:39Z,2024-08-04T20:31:32Z,2024-08-05T12:57:00Z,WB-000524,True,2024-07-30T06:11:00Z,1,2
76e6e1cc-5416-489d-b07e-1d3ba3f1f6f2,SHP-000525,16e5c1d6-bb2f-44a5-8527-731bf7ed1118,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,100000001,100000000,100000000,335.0,335.66,14,2025-05-08T07:10:11Z,2025-05-09T13:24:35Z,2025-05-09T14:52:34Z,2025-05-10T13:29:00Z,WB-000525,True,2025-05-08T05:00:00Z,1,2
929710b4-55ac-4b0f-beec-0a855124f491,SHP-000526,8fb95fdf-0247-4263-bc07-e24fd9d6a2f3,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,100000001,100000000,100000000,95.0,95.21,4,2025-08-10T07:01:16Z,2025-08-11T11:25:21Z,2025-08-11T12:39:53Z,2025-08-12T04:35:00Z,WB-000526,True,2025-08-10T05:46:00Z,1,2
1f6b34b2-46ba-4270-bac4-37c89b22ffb1,SHP-000527,af582048-6c54-4fbf-a9a4-620bfca9bbcd,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,100000001,100000000,100000002,105.0,104.89,5,2025-10-25T12:20:25Z,2025-10-26T13:34:41Z,2025-10-26T15:18:30Z,2025-10-27T05:14:00Z,WB-000527,True,2025-10-25T12:43:00Z,1,2
58b75d1f-2590-443b-8256-011f64fbd479,SHP-000528,5298fe28-3f3b-4e45-ae83-4df60188e5ee,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,100000001,100000000,100000002,290.0,289.22,13,2025-11-15T13:01:56Z,2025-11-17T10:39:55Z,2025-11-17T11:33:29Z,2025-11-18T09:58:00Z,WB-000528,True,2025-11-15T12:24:00Z,1,2
03343bfd-1881-4b86-b4b0-bfd44a0e1230,SHP-000529,67c9504e-6368-4080-bc8f-876f0ec25ce9,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,100000001,100000000,100000000,200.0,199.99,9,2025-11-23T13:19:32Z,2025-11-24T17:51:25Z,2025-11-24T19:38:36Z,2025-11-25T08:53:00Z,WB-000529,True,2025-11-23T11:17:00Z,1,2
0f858dca-5d8c-4337-99bd-739dc08885d7,SHP-000530,bd19f2fb-35b5-4538-a0bc-0044c3c51dda,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,100000001,100000001,100000001,40.0,39.85,2,2026-01-11T07:34:29Z,2026-01-13T14:30:51Z,2026-01-13T15:50:27Z,2026-01-14T07:58:00Z,WB-000530,True,2026-01-07T05:20:00Z,1,2
0d517993-6a6f-4b2e-ab42-67ca59cfe791,SHP-000531,973a0713-45f2-40b1-a2ba-7693d0853539,577bc55a-36d5-4494-b37f-d50d2e25b5ee,100000001,100000001,100000001,150.0,150.26,7,2024-09-08T13:28:09Z,2024-09-09T02:14:37Z,2024-09-09T03:36:27Z,2024-09-09T08:31:00Z,WB-000531,True,2024-09-04T11:37:00Z,1,2
5e8f6a06-9a6a-4f15-b2e2-0fb4e0cee0c9,SHP-000532,824e9e8b-e18a-4f87-b096-09047bf2b65a,577bc55a-36d5-4494-b37f-d50d2e25b5ee,100000001,100000001,100000000,115.0,115.2,5,2024-09-18T01:01:35Z,2024-09-19T06:35:57Z,2024-09-19T07:28:23Z,2024-09-19T11:25:00Z,WB-000532,True,2024-09-14T05:37:00Z,1,2
f014d4f2-47f2-4017-bebb-07b111e495a7,SHP-000533,d6aca68a-d85d-4dc6-b1f9-c9966d4df112,577bc55a-36d5-4494-b37f-d50d2e25b5ee,100000001,100000000,100000001,130.0,129.87,6,2024-10-19T12:17:23Z,2024-10-21T05:42:06Z,2024-10-21T06:27:04Z,2024-10-21T10:25:00Z,WB-000533,True,2024-10-19T11:27:00Z,1,2
