invoiceid,invoicenumber,salesorderid,opportunityid,customerid,customeridtype,ownerid,createdon,duedate,totalamount,paymenttermscode,ahn_paidon,statecode,statuscode,transactioncurrencyid
d4c3994d-a3f6-414c-bc2f-648a503e36fe,INV-000366,63d61761-9886-401d-9c7c-0f0ccbe22754,325d94b1-20dd-45ed-be1a-5b41cb54762d,497de16d-d4ea-420a-9e65-96540e9058b6,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-03-22T06:41:00Z,2025-04-21,46647792000,1,2025-04-19T08:12:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
70641fc0-1207-4fea-8f16-8e1ee6a7b779,INV-000367,f4b586e8-6f23-47e0-8d7f-dd1c67b31c9b,3879d066-8fdf-4b43-912b-0a52d1ae75ac,497de16d-d4ea-420a-9e65-96540e9058b6,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-04-12T07:20:00Z,2025-05-12,50174836000,1,2025-05-10T06:42:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a7708291-5049-405c-9770-f984588ac85e,INV-000368,b23df93d-13c3-4ea4-b273-ec0fd85dea70,8510dce4-9b6c-4ac3-a58d-b9f0d63b6459,497de16d-d4ea-420a-9e65-96540e9058b6,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-08-09T05:28:00Z,2025-09-08,21824224000,1,2025-09-07T05:43:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9ada53e2-15ff-4560-8dd4-f45bc9efb0dd,INV-000369,f52b32d5-9c0e-4160-9c92-39b073be17e8,81ee321e-f4ec-42fe-a46e-3a4511463ad1,497de16d-d4ea-420a-9e65-96540e9058b6,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-04-04T07:29:00Z,2026-05-04,90186795000,1,2026-05-02T06:28:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
29626641-c498-48ee-9d85-d0652d2b49d0,INV-000370,2b942103-69ba-4537-aa89-e6e5e7cc599d,5770c831-a1df-4187-8629-0ea562e40551,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-08-21T05:54:00Z,2024-10-20,7656715000,4,2024-10-24T11:57:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a52cf960-fa26-4263-8416-faa257e4fed4,INV-000371,dcbfc121-38d5-4665-9755-8283aa02dae2,c1ad74e7-b63a-4fb0-ae6b-1f12fa77951a,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-01-23T12:27:00Z,2025-03-24,32698260000,4,2025-03-27T12:00:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b70baa62-dfdb-428f-8e9c-4ca5bb10dc3f,INV-000372,234bc268-fdd2-4839-b45d-a28a0c693957,9bada213-2c0e-4e3c-958c-c1037558a538,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-28T13:26:00Z,2025-07-27,27472988000,4,2025-08-02T11:58:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
992cb291-1858-44d4-9726-94dab14b2641,INV-000373,091bd5bf-c242-4f13-aa8c-53d4c061bea1,6af6cb6e-ba6b-4e73-bc16-0c8fb3a9625d,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-08-03T06:17:00Z,2025-10-02,21746522000,4,2025-10-27T12:46:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
020bce07-3249-4eb2-ade8-d63b1304d9d4,INV-000374,31245cf8-8d01-4ddd-a955-0921fe2d88a1,cbd1f17e-d6a2-4d5f-a624-a2da5ec552de,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-11-18T08:52:00Z,2026-01-17,25414608000,4,2026-01-29T05:15:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
77b8c308-432b-4e6c-b288-9cdb3e0882cc,INV-000375,22205e03-d7f1-4eaa-9ab9-af14cd1506ef,35c55abc-7e9f-420c-ac32-29472f67c26d,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-04-18T08:43:00Z,2026-06-17,34822313000,4,2026-06-23T07:24:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3ce3e2e8-f718-4003-9b3a-7533f455d0c3,INV-000376,7e0abe75-8d21-42b4-9869-cd185e4f6b59,0566d447-aedb-4021-aad8-c43f72bb5039,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-06-23T11:38:00Z,2026-08-22,34648662000,4,,0,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
072f7fa5-aa0d-4957-af1d-47c502e182cf,INV-000377,d807ba3c-527d-4f64-94a0-ce1549937ce5,abe55017-2f0f-450b-8141-245e1bab875b,98159d6c-9d71-4084-971d-abf9daf481a7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-08-11T10:19:00Z,2024-09-10,6251238000,1,2024-09-15T07:34:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cfce6701-e0aa-4504-b8a5-964d5e3efa9a,INV-000378,4c5a742c-b037-476f-89f6-10ee8e87d6de,243e002d-a5a7-4a5c-ad2c-5be07e7aceda,98159d6c-9d71-4084-971d-abf9daf481a7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-10-28T09:31:00Z,2024-11-27,21682328000,1,2024-11-25T05:47:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
86332112-d886-4380-8fc0-6de298745399,INV-000379,b25a398f-e631-475a-944c-4e240167fce7,4bbfcdaf-9e64-4a29-8590-098759f69e91,98159d6c-9d71-4084-971d-abf9daf481a7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-09-22T11:08:00Z,2025-10-22,10662366000,1,2025-10-20T10:53:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
607b6d1a-27b7-401f-b6b5-efbcdd6906eb,INV-000380,93ac57ac-f6d0-40c8-858c-3673eff4fec9,90733016-9aed-4823-ac09-d84c70f3bb74,98159d6c-9d71-4084-971d-abf9daf481a7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-12T08:20:00Z,2025-11-11,10615004000,1,2025-11-18T10:05:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0602e5da-bee7-4b8f-9121-5647b9c885a7,INV-000381,3d57f5f8-110e-46f0-85aa-2ebb71581864,276c8bc2-629e-412d-9d4c-9f394815064e,bd29ede9-cab4-423b-b448-83858de7ad6c,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-07-25T08:19:00Z,2024-09-23,17486817000,4,2024-10-09T10:38:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
60736e6f-b75e-4277-a0be-fb600a4a9340,INV-000382,650c78d7-29df-4156-9605-cd5f533e5e69,41b7debc-0d1e-4f38-a441-89ce1a4a123e,bd29ede9-cab4-423b-b448-83858de7ad6c,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-12-12T04:38:00Z,2025-02-10,15895505000,4,2025-02-19T07:23:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
827c6ed6-8dd4-44dd-baf7-cb65a9f6e9b7,INV-000383,dcf44919-09f5-43ae-82ca-9e69ebbc3324,5facb6b3-2117-4a19-9e8a-c5c9f16e4738,bd29ede9-cab4-423b-b448-83858de7ad6c,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-08-30T12:52:00Z,2025-10-29,10816507000,4,2025-11-19T05:09:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
377ee5b3-a0a0-4c9c-aba2-da75649a3585,INV-000384,b1b9e5e6-6919-42a7-9453-f7bbbb36b100,9db9c048-e0e9-4c57-87b7-eef2a4b0d3dd,bd29ede9-cab4-423b-b448-83858de7ad6c,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-11-29T12:04:00Z,2026-01-28,53353896000,4,2026-01-29T11:44:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ff890f43-efb6-44e9-aea7-fea2e3566204,INV-000385,d7ff7770-819d-4d08-8d8c-b7eca36d4e59,39242dd3-6e2a-4912-af7a-9cc72f29332d,bd29ede9-cab4-423b-b448-83858de7ad6c,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-06-07T06:16:00Z,2026-08-06,33354845000,4,,0,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
058ad1fd-ce1e-4114-aaa2-10277fd98eee,INV-000386,cddbceac-0571-48e4-9ac7-25b03648762a,d6b14cbd-8d1b-43d1-b865-9ab7dfa5a238,e8b77f7b-7321-4f6b-8a80-76ece5582e16,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-09-27T06:59:00Z,2025-11-26,9559018000,4,2025-11-29T05:32:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9ed39977-d45b-4d35-a5d1-2d6aa28a2e2f,INV-000387,a23f34ad-0e74-4066-b79b-6a4d9573a344,4d2fb867-1525-4473-bf54-f5c82a3e0749,e8b77f7b-7321-4f6b-8a80-76ece5582e16,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-09-27T10:44:00Z,2025-11-26,18725608000,4,2025-11-24T10:16:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8e41ecfa-cda6-46e0-b042-cd999d73668b,INV-000388,ebbff15c-b6a1-4450-9e32-2507446e3622,e5616d38-5fbe-4bbc-be64-feac1734f937,e8b77f7b-7321-4f6b-8a80-76ece5582e16,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-01-21T10:46:00Z,2026-03-22,11662804000,4,2026-03-26T12:20:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
02545abf-571b-4f09-a35a-c09fc462bc20,INV-000389,7df7ebee-d1ea-4140-a6a2-e2cfa7b27efe,a92be5aa-bb99-42b8-8546-d5a36db54763,e8b77f7b-7321-4f6b-8a80-76ece5582e16,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-02-12T12:28:00Z,2026-04-13,34057710000,4,2026-04-29T12:37:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f785215e-b511-4bc7-98f7-ac2456a03e02,INV-000390,fa179aa3-e738-45b8-b69e-cb8f27f8b2c8,345cbcab-a040-4bca-9bc8-3ad60c2a7837,e8b77f7b-7321-4f6b-8a80-76ece5582e16,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-04-29T12:50:00Z,2026-06-28,12579033000,4,,0,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
94c4e197-7152-43b0-bdbf-cb34c34fc3ed,INV-000391,0c43891f-1cef-4e01-9431-b194a380cb66,46a1d7f1-7e42-41f7-ba0a-f05930f12962,80599b93-79c2-42e4-9ae1-a991524f93ff,account,5304317f-af42-412f-b838-b3268e944239,2025-01-04T11:18:00Z,2025-03-05,10230964000,4,2025-03-08T06:15:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e199b285-aeaa-4ad5-8b23-4ec0f5d116b3,INV-000392,52514e94-f1ec-470c-becd-607e504149df,f2e329e1-35de-4fe2-9f00-24257c536e6a,80599b93-79c2-42e4-9ae1-a991524f93ff,account,5304317f-af42-412f-b838-b3268e944239,2025-10-01T05:26:00Z,2025-11-30,91365374000,4,2025-12-09T11:24:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bb80421a-411a-47e2-969b-8acd8871396f,INV-000393,d4db43ff-4b63-48a5-9d8f-7a4081d7e376,6d40d05c-3f00-4578-be91-07002aef85a8,80599b93-79c2-42e4-9ae1-a991524f93ff,account,5304317f-af42-412f-b838-b3268e944239,2026-02-03T11:09:00Z,2026-04-04,10443031000,4,2026-04-12T10:31:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7c9cf8be-c74b-4ced-9089-5582f2356132,INV-000394,510be5ba-fa40-4dd1-b6e5-ef55ed1df637,d2449e90-3913-4c25-bb09-172770aefc33,80599b93-79c2-42e4-9ae1-a991524f93ff,account,5304317f-af42-412f-b838-b3268e944239,2026-05-21T05:34:00Z,2026-07-20,22096523000,4,,0,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8f2d4399-26de-4edb-8166-d65542cfefdd,INV-000395,46ca3f98-5e19-41cf-b06d-487dbaa8967b,4b405dc4-8fdc-4e54-8c50-c2f17aa46ffa,d65e59dd-e62d-4d06-8f9b-85581a7f195b,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2024-08-05T09:43:00Z,2024-08-05,54438620000,100000000,2024-08-03T09:43:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
374a48e2-85e6-4dbf-b1af-82e1e6eb42fa,INV-000396,cb01ec55-5020-4b3b-9075-36b5160ffc1a,b9c1d794-144c-461a-a588-3ee19ea9911b,d65e59dd-e62d-4d06-8f9b-85581a7f195b,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-08-24T12:34:00Z,2025-08-24,28584545000,100000000,2025-08-24T12:34:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6d5988d6-77e0-4843-9124-ac662312baed,INV-000397,a4bb4cb6-d093-4173-8e7b-d58a8177fdf2,95df9801-b05c-4302-99ee-2c493b637216,d65e59dd-e62d-4d06-8f9b-85581a7f195b,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-08-20T10:46:00Z,2025-08-20,104019229000,100000000,2025-08-19T10:46:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2bc87553-ec1b-42d1-8e88-f65d919d0e0b,INV-000398,b6080763-4449-4ea5-8698-2a0b6a5c092c,d0c13812-8b5b-44d1-8d41-0017de122acc,d65e59dd-e62d-4d06-8f9b-85581a7f195b,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-08-16T08:14:00Z,2025-08-16,24365773000,100000000,2025-08-13T08:14:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c916aa51-9e11-43a4-a40b-97c859e0f7a2,INV-000399,2aed5678-a4f5-4e62-9072-f35576cd8f9c,76ff77a2-dde0-4891-b60c-f680b25bebc9,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-11-11T12:09:00Z,2024-11-11,49537248000,100000000,2024-11-08T12:09:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
62ac9806-5ccd-4edf-96a3-8d22d9c19d2c,INV-000400,0b979c81-5c1c-421f-85e3-1dc0deecd69b,d3a24770-544b-4d9c-a038-b542ca1e4c54,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-01-13T10:47:00Z,2025-01-13,41182767000,100000000,2025-01-10T10:47:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4a79b4ff-fbe5-471a-8142-0b7a089f0c8b,INV-000401,d0bc04cd-cf6c-4df2-bfbf-98644f944845,2f602875-1ad6-43fa-abac-47f6afc077f0,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-03-08T05:03:00Z,2025-03-08,26972884000,100000000,2025-03-06T05:03:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
aec2ea15-b6ed-4c91-837b-fa4158540e55,INV-000402,565a5ed4-7d2f-46b7-a299-7138d0652184,bdf5ce83-2494-4c41-bd8d-f93be1127a48,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-06-04T06:33:00Z,2025-06-04,12724247000,100000000,2025-06-03T06:33:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1a8c09c0-ee14-46a6-a84e-0d363800c4ae,INV-000403,ad2d211e-95b8-42e0-a246-5b46718387b5,36446016-3620-4a66-ac79-63542fd51626,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-06-21T07:03:00Z,2025-06-21,46542924000,100000000,2025-06-20T07:03:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
adbb1a57-ec6c-464e-83af-b325cf18c78e,INV-000404,82c9a811-8f4c-48f1-9cdd-789ab60c1b54,92f704a8-213f-4163-947f-f8a1dd6f2acd,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-06-25T06:31:00Z,2025-06-25,56119891000,100000000,2025-06-24T06:31:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
310f8dff-5669-431f-9063-27826a9f5fe8,INV-000405,7a8a95b2-822a-49ee-a776-638ca8b14abf,af963ea9-4f41-47d6-952e-41e909f946e8,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-11-22T06:13:00Z,2025-11-22,33125461000,100000000,2025-11-22T06:13:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0bb45f8c-0570-470a-89b1-0452d5196f14,INV-000406,a5c59e94-d3e5-4c3e-a374-beb7202d7f4c,b5ea457e-e736-4a4d-9efb-14f3e01622ef,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-01-03T12:13:00Z,2026-01-03,90044468000,100000000,2025-12-31T12:13:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f5c568b5-201c-4892-9b77-b4e2782bee9e,INV-000407,cc96d39e-2617-4619-82a5-c59e86b4b101,ab85dcf1-649e-485a-b397-9bfd72e5d138,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-04-15T12:25:00Z,2026-04-15,47280631000,100000000,2026-04-12T12:25:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
fe6542ec-9819-44ef-9bfb-7cd34e650426,INV-000408,172b02d4-ff25-4f07-b298-d42d54c56591,ff245ca5-7339-49c2-8c1b-fe598e40bd73,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-11-11T10:25:00Z,2024-12-11,26165911000,1,2024-12-08T06:47:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2c199a07-f14a-41e9-9c1e-5da5b66b85cd,INV-000409,f534753c-7756-4b60-aa1a-803e681b013b,39a67f82-7f61-4c18-b225-4d9974759f3f,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-01T12:53:00Z,2025-03-03,37733483000,1,2025-03-01T07:05:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
678c1e7e-a889-435d-a023-6ddfd4c8d684,INV-000410,0ca54273-0a83-4eda-89c6-e04fd2e0d064,35ae3f37-ca02-472a-9ad8-9b969e0009c3,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-01T09:41:00Z,2025-03-31,35619227000,1,2025-03-29T12:40:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5c4c56b1-e2b8-451a-82bc-45e45c403990,INV-000411,2f811d1c-acdb-4bd6-88c1-399d4361f730,b266633a-8856-4dc1-a274-5d2135cad15a,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-06-04T08:21:00Z,2025-07-04,68296227000,1,2025-07-06T06:40:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e2be9e22-e321-4216-8225-3a5034445707,INV-000412,c12d3710-fc6c-4bcc-a915-be12e5334178,f355b820-1816-4d3c-8760-2d4f948152b4,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-06-21T07:04:00Z,2025-07-21,71994699000,1,2025-07-19T06:50:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5e0ce4e7-9080-4466-b356-07de88bbf14a,INV-000413,b261dc7a-8bda-4904-ab79-128676d90c5d,eb63cd29-8305-44b0-b70e-f00ead17d2d7,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-28T05:19:00Z,2025-11-27,27991415000,1,2025-12-03T08:22:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b6b965f3-bec4-4999-9180-e1ccbc79656c,INV-000414,5e57ffca-b8a3-4361-b8ef-7c340ed9718e,9916045f-3af7-4880-93c6-1b0fa7484ed8,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-14T09:12:00Z,2025-11-13,45133953000,1,2025-11-10T07:28:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
070d70fc-79fd-48d1-84b7-d0d2b7fd17db,INV-000415,e37c881f-5e2b-4140-a143-143530b3ffe9,bb8b218c-a043-410f-a82d-ab4565286ba1,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-12-01T12:46:00Z,2025-12-31,17838172000,1,2026-06-18T07:02:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7da21eb9-9ab3-4ec2-b89d-431b3481ebb7,INV-000416,795702eb-f0ca-49e3-ad16-0b441c150a13,e7aad73a-fc65-431f-90bb-9860901c95eb,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-03-04T06:54:00Z,2026-04-03,29051696000,1,2026-04-02T12:15:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3264897a-21f0-4859-bdaa-245099a70583,INV-000417,85483453-dd84-474e-a890-d482f0a77e33,7d309470-8b0d-480f-97ae-c49b0a3dc814,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-05-27T09:33:00Z,2026-06-26,110266160000,1,2026-06-25T12:17:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2eb1b2ad-a1d5-4b57-9052-80b6b7d56cfc,INV-000418,ddf25847-1f5f-4722-959b-b24cc34dd83e,5e4cd0a8-af52-4a96-9b8e-573bcd9732c0,fdb1429e-7010-4d13-b526-b22d3f6c21f7,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-05-26T12:23:00Z,2026-05-26,8659687000,100000000,2026-05-24T12:23:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3bf47811-7df4-43f6-a3d1-fe46805c4e6c,INV-000419,4dcb650c-b796-4a47-8b5c-0a259b1602c1,eccd6295-781e-4205-8173-272603cd08c0,fdb1429e-7010-4d13-b526-b22d3f6c21f7,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-06-20T10:55:00Z,2026-06-20,7574383000,100000000,2026-06-19T10:55:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6b4589b1-7e8c-40ca-b3d4-8a3ad2f1d8c0,INV-000420,bc30a52f-b7ee-46ba-a367-c51cdebb20b7,5b291c18-8c2d-4a87-8ed4-4e28ac09fea9,9c1c3517-85d2-40a6-8629-5b5d707df251,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-05-10T12:04:00Z,2025-06-09,11272061000,1,2025-07-02T09:21:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
30e71bf2-e44d-4f61-a996-e7164f27745a,INV-000421,a9bc3682-3446-49d1-9ee1-c69549ab4042,84118079-e12b-4cba-961c-8f39a46cd376,9c1c3517-85d2-40a6-8629-5b5d707df251,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-07-16T05:05:00Z,2025-08-15,8054036000,1,2025-08-16T04:46:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b86aaa12-ff8c-40b1-b639-1e1fc336a9a4,INV-000422,e703514f-13cf-4f92-a368-b51876048ab3,3e8ff3fc-9aca-4e3e-8ca2-ef872622800a,9c1c3517-85d2-40a6-8629-5b5d707df251,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-27T06:07:00Z,2025-09-26,8634512000,1,2025-10-11T06:45:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f06ae966-1159-4db0-8582-76aaa9bf97c2,INV-000423,b8ab027b-a3ed-4977-8af9-af85c1ac99b4,5e7b6f56-1bb3-4fa6-83b9-190d082cc6b6,9c1c3517-85d2-40a6-8629-5b5d707df251,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-04-20T11:29:00Z,2026-05-20,24845012000,1,2026-05-17T06:16:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4bd3f3d4-0145-413a-93ac-c2ccb6922225,INV-000424,fce59a48-2c1b-44cd-8807-e0e717d9475d,1f97c81b-631b-4c2e-bc90-3cc756583677,9c1c3517-85d2-40a6-8629-5b5d707df251,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-06-15T06:50:00Z,2026-07-15,44427170000,1,,0,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e34e22bb-73ec-44e4-a2e2-ed40be75ffa3,INV-000425,127ec520-2b02-4a67-b250-d013fb4c4d06,e2b7f7a0-8e74-4b1d-8240-d54026d6c8d9,eafde7d9-5f73-4a3e-9d28-6aa428a39779,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-05-31T12:35:00Z,2025-06-30,20161514000,1,2025-09-30T05:41:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d132f72b-2747-499e-83fc-6ad4543fae1c,INV-000426,5b905e27-0e4e-4397-b2b0-0cb389f279cf,fdcab04e-3253-4b6b-a460-e6a882c68bbf,eafde7d9-5f73-4a3e-9d28-6aa428a39779,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-10-22T09:44:00Z,2025-11-21,60033711000,1,2025-12-08T09:48:00Z,2,100001,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
