accountid,name,accountnumber,industrycode,customertypecode,address1_stateorprovince,address1_country,territoryid,ownerid,paymenttermscode,creditlimit,transactioncurrencyid,originatingleadid,createdon,modifiedon,statecode,statuscode
f204be89-4a4b-4563-8cf4-77ef18c8a616,Iranmehr Metals Supply Ltd.,ACC-000201,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,100000000,79300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-11-10T06:56:00Z,2021-11-10T06:56:00Z,0,1
6b0ae0e3-9d89-4047-9d39-d7936257a4a2,Dena Abadgaran Ltd.,ACC-000202,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,10300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-02-14T09:11:00Z,2022-02-14T09:11:00Z,0,1
e6fdd7af-dd84-4acc-b672-94643f8ea40a,Vista Construction Co.,ACC-000203,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,4,18300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-06-26T04:37:00Z,2021-06-26T04:37:00Z,0,1
ef0a573d-53d2-456d-9040-158728e213bc,Sahand Construction Industries,ACC-000204,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,1,22900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-06-10T09:50:00Z,2020-06-10T09:50:00Z,0,1
3098f7b2-500e-45c0-b89b-df7f93e34c35,Nasim Sakhteman Ltd.,ACC-000205,100000000,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,4,19400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-08-02T12:58:00Z,2023-08-02T12:58:00Z,0,1
fef7d9ea-7f8e-4483-a8ca-aa1dc35bec2c,Pouya Golkhaneh Sazan Group,ACC-000206,100000006,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,100000000,4900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-05-09T06:55:00Z,2023-05-09T06:55:00Z,0,1
e10b1a47-7fae-4748-b781-321e83c501cb,Arya Builders Ltd.,ACC-000207,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,4,37300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-02-24T05:19:00Z,2020-02-24T05:19:00Z,0,1
170d7507-05ee-41d4-bf53-a88e4efc8248,Pardis Sakhteman Ltd.,ACC-000208,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,4,15900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-10-24T07:07:00Z,2021-10-24T07:07:00Z,0,1
750d112e-8164-4eec-a4ab-851bf1fac6e7,Borna Golkhaneh Sazan Ltd.,ACC-000209,100000006,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,1,5000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-07T09:25:00Z,2021-12-07T09:25:00Z,0,1
95560a2d-3713-4466-bda0-6476f778c676,Ofogh Builders Ltd.,ACC-000210,100000000,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,1,31600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-08T05:58:00Z,2021-12-08T05:58:00Z,0,1
4806f804-0cf0-474c-8c74-dc0f5a575539,Gohar Fabrication Works Industries,ACC-000211,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,21300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-07-19T06:10:00Z,2020-07-19T06:10:00Z,0,1
d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,Jahan Construction Group,ACC-000212,100000000,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,4,12300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-13T10:34:00Z,2021-12-13T10:34:00Z,0,1
4926ce5f-7878-4140-ac2a-4f71a77d95f1,Tous Press Works Industries,ACC-000213,100000003,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4,16300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-12-02T12:10:00Z,2019-12-02T12:10:00Z,0,1
1b84edc3-d8e0-49de-8217-ea0e896490ab,Darya Construction Co.,ACC-000214,100000000,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,100000000,10600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-03-08T05:36:00Z,2022-03-08T05:36:00Z,0,1
43b47ee5-e1e8-4e7e-a249-8f666e51484d,Omid Metal Center Group,ACC-000215,100000004,3,Hormozgan,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,100000000,68500000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2024-02-06T05:51:00Z,2024-02-06T05:51:00Z,0,1
673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,Aban Omran Co.,ACC-000216,100000000,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,100000000,17700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-07-18T09:17:00Z,2023-07-18T09:17:00Z,0,1
0d18ab95-668c-4477-8b95-017c5dae1201,Hirad Construction Ltd.,ACC-000217,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,100000000,19800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-09-26T13:00:00Z,2020-09-26T13:00:00Z,0,1
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Behsaz Fabrication Works Co.,ACC-000218,100000001,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,15900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-05-18T08:15:00Z,2020-05-18T08:15:00Z,0,1
62e7c1a6-12d2-4a06-89e1-cd138da00495,Tous Golkhaneh Sazan Ltd.,ACC-000219,100000006,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,1,8600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-06-04T09:53:00Z,2020-06-04T09:53:00Z,0,1
8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,Nasim Urban Infrastructure Co.,ACC-000220,100000005,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,100000001,90600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-04-15T11:06:00Z,2023-04-15T11:06:00Z,0,1
9f8cc29f-fd35-4c5f-9347-9a3b479bc637,Elham Greenhouse Structures Ltd.,ACC-000221,100000006,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,100000000,10500000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-12-15T08:56:00Z,2020-12-15T08:56:00Z,0,1
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,Mehrgan Steel Depot Co.,ACC-000222,100000004,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,1,68800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-10-04T11:25:00Z,2022-10-04T11:25:00Z,0,1
5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,Zagros Eskelet Felezi Group,ACC-000223,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1,15600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-10-17T12:09:00Z,2020-10-17T12:09:00Z,0,1
8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,Kavir Sabz Steel Structures Group,ACC-000224,100000001,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,14900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-10-24T12:14:00Z,2023-10-24T12:14:00Z,0,1
24eeb4a6-c145-45c7-9d98-6115f05eeefe,Ilia Fabrication Works Co.,ACC-000225,100000001,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,1,34000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-09-13T04:56:00Z,2020-09-13T04:56:00Z,0,1
66c14dca-8255-4a61-9a3b-031932f57510,Ofogh Golkhaneh Sazan Co.,ACC-000226,100000006,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,100000000,10800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-09-12T04:34:00Z,2020-09-12T04:34:00Z,0,1
09f64405-0b99-4034-8a4e-255280051b10,Shahab Press Works Ltd.,ACC-000227,100000003,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1,19400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-07-19T11:51:00Z,2020-07-19T11:51:00Z,0,1
cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,Mahan Appliance Components Group,ACC-000228,100000003,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,1,32300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-09-19T05:01:00Z,2020-09-19T05:01:00Z,0,1
2620f9a9-74fd-43d1-84f2-fd0f79474bfa,Parsian Greenhouse Structures Ltd.,ACC-000229,100000006,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,100000000,6000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-09-15T07:54:00Z,2020-09-15T07:54:00Z,0,1
23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,Jahan Steel Structures Industries,ACC-000230,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4,23700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-01-30T10:57:00Z,2021-01-30T10:57:00Z,0,1
518b2f21-9cf2-4859-ae6e-2e7253f591dc,Hoda Greenhouse Structures Industries,ACC-000231,100000006,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,6400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-09-12T08:50:00Z,2020-09-12T08:50:00Z,0,1
9dd2f9de-fd98-4e33-a498-abe92999bbef,Navid Steel Structures Co.,ACC-000232,100000001,3,Mazandaran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4,17800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-01-16T07:41:00Z,2021-01-16T07:41:00Z,0,1
97fe56c5-4c9a-4f24-97b4-c294bd44089d,Iranmehr Abadgaran Industries,ACC-000233,100000000,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,1,14100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-06-23T05:06:00Z,2022-06-23T05:06:00Z,0,1
827c9f8c-d40a-45e9-81df-6517561c9210,Pouya Urban Infrastructure Co.,ACC-000234,100000005,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,100000001,154700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-11-19T12:29:00Z,2019-11-19T12:29:00Z,0,1
901bcdef-b56f-48ce-bd66-971e88476c56,Farazan Fabrication Works Industries,ACC-000235,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,15100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-08-05T05:02:00Z,2023-08-05T05:02:00Z,0,1
044251db-d0d4-4a67-b992-8faa4cbf131d,Ava Eskelet Felezi Ltd.,ACC-000236,100000001,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,9132b63e-f162-47e4-a9c3-49e03602f8ac,1,21900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-01-23T07:59:00Z,2021-01-23T07:59:00Z,0,1
1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,Nima Urban Infrastructure Group,ACC-000237,100000005,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4,169100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-11-28T09:11:00Z,2020-11-28T09:11:00Z,0,1
4ec3f970-956d-40e4-aaa2-6216fada98f5,Tous Abadgaran Industries,ACC-000238,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,100000000,15900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-11-27T11:42:00Z,2022-11-27T11:42:00Z,0,1
df41e335-b9ae-48e4-a615-99c8cbf81f86,Varna Press Works Group,ACC-000239,100000003,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,4,17000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-14T12:00:00Z,2021-12-14T12:00:00Z,0,1
98cf1188-06d2-4913-a117-3719b023a0ea,Golestan Profile Sazan Group,ACC-000240,100000002,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4,27400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-08-21T04:49:00Z,2019-08-21T04:49:00Z,0,1
a7d4cf50-f791-41e5-83f9-cd6b797ebe87,Mehr Metal Center Industries,ACC-000241,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,1,53900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-11-25T07:33:00Z,2023-11-25T07:33:00Z,0,1
9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,Mahan Ahan Forooshi Industries,ACC-000242,100000004,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,100000000,48300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-05-31T06:14:00Z,2020-05-31T06:14:00Z,0,1
0d259caa-b8ad-4d87-ba40-45dd93dfd907,Mehrgan Contracting Ltd.,ACC-000243,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4,25300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-10-12T11:03:00Z,2019-10-12T11:03:00Z,0,1
86341718-2ba6-4db3-bafe-b1149561c813,Ava Fabrication Works Ltd.,ACC-000244,100000001,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,18200000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-08-12T08:52:00Z,2020-08-12T08:52:00Z,0,1
c64c9647-9ea7-417c-b89f-7039a107cc46,Kian Sazeh Co.,ACC-000245,100000000,3,Mazandaran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1,24700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-07-03T13:27:00Z,2022-07-03T13:27:00Z,0,1
d25864f2-25d4-40fc-a154-2765d756ba9c,Sepehr Profile Sazan Co.,ACC-000246,100000002,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1,55000000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-12-02T11:22:00Z,2019-12-02T11:22:00Z,0,1
9293f705-0815-4147-be00-980eae441e21,Golestan Greenhouse Structures Group,ACC-000247,100000006,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,100000000,12300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-06-06T07:08:00Z,2021-06-06T07:08:00Z,0,1
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Arman Steel Depot Ltd.,ACC-000248,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,100000000,133100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-11-27T05:53:00Z,2021-11-27T05:53:00Z,0,1
6b352f85-504e-4687-b0e7-e75604d9145e,Kian Omran Co.,ACC-000249,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4,30100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-03-12T09:36:00Z,2022-03-12T09:36:00Z,0,1
34323ec6-b0c4-401c-a9b7-c0fa26c432f6,Borna Dam & Water Works Co.,ACC-000250,100000005,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4,87900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-06-03T05:05:00Z,2019-06-03T05:05:00Z,0,1
9c89d374-c664-45a7-8077-3e33690e7e62,Tous Profile Sazan Group,ACC-000251,100000002,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,4,62800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-09-11T11:06:00Z,2019-09-11T11:06:00Z,0,1
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,Elham Metals Supply Co.,ACC-000252,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,1,68200000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-12-01T08:06:00Z,2021-12-01T08:06:00Z,0,1
b4adaf89-0ff1-4a9f-ba37-0623bc5fd4dd,Parsian Fabrication Works Group,ACC-000253,100000001,3,Alborz,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,1,22400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-03-26T06:52:00Z,2023-03-26T06:52:00Z,0,1
8f964685-3514-4890-84c8-6c4623595fa4,Arvand Eskelet Felezi Group,ACC-000254,100000001,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1,21300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-04-01T06:45:00Z,2023-04-01T06:45:00Z,0,1
7a768555-a987-4218-bf84-faef5336723b,Nasim Omran Ltd.,ACC-000255,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,5304317f-af42-412f-b838-b3268e944239,100000000,52700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2024-04-01T12:07:00Z,2024-04-01T12:07:00Z,0,1
f4e95734-5052-4700-a077-96a38685abaa,Shahab Steel Merchants Ltd.,ACC-000256,100000004,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,1,79700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-10-05T04:54:00Z,2020-10-05T04:54:00Z,0,1
887b03e5-e980-4808-b5ac-824c2c55aef7,Aban Construction Group,ACC-000257,100000000,3,Tehran,Iran,7412b293-4729-4739-a14f-f3d719db3ad0,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,100000000,24900000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-06-20T06:16:00Z,2019-06-20T06:16:00Z,0,1
ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,Rastin Housing Development Group,ACC-000258,100000005,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4,134400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-05-25T10:43:00Z,2022-05-25T10:43:00Z,0,1
ae455cc6-b88e-430f-9e1e-994ac5a11f5c,Taban Agri-Steel Group,ACC-000259,100000006,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,1,19400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-10-12T07:28:00Z,2023-10-12T07:28:00Z,0,1
43ad3d62-b17c-4b21-8dbc-2c1ca4afe7bd,Nasim Contracting Co.,ACC-000260,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,100000000,18400000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2022-02-06T07:38:00Z,2022-02-06T07:38:00Z,0,1
f5141058-3138-4975-bbf3-3a349c2dfa97,Persis Contracting Co.,ACC-000261,100000000,3,Fars,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4,15700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2020-01-13T11:15:00Z,2020-01-13T11:15:00Z,0,1
4c6a70f4-8ede-444d-876c-f68c3f1be0d0,Kavir Sabz Steel Merchants Group,ACC-000262,100000004,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,1,76200000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-08-24T10:11:00Z,2023-08-24T10:11:00Z,0,1
fb756923-f910-4bb3-b105-32523990e2c9,Mehrgan Press Works Industries,ACC-000263,100000003,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,4,12600000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-01-10T06:12:00Z,2021-01-10T06:12:00Z,0,1
b4746349-49fc-4cd8-856b-ad4c4c3077c4,Zagros Builders Co.,ACC-000264,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,1,18800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2021-11-27T05:56:00Z,2021-11-27T05:56:00Z,0,1
7d2f4e58-b47a-4c5b-b0b3-901535102852,Kian Auto Parts Mfg.,ACC-000265,100000003,3,Khorasan Razavi,Iran,ab9099a4-35a2-40ae-9af3-05535ec42e08,24933b83-7577-40a9-a491-f0b2ea1fca65,4,18500000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-09-02T09:44:00Z,2023-09-02T09:44:00Z,0,1
8f7c1d59-594b-4a3a-bad4-65a15129950d,Parsian Builders Industries,ACC-000266,100000000,3,Isfahan,Iran,29a3b2e9-5d65-4441-9588-42dea2bc372f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,4,34700000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-05-14T11:29:00Z,2023-05-14T11:29:00Z,0,1
b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,Ava Metals Supply Co.,ACC-000267,100000004,3,Khuzestan,Iran,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,100000000,48100000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-11-13T06:08:00Z,2019-11-13T06:08:00Z,0,1
92cf6021-1f33-442d-89ac-908746015028,Parsian Dam & Water Works Ltd.,ACC-000268,100000005,3,East Azerbaijan,Iran,aefcfad8-efc8-4849-b3aa-7efe4458a885,beb79919-3f22-4af8-a3be-d01d43cf2fde,100000001,124300000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2023-01-19T08:30:00Z,2023-01-19T08:30:00Z,0,1
e5508ea2-6133-434d-8b0e-8eb1ad371d9e,Pishgam Steel Structures Co.,ACC-000269,100000001,3,Hormozgan,Iran,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1,8800000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,2019-09-01T07:52:00Z,2019-09-01T07:52:00Z,0,1
