opportunitycompetitorid,opportunityid,competitorid
bc463776-8b1c-4d71-8492-f764d0842123,92f704a8-213f-4163-947f-f8a1dd6f2acd,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
bcf7aca7-a868-4c8c-9644-ddbe011724ed,b3fc581f-1590-415a-8028-f99c96f30066,70944bdb-26a5-44e3-90ee-7a92a09151e0
ac235236-dc5d-421a-be36-d8934bd588da,0ab70e60-3105-4ef7-8673-63a6eda2c941,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
2797b40d-e115-497b-877c-b8b780bac90a,af963ea9-4f41-47d6-952e-41e909f946e8,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
c9fd5182-67bc-4bb3-9343-ef62b5147c12,34558cd2-82ea-4b22-92d7-ca6f1a95df7a,a1a27485-7134-4c2a-b80b-3657117b355b
a16db261-f694-4f81-9618-6ca4da63967c,191c4d20-89da-46fb-904a-9a66d6865b51,70944bdb-26a5-44e3-90ee-7a92a09151e0
a8c6536b-f3bb-4504-85d8-e65ba8308f14,f7b471d6-df48-4923-be0b-38e546a8a0b5,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
29b57fe4-dce5-4849-a19a-d4ca200ad030,ff245ca5-7339-49c2-8c1b-fe598e40bd73,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
e524b86a-fd6b-4b41-ab6c-99c1b86e93bd,39a67f82-7f61-4c18-b225-4d9974759f3f,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
3488a01d-c696-4985-bdec-d8e7992d3058,b266633a-8856-4dc1-a274-5d2135cad15a,97674900-4651-4367-8bdc-43184d85a3d2
c29d7ce6-634b-4bda-9955-74b749ed2632,f355b820-1816-4d3c-8760-2d4f948152b4,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
ced6543c-5ef7-4629-8ac4-8cc3e7089490,e046ea7e-2bd8-4939-b65c-02407ea9af74,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
16010bde-4c1a-4bb4-affa-481b6bc3d673,eb63cd29-8305-44b0-b70e-f00ead17d2d7,a1a27485-7134-4c2a-b80b-3657117b355b
1479ca33-b6fb-46fa-aafa-72c113bc5455,9916045f-3af7-4880-93c6-1b0fa7484ed8,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
52a60718-6993-40dd-9965-98b99d800669,ea02f982-2bc6-405c-af4b-ecc547fe1317,70944bdb-26a5-44e3-90ee-7a92a09151e0
c079e2f6-d922-42ce-afea-2bf37a8325cb,b10dc2ac-5b78-48cc-86f3-3d79b77fc2bc,a1a27485-7134-4c2a-b80b-3657117b355b
95f79ff3-6e8b-402c-a551-ccaf37c6c050,f8df93b2-df50-4fe3-b6b2-52ae189f91ea,70944bdb-26a5-44e3-90ee-7a92a09151e0
9e58fa81-74bc-4d29-a57c-7893fa86f07d,7d309470-8b0d-480f-97ae-c49b0a3dc814,a1a27485-7134-4c2a-b80b-3657117b355b
bc9bbc77-3d25-48bc-83b2-923c3eda2437,f8bd01f1-846f-4cb1-ad87-e0bf4f15eadd,12fe28bf-81e0-4489-9a18-e2a30e614bcd
09e2f08e-f0cd-4f4e-9973-0f4ce9ae3417,865cde53-e911-4635-a3e3-6a569825e592,a1a27485-7134-4c2a-b80b-3657117b355b
4722ff16-a4c6-4f8a-a1ad-68a0f62deea5,84118079-e12b-4cba-961c-8f39a46cd376,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
c286527c-8d94-425f-b6c3-dd16aa82f735,e2b7f7a0-8e74-4b1d-8240-d54026d6c8d9,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
21d80051-418b-4cd5-a6e5-e61c230a326a,71a10261-b4ce-4996-b47f-f14934283d71,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
8b43316f-a1f2-433f-880a-4635dec3d883,fdcab04e-3253-4b6b-a460-e6a882c68bbf,97674900-4651-4367-8bdc-43184d85a3d2
39f6b12d-5e3d-4b41-a259-aa325e727491,d7293379-a26c-4bf4-bc7c-ec924d7a51cd,70944bdb-26a5-44e3-90ee-7a92a09151e0
bfd5ac5f-387a-4907-a2f9-7d6203aa32ee,0b15fa22-f2c2-4813-b4b8-a7e33c556b99,a1a27485-7134-4c2a-b80b-3657117b355b
a90bbc9b-9013-44e3-9255-e5358dc6a689,76f4d0f5-785e-4505-96c1-a4ba7fda3cf7,12fe28bf-81e0-4489-9a18-e2a30e614bcd
9c4e686e-9868-4037-b49c-67c87d5421a1,cd2ec7ba-3c46-4d4a-82dd-925ce7337da7,12fe28bf-81e0-4489-9a18-e2a30e614bcd
6b17bab7-b6f8-49ab-b7bb-ae05806eb2b9,faf7e81e-373a-468c-97f2-3c1d25a0e12b,a1a27485-7134-4c2a-b80b-3657117b355b
42e2b268-881a-4739-99f2-e33fcb740b48,3a35ebfc-3376-4c2e-a931-672c0bf41f33,a1a27485-7134-4c2a-b80b-3657117b355b
1fe2864f-3ec1-4b5d-9159-0336479fb0fe,03e0cda7-56d9-47f3-a25c-7850f6e6c566,70944bdb-26a5-44e3-90ee-7a92a09151e0
42871609-7a1a-478d-9182-ad20e1935d53,fc5ae805-f2c2-4359-8e6c-ae97fa8279f5,70944bdb-26a5-44e3-90ee-7a92a09151e0
870e71e5-e814-491e-aa76-aa599286f160,9ea695dd-8d0d-47cc-a6b6-0ceaed2be706,12fe28bf-81e0-4489-9a18-e2a30e614bcd
67263c7f-f88f-4d6b-9ad9-7b589b49335d,594e18c1-f852-4198-97e6-c03226d50269,70944bdb-26a5-44e3-90ee-7a92a09151e0
0f8c8610-2c8a-48e9-b4f3-74c275096e16,375678f2-b797-4981-bfeb-f6f6c1c1e0a9,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
e6f90cb2-9451-48ad-b356-2f19648bdf0e,6ace995b-9628-4c23-a44b-bf596669a9ac,97674900-4651-4367-8bdc-43184d85a3d2
763f561b-99e1-45e6-bb6b-9ac85ef90f1f,576dd4fc-5629-46c4-add7-1491549b5371,70944bdb-26a5-44e3-90ee-7a92a09151e0
90731c25-236c-4b07-9ff2-c67a5432d7b6,5f7ad5cb-e490-4ae0-a146-537181dbec5f,70944bdb-26a5-44e3-90ee-7a92a09151e0
c8fbc487-f297-48cd-b4e5-81458c14877b,31a026b3-2c78-4c8e-8b76-b851df13d9c3,a1a27485-7134-4c2a-b80b-3657117b355b
8af78c5d-df8f-4dfb-95e6-fd3dd0bd54b3,2200ec36-ef1f-4c50-a71f-da2057d02d97,97674900-4651-4367-8bdc-43184d85a3d2
c1b3f7ca-1437-454f-bf6b-61eeaea63bc2,5e303039-8433-4ef8-9aff-0b781dd37dc5,12fe28bf-81e0-4489-9a18-e2a30e614bcd
823d473d-44e8-4604-b67f-2dccf80a5c7a,fff8ed26-3c9e-45af-af5c-30a56aa4d235,70944bdb-26a5-44e3-90ee-7a92a09151e0
50b04cb0-4f4a-4d25-a693-349af9f5b978,deb2674c-0bda-42d3-894d-0d5da02b3a90,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
2467b65d-3086-46db-a3e0-bffccb31a043,df141dcd-f7d1-4a60-b63a-f991845b62de,97674900-4651-4367-8bdc-43184d85a3d2
749b93f4-ad51-48e4-ad1f-3cc7f2ac1c84,d3914267-08ff-40a7-a69c-2864f8c27452,a1a27485-7134-4c2a-b80b-3657117b355b
aa731dae-20b0-4741-b459-c1d045ad299f,2c7169a4-2426-46dd-9c93-1dd14c8c75d1,70944bdb-26a5-44e3-90ee-7a92a09151e0
92ffa2ac-2897-42af-9748-cb725fc32bbf,2e68bce4-86f2-4413-9802-ac31a5ebef9a,12fe28bf-81e0-4489-9a18-e2a30e614bcd
24398af5-3141-45b5-86b1-b9ff6036afc3,7b0f063d-6e1b-4c24-a26d-2ae099a0473f,70944bdb-26a5-44e3-90ee-7a92a09151e0
6edd9e43-4817-4e86-bb59-0f71db7eeba0,2fefad08-dc0d-4f4c-976e-46ee68ded8b8,70944bdb-26a5-44e3-90ee-7a92a09151e0
48f34c65-9a62-4880-bde7-44a41acc1e93,913e93a6-e03d-488d-b573-cc53e845e18d,70944bdb-26a5-44e3-90ee-7a92a09151e0
ba4f179c-f6a8-44b2-bd9d-e57063a47516,577207d3-21d1-4280-8c92-78189636ddcd,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
bdfbd565-1a2a-43bc-929a-f4c73cab6210,2e4bf70a-18aa-4001-b1d8-be211599d27e,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
6dfd438e-f862-4143-ba6d-2cfb37bfbac5,c31e9d6c-ba8e-4f89-8420-b7d014ae1246,70944bdb-26a5-44e3-90ee-7a92a09151e0
61832df3-e3eb-452d-bea8-d7bfcbc211d8,c58e64cb-5a59-456e-a20c-ded49669abdc,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
44f68329-42a2-46ef-a430-afa39f9cff0d,101f8b70-9769-479d-8c37-842cf1237f9e,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
d5b15383-fca6-484c-b15c-2723328cafe6,bd183698-94ab-420c-b591-c5e0d0bc3ca7,97674900-4651-4367-8bdc-43184d85a3d2
d2a54233-5916-4b4b-a00a-bf0e361a7b3a,5c497c48-fdef-4fff-8ff0-fd31842b13ce,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
f248d910-63ef-4056-8ff8-01dfcd8f70a8,87af1a04-2795-4217-9b2d-a8bd52ce1d64,97674900-4651-4367-8bdc-43184d85a3d2
cda8b536-d3ff-494b-bbd0-c43d9f0ab54e,572206cd-4968-4a08-b3a4-75e4e5e00cfd,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
8c77302d-8637-4c3b-97e4-3bfb3c50f192,8701af5c-f650-44f9-837f-554dceedf7ff,a1a27485-7134-4c2a-b80b-3657117b355b
4640eaaf-c993-4f4f-ad51-897ac84ef4ba,36d90216-f3d2-4d9f-9a33-b2559c8daa78,a1a27485-7134-4c2a-b80b-3657117b355b
c81f1654-1333-4562-b327-f6296ac9f62b,2004749b-7e10-4315-938b-18c4324aa4ca,97674900-4651-4367-8bdc-43184d85a3d2
684a5345-4296-4d97-a93a-134eae5693e2,d3746126-ebf9-4934-9166-ecb47c9fad18,70944bdb-26a5-44e3-90ee-7a92a09151e0
15650995-387b-4746-b711-a80bd3df3da4,ebfed67f-2af7-4682-9946-375fa203d76a,70944bdb-26a5-44e3-90ee-7a92a09151e0
1a465b19-7be4-479c-abcc-b5126dca7000,6d99463b-f645-4168-a2df-5745f96aff9b,97674900-4651-4367-8bdc-43184d85a3d2
a694df9e-ab4b-4d8c-9412-c3fb8ca7998f,8fd8d886-3363-49d8-b962-07ded4cef29d,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
8005cce3-f0ae-4c01-9632-83d9c7ff340f,004cfb86-9b7f-4991-a47a-9c1f606c9d9d,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
04ee2577-0157-4908-8e07-3f8c0e9d31bd,c833c827-b412-461d-acd3-b039519965fe,70944bdb-26a5-44e3-90ee-7a92a09151e0
aa307af1-6df9-4561-8033-c34f7a560bdb,d375c1c2-232d-40c1-963b-935acf6fab81,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
3c0f1dc4-83f4-42c5-92e1-e9dcd7d7213e,ca5da78c-1d78-4200-9570-7f54b314a3f3,a1a27485-7134-4c2a-b80b-3657117b355b
132d5fdd-132d-43c2-974e-3f072bebce4c,be7491d2-79bc-48eb-abc7-3e0ec6c683df,97674900-4651-4367-8bdc-43184d85a3d2
ef84bf4c-9233-4d7a-b792-bb1cff2ed754,f12f3743-638a-4d88-9eeb-54587bd5d432,70944bdb-26a5-44e3-90ee-7a92a09151e0
4dd2f202-c21f-4b23-bc39-2ff7bd6f3e80,267067ad-a6f2-4ba3-8e01-c9c0ea5df4d9,70944bdb-26a5-44e3-90ee-7a92a09151e0
8cfa3ba3-431a-4df0-a17a-6a107730e531,e099bd23-004d-4c0b-bf5f-6f6681b70630,97674900-4651-4367-8bdc-43184d85a3d2
9c78a40b-bed5-46a6-99fa-e100f5345585,397fe218-3a21-4b54-ad9a-5121fccfcb0f,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
fced9706-8d08-41dd-a10f-ad0641bfa27f,db13b88c-781b-49b8-b7c8-77e65ef36539,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
92a1940c-d9a6-489c-b734-e0c57b9b8dc1,b66ccf8e-9ba2-418c-9aec-d0b7d26a6d8f,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
8a184b89-c165-4fcf-8105-b9d758ff1aab,ca4a642b-e536-4cc2-b447-161662292281,70944bdb-26a5-44e3-90ee-7a92a09151e0
cedb2f98-90d2-4bfa-aa93-f811f21e0d5f,90855181-fecf-4b80-983d-37208156ddfc,12fe28bf-81e0-4489-9a18-e2a30e614bcd
6472c6d1-f9a2-43bf-8d25-a0b85950d916,ad0b1dbd-fdf6-4657-a6a8-96c3719013c8,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
d73e202e-71f1-4574-a44b-e2ecdee22ef8,2dc1f26f-d413-4a3e-bfc0-74d8a3c6e372,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
4e954f55-d860-41ba-8013-3ac142a4e99b,8d8e22fc-6d44-476b-adfe-5aabe1ef2b2e,70944bdb-26a5-44e3-90ee-7a92a09151e0
d827af11-8f48-4d3b-82bb-9ea5062b50fd,c34449af-36bc-45e6-92fd-783885fa27c3,70944bdb-26a5-44e3-90ee-7a92a09151e0
6e269e3f-d84d-4224-9d22-7700f9cb7ddd,457b0ef8-baf7-4e03-af0c-4511e5b8bc67,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
6ca30135-ea91-4f19-9427-448f977a4f38,41a42770-e00b-4e93-931a-5a6a1cda134d,97674900-4651-4367-8bdc-43184d85a3d2
83625a9d-1250-433e-8ce0-958c13f49709,443c2c92-bb2b-44bd-b514-ff57e3084996,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
894698d9-d42d-44a9-b531-86ba8a970ad0,d22ed695-4ba1-4bf5-96dc-8f729473094a,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
2a0657ba-9bf6-4793-8e36-917df1e39574,c4063a30-a46b-4d92-97c7-8f742df70b72,97674900-4651-4367-8bdc-43184d85a3d2
5caf20a7-0a6d-455e-a5fb-7c2da43b8a6e,ba1d0af7-7b85-4dd8-8992-7bd3f36a5fb3,12fe28bf-81e0-4489-9a18-e2a30e614bcd
2e328274-78ef-4f12-9c85-c39810d1097e,c81580cf-d591-4ba2-b33e-3f4d16d2408f,70944bdb-26a5-44e3-90ee-7a92a09151e0
bdd34db6-7bf2-4952-acf3-eb6594856f94,e71760f9-ccaf-432e-a345-4a95d3b6b570,97674900-4651-4367-8bdc-43184d85a3d2
b87617ce-67ff-4433-97c8-16f89c48b195,6641507f-b865-41ec-92d0-228ffca45b34,12fe28bf-81e0-4489-9a18-e2a30e614bcd
f58723ba-5818-4535-88f9-b172ce01ec92,1512c9d9-e86e-48ce-b011-7e7525e7df60,70944bdb-26a5-44e3-90ee-7a92a09151e0
39a86883-9e48-4eeb-96eb-a7f2b2f939d3,0944df4c-707f-493c-8f7e-0384d24dbc35,12fe28bf-81e0-4489-9a18-e2a30e614bcd
d70494a0-b12e-4495-b559-e11ba6dad435,5288d2c8-85bb-428f-b2d6-a0e6533a6c5f,70944bdb-26a5-44e3-90ee-7a92a09151e0
7f6c8e80-94a7-4e35-b92f-38dded4702d8,b0b23e22-2f15-4947-a69c-d05840e5fd0f,a1a27485-7134-4c2a-b80b-3657117b355b
8c1658d3-581f-4097-88a7-cf0361290d79,e14f7a24-182f-4e4e-9954-6197a94a5a65,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
459bfcdb-871b-4674-bd45-dc15f46e28fd,40785616-d186-4cd6-a2f9-2cd41757e1ab,70944bdb-26a5-44e3-90ee-7a92a09151e0
ea919394-3cf2-4372-9041-70d68d58ba39,8c1ac772-729c-4c96-837f-ec60ea5c8fdb,12fe28bf-81e0-4489-9a18-e2a30e614bcd
4ea9f776-1f73-40af-88a3-aeff2e5097ec,d66c27d1-9f92-478a-ac5b-77824960caa9,97674900-4651-4367-8bdc-43184d85a3d2
fa1b2883-4eaa-4d19-a5bf-d2718d325e40,fbef2542-b67d-4a9d-b6ff-da957074a15a,a1a27485-7134-4c2a-b80b-3657117b355b
a52e2b4b-08c8-42b8-a91e-2f4fed79e7c7,cb90e584-d91f-41ed-8be3-e7518d175631,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
8f33d5f8-ef9b-4af8-af34-e685aec43163,99ce92ef-5dd0-4993-a9e0-d707059efc1d,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
898ce588-b75d-4e36-b9f2-bdc5de77625d,a60c6003-d63c-4ad4-928f-27626d1ed80d,12fe28bf-81e0-4489-9a18-e2a30e614bcd
c6736ce6-6bb0-418b-a4b3-78d43c63c6b2,0ec4f3de-fa5e-489a-bb5e-2766f7a1c969,12fe28bf-81e0-4489-9a18-e2a30e614bcd
4273ddf2-ec32-4706-9a00-036653f48874,446b05fe-b4bb-4a54-9980-166f8b30d3e2,a1a27485-7134-4c2a-b80b-3657117b355b
39464352-093b-46db-b165-7118842197c2,d5a28c3d-abb5-4919-b7ea-9d4c284755ba,70944bdb-26a5-44e3-90ee-7a92a09151e0
f98695d2-0cd8-4bbf-ac7d-27f7ba76a8e4,b1b9381a-298b-44f8-adcd-772d4f8de10a,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
b19c6e9d-c1a2-4ba9-8bbe-77baa0634a2e,197ddd07-cb10-4e24-b5d7-a9d9acc3a9ae,97674900-4651-4367-8bdc-43184d85a3d2
125e13b5-f3f1-40df-8ad3-c8d6e3a17c74,4416a597-c7b4-4dc8-b05d-e7db0953d39c,12fe28bf-81e0-4489-9a18-e2a30e614bcd
57eef4e7-88ea-498b-8f42-cbac40b6cea6,3b6f8945-144c-423d-8e41-1928a45bfd3b,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
f3e57460-69a9-4652-b834-401c5caded76,858b9453-3c1d-464d-a53b-897828b77d09,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
7bd2f483-a9e7-4853-9fca-89f87818ee55,1027efab-bc62-4618-8d0d-baca55da96c9,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
1fff88c3-fd55-4e22-a879-4776df5f35aa,82a90425-7d22-4c83-969d-add024f83e09,a1a27485-7134-4c2a-b80b-3657117b355b
f997125f-3998-4c56-9e99-c45558c3b2ea,e891ac9c-7a21-4274-bc44-002298e41c20,12fe28bf-81e0-4489-9a18-e2a30e614bcd
477a7665-3d14-4d25-a81a-2a889e23f3d5,e4342f95-cc97-4043-b7d6-a7c173de4e86,97674900-4651-4367-8bdc-43184d85a3d2
9bd18927-f272-4080-a22d-85f168d5d4f3,17ecd119-5198-47c5-9e96-3bfcb359465e,70944bdb-26a5-44e3-90ee-7a92a09151e0
36358c2e-5b07-4abf-b1a0-01fe8fc2882e,0502db78-33dd-43e0-bf37-ffb864fb0aa4,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
ed5c0fb7-0bed-4a27-b834-52b5c836af83,d210dccd-63bd-4f42-903e-0dcff8d61d74,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
e0e5b756-09e9-4d3f-b581-780398d5ef9c,8b8667ed-ef0e-451f-a4a9-84aa880394c7,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
c03f9ee0-3716-403a-9ef7-93933e89272a,832b2be9-5857-4f66-828e-afb6f7dca27a,70944bdb-26a5-44e3-90ee-7a92a09151e0
88554662-9109-4e70-b984-717fbce3bd44,015ebd6c-d1f5-4698-957c-d8c37840e636,12fe28bf-81e0-4489-9a18-e2a30e614bcd
5c1ac29c-23bd-444e-8c9f-ac72e9dad9fc,49d0c69c-0686-414a-b508-b6469fc2d01d,70944bdb-26a5-44e3-90ee-7a92a09151e0
f4516837-c0f0-4f5c-bc68-c7e5fc10bbd7,6f6c6ad4-8350-462f-87d0-1e49123f54ee,97674900-4651-4367-8bdc-43184d85a3d2
927eebc4-7a8d-4ad3-9f03-3b3087a3fb7c,eecdca40-eea9-48a8-a1ce-19139b332a86,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
13b25b32-27fb-4ca3-bee4-e84463ce684d,8f3e9688-f704-41d4-bcd9-419e71223c3e,a1a27485-7134-4c2a-b80b-3657117b355b
a324da5e-28d1-443e-b12e-6f93ebc8619d,b9d49d42-cd41-4c26-ba98-ff8dec9365de,a1a27485-7134-4c2a-b80b-3657117b355b
33bd9074-238c-4e49-91a8-5d603c047926,9b7e1ac0-f660-4b6c-b975-c269730243f1,70944bdb-26a5-44e3-90ee-7a92a09151e0
9eb2249a-d834-46a0-8f2d-bead4365a423,cee39b70-44ff-4e18-9464-4cfeb1f1b7fb,12fe28bf-81e0-4489-9a18-e2a30e614bcd
1643b62e-f012-4fea-8587-cc5e864b576d,1f27e813-1c03-4a32-9223-b51edfc7ac45,12fe28bf-81e0-4489-9a18-e2a30e614bcd
0d69a521-d4a1-49fb-b777-1615333afce8,7ab1a285-62c6-4886-bfa7-954551c2d21c,a1a27485-7134-4c2a-b80b-3657117b355b
a2527dbf-7734-4c4e-ab09-e37ca91e637a,e828799d-4549-4a13-bf83-5a47d62e1cfa,a1a27485-7134-4c2a-b80b-3657117b355b
40978405-4448-4ff5-a6c7-c938162d844f,d35dd4e0-ac69-4455-98fc-826007ea4494,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
fab5112a-4c48-48ae-9717-7bb7f9f96e11,76503128-9cca-4ea0-b245-ffdfeea05ac0,70944bdb-26a5-44e3-90ee-7a92a09151e0
c88e0346-8fb2-46b3-a31e-ff5b79d80484,bdfc85bf-fb46-43e8-9229-ae2b20d450e5,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
95728e27-3727-4bf7-96bd-b13f464d184b,cd631cdd-417f-4abc-8c3e-548b43dc316c,97674900-4651-4367-8bdc-43184d85a3d2
ab043a75-2ab2-47bb-a1a3-36d0d97319e6,935c7d1e-7027-4ad9-9055-bf6e31a01b57,97674900-4651-4367-8bdc-43184d85a3d2
ab22b240-c50b-43fd-949b-368297b5d537,558105d4-2715-49c4-b003-76ed064f3e6e,70944bdb-26a5-44e3-90ee-7a92a09151e0
cf260e0d-2b3a-4892-a3d4-542af7ca4ec7,b304f39b-da8f-4861-89a2-2f26d7b84b35,70944bdb-26a5-44e3-90ee-7a92a09151e0
79248b3e-e4a7-4951-9474-843b51bb3433,71da5439-7e18-4ed0-acdb-2a8314652329,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
2f60e50a-b84b-40da-a571-0406e51743eb,ce680b84-4c39-4566-9021-1463a080f1ea,70944bdb-26a5-44e3-90ee-7a92a09151e0
245c3a85-5232-4409-80a7-db3463758ac7,18bac398-5ffe-4c63-8f62-0bfee67745a1,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
50a41877-02fd-45c3-85cb-3bbb363678e7,32c3444a-2bb5-417c-ac53-42a58cd0a5ad,70944bdb-26a5-44e3-90ee-7a92a09151e0
a53c0b18-5792-46da-a7c9-7b1300546f3a,07d0ea6f-d446-49b0-9c35-d662c70ad6a8,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
16baed5d-2f8e-4452-9e61-784655576a13,d6346603-8932-4c6c-bd94-d6e2ca274c16,12fe28bf-81e0-4489-9a18-e2a30e614bcd
f345428a-f3b0-4b68-aa04-a0cc7a230eab,c68c536d-e745-449d-850e-e1e62c42b939,70944bdb-26a5-44e3-90ee-7a92a09151e0
d99923fa-3d97-4d90-8aa3-4ea6b09463ef,bd02c453-8ec8-4156-a6cc-ae7a5db80603,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
7cdbf1e2-a426-423a-a01c-eef200dacd97,fec20c82-3bf8-481c-9b90-60769c842f34,12fe28bf-81e0-4489-9a18-e2a30e614bcd
3bb4b8d3-0425-4424-a419-8f266c6074d4,357eea1a-6f8c-4a87-9272-d1f667ad69e7,70944bdb-26a5-44e3-90ee-7a92a09151e0
97565a74-c169-46da-a9a9-ca0b1ccbf6af,078c4a96-1a1a-4cf2-b35f-5f46082526a1,70944bdb-26a5-44e3-90ee-7a92a09151e0
792f444e-8126-4524-947b-7c17017a4e2d,25557ce6-fbd5-4739-abdd-329b019ce2b5,70944bdb-26a5-44e3-90ee-7a92a09151e0
81202f26-5abc-47a3-bbb7-9b795573441e,1d5723e7-a388-4d72-bd43-a755864a9d07,70944bdb-26a5-44e3-90ee-7a92a09151e0
d4d66058-33e0-4486-9488-f4b1c5b3df95,37a9acce-5734-44e5-ba24-dc8355a56dd5,70944bdb-26a5-44e3-90ee-7a92a09151e0
c0a6749b-613f-4eba-838d-5f8ac71cb2d7,348a3a8d-7098-44c0-9a61-f4973f9d8139,97674900-4651-4367-8bdc-43184d85a3d2
11c28165-22a7-4e8a-9039-91f484a2b426,a29cf6ab-1209-4ac7-b78f-42c800cb0faf,97674900-4651-4367-8bdc-43184d85a3d2
57d70f9b-d63f-43d3-bf70-2d809b9bfa7a,797d80f0-a190-48da-99e8-16199c3bca26,97674900-4651-4367-8bdc-43184d85a3d2
c71abd7e-c8e2-4459-97a7-e8042713c358,9aaedfac-c2c2-498d-a1be-e969f768443b,70944bdb-26a5-44e3-90ee-7a92a09151e0
c2c028c2-4a62-49fc-8d7a-8b168c84f577,b5def37d-daa7-4023-89f4-2a9ad221b2dc,12fe28bf-81e0-4489-9a18-e2a30e614bcd
c9b51baa-f02d-4a4e-9a38-e2d55434a89b,d1107c6c-7449-4629-8b9f-390d9dc7ea1d,70944bdb-26a5-44e3-90ee-7a92a09151e0
4d02a507-2521-4518-93c1-191d3729059b,479ad2a2-3e77-45fd-9018-3de7e863518f,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
563ff41d-0545-422d-8703-3ad9dda6576d,60daf971-efdd-4352-8d27-94de56dc7a0f,a1a27485-7134-4c2a-b80b-3657117b355b
dd23476f-12dd-4459-a170-6dfa68a1ff71,341b29e5-cacd-47a3-bd94-3f66e5fe4f1e,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
7e4b9356-5baf-4ac2-8600-02348d2a26bb,5c1e4740-31c3-4611-9359-e8c5d263dcf1,97674900-4651-4367-8bdc-43184d85a3d2
3d06b8f5-d898-427c-a335-7b6ca1b7b1b4,0a44b229-af3b-4315-91f2-b01b93731894,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
e537a79f-8db3-4ebc-b918-c3661686a3e9,8ecefd93-3ae4-4945-b703-c8996b46b2ba,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
f477caab-c2e3-494a-9fb6-4946ae9aeae7,c4392043-3355-4c36-8c94-a2033d23c92e,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
572d4684-71d5-43a9-a4b9-36c609773a68,58b5a915-947d-48e2-ae7a-d445982bca64,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
9dcad15b-eb7b-4997-abbe-9fbdf5b5f382,4d219290-4512-4ef8-93ca-1eac22a59f1e,70944bdb-26a5-44e3-90ee-7a92a09151e0
97dfbb97-96a2-419f-b1c2-23cbd4090c0c,e362b936-ec64-42a2-96a3-5f1a964071a1,70944bdb-26a5-44e3-90ee-7a92a09151e0
d6a0440f-dcf0-4642-a493-1ad3ba0285fe,6169b330-1364-48b2-bca6-225930d8d9d7,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
4ea6341a-1a4e-479b-ab78-b28f04b17841,18b6e228-5ca3-45b2-851e-698a89261da6,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7
