activityid,regardingobjectid,responsecode,channeltypecode,receivedon,createdon,companyname,ownerid,statecode,statuscode
6a241f46-3af7-4a21-a93e-7b5b1e4ae3a7,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3,4,2025-05-11T12:48:00Z,2025-05-11T12:48:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
1d03c3d5-b862-4cc3-9489-9c37cfa9026b,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T11:15:00Z,2025-05-13T11:15:00Z,Nima Agri-Steel Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
833c8f55-a129-4fa2-a27d-4660293fc266,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3,4,2025-05-14T11:56:00Z,2025-05-14T11:56:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2598f383-9280-4da2-a40b-50e40a086989,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T11:52:00Z,2025-05-13T11:52:00Z,Kaspian Construction Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ec257a75-421d-4dca-aa95-59080e503fd8,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T10:27:00Z,2025-05-12T10:27:00Z,Farnam Steel Depot Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
f27f3ad7-4890-4b6d-9240-ef02a9681fc1,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T04:31:00Z,2025-05-13T04:31:00Z,Nasim Abadgaran Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T12:11:00Z,2025-05-11T12:11:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2aefcf3b-43b7-40ef-82c4-1c54a8debd88,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T10:47:00Z,2025-05-12T10:47:00Z,Hamoon Press Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
85d0691c-33cd-4d56-843d-72db1bcb404c,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T11:46:00Z,2025-05-13T11:46:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
af32baf8-811d-44af-a8ca-7483dc0e3375,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T08:14:00Z,2025-05-11T08:14:00Z,Darya Sakhteman Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
e0b4659a-09fe-4cdd-998d-65ba9d6022c5,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T08:18:00Z,2025-05-14T08:18:00Z,Shahab Loleh Sazi Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
f00f63ef-e59f-41c2-804e-a81ad3d877a8,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T13:17:00Z,2025-05-14T13:17:00Z,Borna Steel Merchants Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
6e76936a-a634-4d1a-adb6-10f4c65de86e,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T05:46:00Z,2025-05-13T05:46:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T09:00:00Z,2025-05-11T09:00:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
6dd013f3-87a2-4e22-b298-b8110b1ec578,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T06:07:00Z,2025-05-14T06:07:00Z,Varna Fabrication Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
7b6c7129-cd63-4ba8-b03c-664b3abf9c65,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T05:49:00Z,2025-05-14T05:49:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
59bb8900-6198-4718-84c7-aab4ca20508d,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,4,4,2025-05-11T07:35:00Z,2025-05-11T07:35:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3,4,2025-05-11T06:23:00Z,2025-05-11T06:23:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
937ca77c-b25b-4de7-9652-1e08c2f43c10,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T04:43:00Z,2025-05-14T04:43:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
412817eb-2246-49cd-acec-df821903f9b3,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T08:10:00Z,2025-05-14T08:10:00Z,Nikan Ahan Forooshi Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
be5f902f-b58a-4738-8166-72213063ae7f,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T12:46:00Z,2025-05-14T12:46:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
85c53910-93f6-4723-81d2-3a76ca179780,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T04:55:00Z,2025-05-12T04:55:00Z,Iranmehr Fabrication Works Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
6001f54d-01d7-4831-850f-1cdc1e2a03f1,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T11:37:00Z,2025-05-12T11:37:00Z,Pardis Omran Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
9ca4364d-5d9a-49f1-908e-3a956c6e8796,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T12:43:00Z,2025-05-11T12:43:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
65bf8e04-ae3c-4ce6-bde6-849b468b22af,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T08:07:00Z,2025-05-13T08:07:00Z,Navid Pipe Works Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8d56bff6-69c9-420f-b425-449cc145d6ba,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T07:28:00Z,2025-05-14T07:28:00Z,Ilia Profile Works Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
3ad24ac8-bf70-4042-9e7c-6795a8c6c2df,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T05:08:00Z,2025-05-12T05:08:00Z,Kaspian Steel Structures Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
639c4c6c-2926-405d-8d53-551ab4f02f6f,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T07:48:00Z,2025-05-13T07:48:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
cdeb2696-015a-4a1d-a2c8-cf62f6ee137d,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T13:02:00Z,2025-05-14T13:02:00Z,Ofogh Golkhaneh Sazan Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
49560c36-8560-4e8a-a7fb-19979d2cd944,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T05:03:00Z,2025-05-12T05:03:00Z,Mahan Construction Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
0eb5e5a7-98f3-4640-b6a9-e3e3b62bccb1,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T10:18:00Z,2025-05-13T10:18:00Z,Navid Steel Merchants Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2cde9187-d1fa-42a6-860b-340cf21a6f38,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T05:53:00Z,2025-05-13T05:53:00Z,Mehrgan Sakhteman Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
02bdeabe-7060-48eb-be8e-ed12a3ea21a2,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T09:38:00Z,2025-05-11T09:38:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ee462fcd-a829-407c-99be-ccff33a315f3,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T05:39:00Z,2025-05-13T05:39:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
31dae817-4937-490f-84a5-b18bcdcd0a34,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T06:15:00Z,2025-05-11T06:15:00Z,Tirdad Dam & Water Works Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
5c17ebb5-093b-4d72-ac8c-dcaf2b633b18,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T13:13:00Z,2025-05-12T13:13:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
f9c3ee05-0012-4399-a7af-55453d3fec1b,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T07:54:00Z,2025-05-12T07:54:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
46a3cc71-ff2f-4883-963b-5481284e4cd4,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T12:17:00Z,2025-05-14T12:17:00Z,Atlas Eskelet Felezi Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8f221604-d46b-4756-b9e4-39ef48d495a4,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T11:29:00Z,2025-05-14T11:29:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
58f42098-591c-4524-953b-0f1fea3e072a,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T10:03:00Z,2025-05-13T10:03:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
39ee80ab-46c9-47e0-90c5-9550f69a0539,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T11:29:00Z,2025-05-11T11:29:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
746b161a-31cc-4738-b68a-e9b79b3aa1d1,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T05:18:00Z,2025-05-11T05:18:00Z,Arya Eskelet Felezi Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
1df44d3e-f26f-4b19-9708-013e4b541670,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T05:18:00Z,2025-05-14T05:18:00Z,Taban Contracting Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
7bcf2b31-902b-4154-a088-5550f74f6900,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T04:50:00Z,2025-05-12T04:50:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
56f401e5-c1e9-44fa-be47-27fdc51c91f4,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T11:33:00Z,2025-05-13T11:33:00Z,Javid Steel Merchants Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ae7cfd14-7577-4730-868d-a4b2f613bda0,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T08:06:00Z,2025-05-14T08:06:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dcad8ec2-963a-4333-a582-95dc75f1c654,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T08:35:00Z,2025-05-13T08:35:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
420079f5-1dc3-426e-bb62-659e0700749a,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T08:13:00Z,2025-05-11T08:13:00Z,Kowsar Fabrication Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
89207bc4-8439-4ed9-9a64-845ef49816ad,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T11:40:00Z,2025-05-13T11:40:00Z,Kavir Sabz Greenhouse Structures Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2db13deb-ee6f-4bea-8df7-164713769ff9,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3,4,2025-05-14T09:26:00Z,2025-05-14T09:26:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
37f3f32b-5a81-462a-9059-f77b79ff89d9,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T07:57:00Z,2025-05-14T07:57:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2ecaf629-44e2-4691-92de-d495e4f1e8e8,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T13:25:00Z,2025-05-14T13:25:00Z,Behsaz Urban Infrastructure Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ee25356a-aee0-4ec9-bf04-18a9f2765513,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T11:28:00Z,2025-05-12T11:28:00Z,Nima Press Works Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
bcb3636d-7fbe-4bb3-b0ae-d12de8f10194,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3,4,2025-05-13T12:25:00Z,2025-05-13T12:25:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
3df76a69-bc45-444a-bc1f-dff0331d58bb,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T04:38:00Z,2025-05-14T04:38:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
3aad5840-34ef-41df-83f1-9b58df6c0d60,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T05:04:00Z,2025-05-13T05:04:00Z,Kian Builders Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
db6a34ea-c3a5-4237-81b2-16cf9d23c3cf,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T09:03:00Z,2025-05-11T09:03:00Z,Diba Fabrication Works Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
d91738f8-0ad1-418c-b53f-091e8a9e0964,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T05:59:00Z,2025-05-13T05:59:00Z,Sepehr Steel Merchants Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
20d4ba18-93a0-4478-800b-19de38db128d,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T07:13:00Z,2025-05-11T07:13:00Z,Hamoon Rail & Road Projects Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
6c5540f0-cc9c-441c-8696-99010ddca788,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T07:36:00Z,2025-05-11T07:36:00Z,Hamoon Steel Merchants Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
750acc98-2cbf-4769-86a1-a468afb3e3ad,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T11:14:00Z,2025-05-12T11:14:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
84a91789-b2c0-47e8-9ed0-72e9f9fc6034,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T09:16:00Z,2025-05-11T09:16:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
0227b8d5-b070-4a53-90ce-857f75c72fb6,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T13:09:00Z,2025-05-11T13:09:00Z,Elham Steel Structures Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
57d52b78-9cf3-437e-b562-037b78aa16ea,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T05:52:00Z,2025-05-12T05:52:00Z,Kavir Sabz Eskelet Felezi Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
668d3c8b-dab5-4d55-9d75-c03c5f4faf10,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T13:17:00Z,2025-05-13T13:17:00Z,Tous Golkhaneh Sazan Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b8875caf-1991-403f-906e-ccbc3a8359b6,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T09:25:00Z,2025-05-12T09:25:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8e2ac3ff-3c5d-4a42-8dd8-af09451b6267,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T06:27:00Z,2025-05-12T06:27:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
323132fa-6181-42de-9b37-0ca76ea5e341,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T13:16:00Z,2025-05-12T13:16:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
bd1116ee-f58a-47c7-8ccf-4130255603d4,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3,4,2025-05-12T06:51:00Z,2025-05-12T06:51:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
027e789c-ce40-483b-b915-ad7e2648c819,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T13:26:00Z,2025-05-13T13:26:00Z,Farnam Steel Trading Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
29d0c613-b0c7-4002-9956-699065fdaadb,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T11:34:00Z,2025-05-14T11:34:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
411920f6-d056-4199-b728-ddc20f5e8b47,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T08:27:00Z,2025-05-11T08:27:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
18a73d94-a13e-466d-96c6-d99779fe7ccc,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T12:00:00Z,2025-05-12T12:00:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
42803aa0-55ac-4d06-be9d-a9517329af6e,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T06:55:00Z,2025-05-13T06:55:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T07:43:00Z,2025-05-12T07:43:00Z,Karun Eskelet Felezi Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
581993cc-41f9-494a-8f5d-337fee8d5daa,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-11T10:35:00Z,2025-05-11T10:35:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
59e110eb-1f09-4b9d-a969-29b20513eda8,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T12:52:00Z,2025-05-11T12:52:00Z,Sabalan Fabrication Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
fab8328f-2cae-43a2-89d7-16efa62d7221,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T07:59:00Z,2025-05-14T07:59:00Z,Farazan Profile Works Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
53391df4-5ae8-4d18-88dc-1e26c7c2564a,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T10:56:00Z,2025-05-13T10:56:00Z,Espadana Profile Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
c655a597-7ccc-43de-82ac-7e1dac565da6,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T07:56:00Z,2025-05-12T07:56:00Z,Diba Pipe & Profile Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
de46222e-2514-47ce-b4e3-5f7ba1b7e3d8,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T08:16:00Z,2025-05-13T08:16:00Z,Gilan Press Works Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
57f7d71f-2978-4c73-9440-adec12439b0f,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T06:23:00Z,2025-05-11T06:23:00Z,Fardis Dam & Water Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
855c0a97-9640-4fcd-bf76-14495cf85eeb,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T08:49:00Z,2025-05-14T08:49:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2ad55c0b-69fb-4fe6-b346-1e07f72cb6c8,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T11:12:00Z,2025-05-13T11:12:00Z,Chakad Eskelet Felezi Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
0dc78104-8c66-4766-b922-b440e0f1e44c,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,4,4,2025-05-11T13:26:00Z,2025-05-11T13:26:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8623bc74-65a2-4cc8-855b-e95d06bfd9c4,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T04:32:00Z,2025-05-12T04:32:00Z,Nima Metal Center Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
1a9b0d42-154f-437d-befa-c198c3d6cd54,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T06:53:00Z,2025-05-14T06:53:00Z,Ava Steel Depot Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
15956c42-27c0-4f89-9e3b-f1b34330125c,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T06:42:00Z,2025-05-11T06:42:00Z,Pardis Ahan Bazar Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
63ccf604-e2ae-4f87-ae7c-a782a7a31d25,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T12:35:00Z,2025-05-12T12:35:00Z,Vista Builders Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
5b59f28e-a9de-4b26-88ff-eab0075072d6,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T05:51:00Z,2025-05-12T05:51:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dd3ee854-5340-44b0-aa4f-4a80dc412176,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T06:45:00Z,2025-05-14T06:45:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
def3306a-f998-43f2-b799-fddb79e546e7,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-13T05:04:00Z,2025-05-13T05:04:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8c6d768e-45bc-43ba-af52-d36e8a63b93c,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T06:06:00Z,2025-05-14T06:06:00Z,Hoda Rail & Road Projects Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
f2cffcae-f833-4bfb-a296-e3f171e15b9f,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T04:57:00Z,2025-05-12T04:57:00Z,Arman Sazeh Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
88a613b4-a3b8-4f92-a3c9-0c6a86017633,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T08:22:00Z,2025-05-13T08:22:00Z,Farnam Rail & Road Projects Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
c21f84fc-d0bc-4ad5-85f8-0d9b00060d5a,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T09:54:00Z,2025-05-12T09:54:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
49694032-5808-4790-a2e4-9628d913057d,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T08:16:00Z,2025-05-14T08:16:00Z,Nikan Appliance Components Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
e1d55f85-6967-4586-b046-30085fa72012,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T04:48:00Z,2025-05-14T04:48:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
3ff93134-650e-48e4-afe6-33f18f807d8b,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-14T06:51:00Z,2025-05-14T06:51:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
a55fa725-bcb3-4168-b706-2cfa29cc0789,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,4,4,2025-05-11T05:23:00Z,2025-05-11T05:23:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
3878becf-60dc-42eb-9413-c85063c4e76d,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,4,4,2025-05-11T10:46:00Z,2025-05-11T10:46:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
a0152b5b-6c17-4150-9447-16cc4352acea,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-12T05:40:00Z,2025-05-12T05:40:00Z,Laleh Steel Structures Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ccca1e14-c3b8-480f-8440-8e983d53ec43,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3,4,2025-05-12T11:14:00Z,2025-05-12T11:14:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b1a50a3d-cebd-4b2b-9cfb-bce7e8f2c584,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T09:07:00Z,2025-05-11T09:07:00Z,Navid Appliance Components Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
1c405045-4a22-4ae9-a2f9-cafe2eb23ca3,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,2,4,2025-05-12T13:09:00Z,2025-05-12T13:09:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
73e88db6-9e23-43d0-b491-5c14a30b669c,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-14T05:05:00Z,2025-05-14T05:05:00Z,Atlas Pipe & Profile Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
4838a888-1a2e-4864-b8ea-ca362f999b2a,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T08:04:00Z,2025-05-13T08:04:00Z,Navid Profile Works Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
5f13e10b-ff7a-484d-bf96-dd35cca99089,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-11T09:40:00Z,2025-05-11T09:40:00Z,Mehr Abadgaran Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
4439940d-0e58-4770-a566-0316f39ef1be,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,1,4,2025-05-13T10:30:00Z,2025-05-13T10:30:00Z,Sabalan Omran Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
