leadid,subject,companyname,jobtitle,industrycode,address1_stateorprovince,leadsourcecode,campaignid,relatedobjectid,ahn_productgroup,ahn_estimatedtonnage,parentaccountid,ownerid,createdon,modifiedon,statecode,statuscode,qualifyingopportunityid
13aae9c8-efb2-48fd-a391-ffdb8794ac7e,"Rebar, 155 t - Mahtab Metals Supply Ltd.",Mahtab Metals Supply Ltd.,Procurement Lead,100000004,Mazandaran,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,4aaa7f99-4a34-441e-8c78-947b5b21c9f0,100000000,130.0,8c52d271-0a16-4e18-a90e-3e894b9c22f4,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-10-25T04:48:00Z,2025-10-28T13:12:00Z,1,3,8dea3b01-3643-4719-bced-1d042fec3a93
5a0461c9-947d-4fcf-88cf-c53d188889ce,"Hot-Rolled Sheet, 295 t - Hirad Profile Works Industries",Hirad Profile Works Industries,Purchasing Manager,100000002,Fars,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,5cce495d-b037-4c52-b2ad-ffa6af793d4a,100000002,220.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-23T06:10:00Z,2025-10-29T09:56:00Z,2,5,
21986e3c-d19f-4f31-9dd7-3f1f138ef8cc,"Galvanized Sheet, 60 t - Tarava Pipe Works Group",Tarava Pipe Works Group,Procurement Lead,100000002,Isfahan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,ea8104ad-75e2-42fa-aad7-34531d2cec89,100000004,50.0,3be79df4-72ec-416e-88a7-23e9bfa016c2,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-20T10:34:00Z,2025-10-22T12:21:00Z,2,5,
b1b9fd9d-db58-4dd9-a0f3-6e9238ec71aa,"Wire Rod, 130 t - Atlas Metal Center Group",Atlas Metal Center Group,Project Manager,100000004,Tehran,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,1e5c5da8-d087-4dcb-be94-f1cb075cc8eb,100000006,140.0,04d07f29-13e6-45fd-9c99-d366c8b62c18,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-23T11:37:00Z,2025-10-29T08:30:00Z,1,3,065309bf-32e4-4e4b-a57b-03bf658724d2
9a0f09e9-eb8b-4c11-9fb0-ef34c8497436,"Rebar, 40 t - Zagros Contracting Group",Zagros Contracting Group,Site Engineer,100000000,East Azerbaijan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,18b475b1-c12a-44f4-82a1-3629aae6f1a1,100000000,45.0,bf06d520-d88a-417b-a543-38df173d5030,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-10-21T06:55:00Z,2025-11-01T09:41:00Z,1,3,7b187acd-2a2c-43e8-972a-f9f24f0d4723
c363f61f-9400-4191-91d0-6bcd195efd72,"Pipes & Profiles, 20 t - Gilan Golkhaneh Sazan Industries",Gilan Golkhaneh Sazan Industries,Managing Director,100000006,Khuzestan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,117e894e-91fa-41c7-8141-bb373de814ac,100000005,20.0,2bf95861-4827-4440-b6d9-fe1731094211,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-10-22T04:55:00Z,2025-10-25T13:25:00Z,1,3,8d7a3812-9c4e-468e-a453-6ee5832abcee
b2b8d698-5dd0-455c-b986-f498b52f80c9,"Beams & Sections, 75 t - Ofogh Eskelet Felezi Ltd.",Ofogh Eskelet Felezi Ltd.,Purchasing Manager,100000001,Tehran,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,d9ee9678-8112-40ff-aba4-646336c9b657,100000001,100.0,,5304317f-af42-412f-b838-b3268e944239,2025-10-22T07:57:00Z,2025-10-25T05:01:00Z,2,6,
850cddfd-1c3d-4e19-b745-55601fa54251,"Hot-Rolled Sheet, 95 t - Espadana Pipe & Profile Industries",Espadana Pipe & Profile Industries,Managing Director,100000002,Hormozgan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,5074ac13-fc0f-44cd-82eb-baa21ce370ed,100000002,105.0,6c21835d-d8e8-497c-a0a2-59014932936e,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-23T09:13:00Z,2025-10-27T07:24:00Z,2,5,
afe2487f-4fdf-4f5d-bc75-ed5399b32070,"Pipes & Profiles, 335 t - Mahtab Ahan Forooshi Ltd.",Mahtab Ahan Forooshi Ltd.,Site Engineer,100000004,Isfahan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,74fa65ce-489a-427e-a281-03f01d9fff25,100000005,370.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-23T10:17:00Z,2025-10-29T12:02:00Z,2,6,
ac95adb1-ffac-44fd-8345-eeda2de66d5b,"Pipes & Profiles, 360 t - Jahan Iron & Steel Supply Co.",Jahan Iron & Steel Supply Co.,Supply Chain Manager,100000004,Khorasan Razavi,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,5e10a3a0-addb-4943-b067-ad8279c5f45a,100000005,295.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-10-19T08:53:00Z,2025-10-22T11:48:00Z,2,7,
65125d2e-24b3-4c8e-9e85-0f8015c2f297,"Galvanized Sheet, 35 t - Ava Greenhouse Structures Ltd.",Ava Greenhouse Structures Ltd.,Procurement Lead,100000006,East Azerbaijan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,ad3053ce-a896-4e70-85cd-338470249792,100000004,40.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-10-23T12:44:00Z,2025-10-26T13:06:00Z,2,6,
6cb96a2c-d68e-41f0-bb9d-58321f6d5768,"Rebar, 175 t - Kian Foolad Trading Ltd.",Kian Foolad Trading Ltd.,Supply Chain Manager,100000004,Khorasan Razavi,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,677f7c73-fd9b-4af3-9812-5123984f5a56,100000000,115.0,97f971d5-94f8-4e6c-8416-c07cb6a787b1,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-10-22T09:22:00Z,2025-10-25T13:00:00Z,1,3,c5ea94c7-803b-47e7-ab6f-997ddff961c2
f33c4c36-9a69-4cad-aaab-583079cfc04f,"Beams & Sections, 410 t - Hirad Housing Development Group",Hirad Housing Development Group,Managing Director,100000005,Khorasan Razavi,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,5b29317a-6675-45e2-b177-3294a4d21eae,100000001,395.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-10-21T11:01:00Z,2025-10-30T05:11:00Z,2,6,
7d457a09-402d-45e8-9f47-d9021ba84a91,"Hot-Rolled Sheet, 170 t - Jahan Loleh Sazi Co.",Jahan Loleh Sazi Co.,Purchasing Manager,100000002,Khorasan Razavi,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,7462f144-c49b-4e62-a5ba-4f0347656069,100000002,145.0,7f85c4e7-1177-4f21-948f-5ba30d87bc72,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-10-22T08:15:00Z,2025-10-25T12:27:00Z,1,3,79bcc938-efe8-4d94-a7a6-871dd122d40b
a93c9413-1396-4289-829a-988f18a95210,"Cold-Rolled Sheet, 75 t - Raman Press Works Ltd.",Raman Press Works Ltd.,Managing Director,100000003,Tehran,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,9f8c2c51-9f39-46a5-8d81-31f52719bfdb,100000003,60.0,4b26f0a3-33b1-4ca4-b74d-34f5caf07226,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-23T10:13:00Z,2025-10-25T13:11:00Z,1,3,b074dba9-a443-4c87-9ff8-05c5ac6bbaf7
04860bee-8bef-4a76-8a60-1b92dc137c04,"Rebar, 105 t - Shahab Steel Merchants Group",Shahab Steel Merchants Group,Managing Director,100000004,Tehran,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,cf3a2f8d-57f7-41e3-8add-397642fc7edf,100000000,105.0,09360f02-75ac-4819-b14b-5c03605797cf,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-10-22T12:53:00Z,2025-10-26T05:38:00Z,1,3,e0c8feae-9c28-46c4-bd0b-e862ce349cdf
e27bb6c4-4d94-4434-8785-9c05dc409942,"Hot-Rolled Sheet, 265 t - Sahand Iron & Steel Supply Group",Sahand Iron & Steel Supply Group,Managing Director,100000004,Mazandaran,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,a8cf2936-8e81-42f0-ad47-4c4f08697ffa,100000002,270.0,8dc4c81f-a8fa-4904-bd94-ed9facce693e,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-10-21T10:16:00Z,2025-10-26T09:47:00Z,1,3,b875a387-8658-4489-8f65-51758c820c63
0e737523-59ec-4846-a974-37ea5b7c57e8,"Rebar, 285 t - Elham Foolad Trading Co.",Elham Foolad Trading Co.,Project Manager,100000004,Fars,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,fdf02450-585b-4b17-ad9b-1eb118ebeed7,100000000,240.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-22T06:18:00Z,2025-10-25T05:45:00Z,2,4,
528a34f3-63ea-40a1-9202-b09c60b36938,"Beams & Sections, 50 t - Bamdad Abadgaran Ltd.",Bamdad Abadgaran Ltd.,Procurement Lead,100000000,Khuzestan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,51071545-fc5b-44bd-85b1-49a096867676,100000001,40.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-10-21T07:12:00Z,2025-10-25T05:30:00Z,2,7,
f82c6ad8-5d03-4a06-8cad-66c59d655c03,"Hot-Rolled Sheet, 100 t - Hamoon Profile Works Ltd.",Hamoon Profile Works Ltd.,Project Manager,100000002,Isfahan,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,2aa814da-56ec-4e55-aad9-e93dc3d0bde3,100000002,95.0,f796611f-c7c1-4b1b-9d58-631b052226b9,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-21T05:16:00Z,2025-10-25T07:08:00Z,1,3,0032ef19-3a16-4059-bd21-a6c80891807e
94047909-d81c-41a0-b7bb-a2aa178a8c73,"Beams & Sections, 210 t - Parsian Steel Trading Ltd.",Parsian Steel Trading Ltd.,Site Engineer,100000004,Alborz,7,5e175b66-4b87-459f-b0cd-7f05ea87855e,f53ba020-be2d-48c8-9fe3-f82439d3a9cf,100000001,225.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-10-20T10:24:00Z,2025-10-27T07:04:00Z,2,7,
5037e669-8a3a-4129-a9d8-4c4f6ed338be,"Beams & Sections, 110 t - Aban Abadgaran Co.",Aban Abadgaran Co.,Purchasing Manager,100000000,Hormozgan,7,f5159494-3818-4fd3-b889-936a9d5817e8,4cc6d67e-cddb-4f9e-8130-0e684d45d885,100000001,90.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-05-11T13:20:00Z,2026-05-16T11:47:00Z,2,6,
4497734d-77a0-4a7f-b027-8488be015802,"Cold-Rolled Sheet, 55 t - Mehr Auto Parts Mfg.",Mehr Auto Parts Mfg.,Managing Director,100000003,Alborz,7,f5159494-3818-4fd3-b889-936a9d5817e8,d2eba277-f64d-4de0-a92a-988036841339,100000003,55.0,ba0371f9-90ed-41d3-af44-4cf56f089155,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-05-14T13:26:00Z,2026-05-17T06:45:00Z,1,3,2605269b-3daf-44dc-bea5-d99c6b29d66f
afd5b90b-41a6-4c90-a91c-0da1a5630d3a,"Rebar, 160 t - Iranmehr Contracting Ltd.",Iranmehr Contracting Ltd.,Managing Director,100000000,Khorasan Razavi,7,f5159494-3818-4fd3-b889-936a9d5817e8,497bc13b-d2de-447d-8455-d60e69958fd1,100000000,110.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-05-11T10:18:00Z,2026-05-13T10:42:00Z,2,4,
8cfb137c-a89e-44df-871c-10aecdb4adab,"Galvanized Sheet, 45 t - Mehrgan Golkhaneh Sazan Co.",Mehrgan Golkhaneh Sazan Co.,Project Manager,100000006,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,ca27cd69-4226-4ba4-8775-d77822ed1e25,100000004,45.0,4c485cfc-9a02-40da-905c-1021157c6813,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-05-14T08:20:00Z,2026-05-20T05:02:00Z,1,3,a2a442d4-2272-4ead-8422-aeca3dcddaf7
abf2b369-5d0a-46d3-a592-ee7c683199c6,"Rebar, 120 t - Kian Steel Depot Ltd.",Kian Steel Depot Ltd.,Site Engineer,100000004,Khorasan Razavi,7,f5159494-3818-4fd3-b889-936a9d5817e8,f480ada5-e68c-4348-9046-e3dfddfef849,100000000,125.0,1ee26f39-eed4-4b89-8010-4995bc06e86b,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-05-16T12:03:00Z,2026-05-24T09:30:00Z,1,3,a1b7ede3-d0d3-4b1f-96ca-321d171849d1
171a8b65-e272-47ca-bf17-6b5540767e21,"Pipes & Profiles, 200 t - Mehrgan Steel Depot Co.",Mehrgan Steel Depot Co.,Project Manager,100000004,Khorasan Razavi,7,f5159494-3818-4fd3-b889-936a9d5817e8,867772d3-ee7a-4de6-866d-fe25f31dde25,100000005,190.0,20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-05-10T07:41:00Z,2026-05-14T09:45:00Z,1,3,393256bb-b13c-4eb0-9292-32baa597e8b8
ef7cef26-3c66-4012-be74-1860bf957403,"Rebar, 215 t - Alvand Construction Ltd.",Alvand Construction Ltd.,Site Engineer,100000000,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,ce4ba2bb-63d3-4e8e-bcbb-859a95966725,100000000,320.0,dce70289-411a-415b-a88b-4cfb708175fd,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-05-14T07:30:00Z,2026-05-16T06:00:00Z,1,3,d40d37a7-1649-412c-ae65-04d243ab2c27
1ceb08fe-f2de-4798-b31a-25b55fecaa6e,"Hot-Rolled Sheet, 50 t - Tina Abadgaran Co.",Tina Abadgaran Co.,Supply Chain Manager,100000000,Isfahan,7,f5159494-3818-4fd3-b889-936a9d5817e8,88917cf5-7d88-43d2-8e51-208396e83922,100000002,50.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-05-12T09:08:00Z,2026-05-18T10:33:00Z,2,6,
5e24296e-b736-4ad9-b9a8-226b5ced7017,"Rebar, 110 t - Nasim Contracting Industries",Nasim Contracting Industries,Site Engineer,100000000,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,2518ec09-efdd-4a87-88c6-21bee1228e75,100000000,115.0,2976aab2-2a26-4770-8ddb-1b36272c0588,5304317f-af42-412f-b838-b3268e944239,2026-05-13T05:29:00Z,2026-05-16T09:55:00Z,1,3,2cc6df71-8884-4c91-aed7-dee20bd43584
eade7b17-b0d0-40bd-8dff-01baf0db6ecb,"Rebar, 75 t - Orang Construction Industries",Orang Construction Industries,Supply Chain Manager,100000000,Isfahan,7,f5159494-3818-4fd3-b889-936a9d5817e8,cc876b1c-a987-499b-bd4c-938cd76ac5a8,100000000,105.0,88efe82b-1f3e-4a66-af6c-6f61cfefa2a2,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-05-13T11:51:00Z,2026-05-16T11:26:00Z,1,3,6687b7cf-c398-4efb-b72b-f20f64e77df4
f5f3943a-e8e7-4030-8203-83406372d635,"Beams & Sections, 80 t - Iranmehr Foolad Trading Co.",Iranmehr Foolad Trading Co.,Supply Chain Manager,100000004,Isfahan,7,f5159494-3818-4fd3-b889-936a9d5817e8,71414f58-db8e-435b-bc83-861eddf0a0a2,100000001,80.0,efb2d33c-171a-4532-8d07-018b416aa7f6,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-05-14T08:52:00Z,2026-05-18T11:19:00Z,1,3,edae76c0-8ee7-4ceb-8afd-98e2d6cef5d9
eb25d7e7-e073-4c70-ac20-2d89b7a69c32,"Beams & Sections, 150 t - Tous Steel Structures Industries",Tous Steel Structures Industries,Site Engineer,100000001,Khuzestan,7,f5159494-3818-4fd3-b889-936a9d5817e8,552d4865-d756-4d35-ad2e-ebea69b7d533,100000001,140.0,10fd7164-819f-4393-82ce-ef41b2cfba8b,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-05-12T13:25:00Z,2026-05-16T05:31:00Z,1,3,4bd138d5-afc8-45f5-8229-8baee57eb75d
a41f0d38-ca80-4df8-b182-fcf2a151ed02,"Pipes & Profiles, 185 t - Tarava Ahan Bazar Group",Tarava Ahan Bazar Group,Site Engineer,100000004,Khuzestan,7,f5159494-3818-4fd3-b889-936a9d5817e8,2f098f4d-a43f-483a-a431-01e40d565923,100000005,145.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-05-13T10:53:00Z,2026-05-16T06:06:00Z,2,6,
690a7b80-af8d-488d-9811-70c1d8d2660e,"Galvanized Sheet, 60 t - Pouya Greenhouse Structures Industries",Pouya Greenhouse Structures Industries,Site Engineer,100000006,Khuzestan,7,f5159494-3818-4fd3-b889-936a9d5817e8,214dc588-c35e-418a-a630-b287d4a39a51,100000004,50.0,4823debe-ccad-492e-93dc-4faed3a71b83,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-05-14T09:01:00Z,2026-05-16T12:29:00Z,1,3,097510f9-3f14-4ba8-8899-392e6499cdb0
430438b5-32c1-42f1-b661-7a3bf9606ca3,"Hot-Rolled Sheet, 115 t - Tirdad Profile Sazan Co.",Tirdad Profile Sazan Co.,Managing Director,100000002,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,16c72b1a-e826-4ac7-ba8c-8ed5a06aa68a,100000002,125.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-05-11T12:41:00Z,2026-05-16T05:39:00Z,2,4,
9136d4ad-f27e-4ce7-ab8d-2c495e3003e1,"Hot-Rolled Sheet, 185 t - Fardis Profile Works Group",Fardis Profile Works Group,Site Engineer,100000002,Isfahan,7,f5159494-3818-4fd3-b889-936a9d5817e8,f541a44e-16cc-4813-a635-53ba4299b351,100000002,155.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-05-13T04:34:00Z,2026-05-16T05:48:00Z,2,6,
d03bcbfc-dca7-4284-b230-7c2230c7809b,"Beams & Sections, 75 t - Dena Builders Co.",Dena Builders Co.,Procurement Lead,100000000,East Azerbaijan,7,f5159494-3818-4fd3-b889-936a9d5817e8,340155bd-b6ac-4c8e-b977-c7b41e56d346,100000001,85.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-05-11T10:30:00Z,2026-05-13T12:58:00Z,2,6,
372f5f47-999f-4691-b4e4-20bfdb38f306,"Rebar, 55 t - Varna Contracting Co.",Varna Contracting Co.,Project Manager,100000000,Alborz,7,f5159494-3818-4fd3-b889-936a9d5817e8,6e6a3d5b-2154-4e4a-a1cf-91fb7e81cdfa,100000000,100.0,e25df9a8-9ca8-45c4-a138-afe08d38bbd8,5304317f-af42-412f-b838-b3268e944239,2026-05-14T06:05:00Z,2026-05-18T07:27:00Z,2,4,
7808a004-02a4-48e1-95f2-f85a754a3e48,"Galvanized Sheet, 60 t - Pouya Appliance Components Group",Pouya Appliance Components Group,Procurement Lead,100000003,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,a5b13afd-af2c-40ac-9539-22c05ea0942c,100000004,75.0,,5304317f-af42-412f-b838-b3268e944239,2026-05-14T07:19:00Z,2026-05-17T11:26:00Z,2,6,
9b3b5b4c-ff2a-40c0-9ab3-83c9e88188c3,"Beams & Sections, 170 t - Omid Metals Supply Co.",Omid Metals Supply Co.,Purchasing Manager,100000004,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,788f06ed-3c1e-419b-ae5a-400755367ab6,100000001,130.0,,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2026-05-10T12:58:00Z,2026-05-12T05:48:00Z,2,6,
21da5db1-5ef3-41c2-abd7-d3f1650ad9aa,"Beams & Sections, 185 t - Gilan Contracting Group",Gilan Contracting Group,Procurement Lead,100000000,East Azerbaijan,7,f5159494-3818-4fd3-b889-936a9d5817e8,fa3f012e-4d71-4f28-a185-21ab9ea1e617,100000001,120.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-05-16T11:29:00Z,2026-05-20T11:44:00Z,2,4,
56d44952-ee29-480e-be2a-c03a80f58b81,"Beams & Sections, 210 t - Chakad Urban Infrastructure Industries",Chakad Urban Infrastructure Industries,Procurement Lead,100000005,Alborz,7,f5159494-3818-4fd3-b889-936a9d5817e8,2b7c5ee3-42a2-4950-adeb-5687949aca46,100000001,165.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-05-10T09:52:00Z,2026-05-12T08:14:00Z,2,4,
47efa886-d5b5-47b0-b92e-dfa1df266424,"Rebar, 110 t - Tina Urban Infrastructure Group",Tina Urban Infrastructure Group,Managing Director,100000005,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,7fcc4456-20bc-4fa0-ba80-10620b4e360a,100000000,120.0,4362262d-e07e-4721-a71d-6ba3486dce57,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2026-05-10T13:18:00Z,2026-05-14T10:56:00Z,1,3,cf804a25-db7e-46d6-8e7d-e13ecc0f4f08
ec4014c6-da60-49f3-8e40-b29426b94955,"Hot-Rolled Sheet, 25 t - Arman Eskelet Felezi Group",Arman Eskelet Felezi Group,Managing Director,100000001,Khuzestan,7,f5159494-3818-4fd3-b889-936a9d5817e8,f33685da-c380-4b4a-bdc4-2f12fe9bd0e1,100000002,15.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2026-05-11T06:58:00Z,2026-05-13T09:42:00Z,2,4,
7796048f-b4b9-4b73-a9de-bccc429e09bd,"Rebar, 40 t - Gohar Steel Structures Group",Gohar Steel Structures Group,Supply Chain Manager,100000001,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,7862246c-092e-44b7-aee2-59893ad82406,100000000,30.0,8f942977-b582-4f0c-bd23-36f45b44e6ed,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-05-16T12:33:00Z,2026-05-21T07:43:00Z,1,3,e1b1b1fa-aef5-4b95-b3ad-b2b9083ad540
d5bf85f3-2e3f-474c-88bb-db12de4097c3,"Hot-Rolled Sheet, 120 t - Hoda Loleh Sazi Co.",Hoda Loleh Sazi Co.,Managing Director,100000002,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,3427e466-17f4-485d-997f-aaf01fa7cddf,100000002,120.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-05-12T13:13:00Z,2026-05-17T09:29:00Z,2,4,
5422ea97-e32a-4787-9824-6315ad49e072,"Beams & Sections, 90 t - Mahan Steel Structures Industries",Mahan Steel Structures Industries,Procurement Lead,100000001,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,7f843004-c4ac-41b5-bf04-2c7b13ab7d2c,100000001,100.0,076451d3-275d-4459-92d3-6897d6442365,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-05-12T06:25:00Z,2026-05-17T05:24:00Z,1,3,fb5b170d-155b-4682-a00c-d16ed7fb4a5b
a0dbfca2-743c-4b6b-bad7-c891a8d791b6,"Hot-Rolled Sheet, 35 t - Mehr Eskelet Felezi Co.",Mehr Eskelet Felezi Co.,Managing Director,100000001,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,b52c4358-d4a8-445a-b5d1-d77614c08f6d,100000002,30.0,73fe7e1d-f36d-4b13-9f53-4d9aa7faf009,5304317f-af42-412f-b838-b3268e944239,2026-05-16T13:29:00Z,2026-05-19T06:55:00Z,1,3,f0156c23-8bb3-4909-9748-c6d1a3ab41ab
dcffd7b6-361c-4373-a11b-20eb91b45e06,"Hot-Rolled Sheet, 255 t - Mehrgan Profile Sazan Co.",Mehrgan Profile Sazan Co.,Procurement Lead,100000002,East Azerbaijan,7,f5159494-3818-4fd3-b889-936a9d5817e8,cc0a628b-f518-4923-a829-2e3bbbfc5dc1,100000002,345.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-05-12T13:12:00Z,2026-05-18T07:41:00Z,2,5,
054046cc-16d5-4b84-a61f-7117dd926cbf,"Rebar, 105 t - Jahan Sazeh Ltd.",Jahan Sazeh Ltd.,Managing Director,100000000,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,c5583a17-f70d-48a0-bd75-e4232d921dab,100000000,195.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-05-14T05:16:00Z,2026-05-17T11:00:00Z,2,4,
ebf484d0-ce6d-49bf-bc63-3d6c6eaf0a90,"Cold-Rolled Sheet, 480 t - Behsaz Loleh Sazi Co.",Behsaz Loleh Sazi Co.,Site Engineer,100000002,Isfahan,7,f5159494-3818-4fd3-b889-936a9d5817e8,cd14eacb-7da8-4631-8c6d-8ddd1edfc59e,100000003,450.0,189ac35d-aa5f-49ca-9bea-530d219c00cb,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-05-13T05:50:00Z,2026-05-16T04:47:00Z,1,3,b518413d-fad5-4ec5-875b-ee372cfc4245
99afee64-9024-4225-84bb-10e079f7f38c,"Hot-Rolled Sheet, 55 t - Varna Steel Structures Group",Varna Steel Structures Group,Procurement Lead,100000001,Alborz,7,f5159494-3818-4fd3-b889-936a9d5817e8,6359d5ce-e2aa-4dc7-b208-838e7d57ef69,100000002,90.0,dd20c3bf-d342-4f08-8a8b-b5b490494583,5304317f-af42-412f-b838-b3268e944239,2026-05-13T07:36:00Z,2026-05-17T12:07:00Z,1,3,fbcf5e94-cfc5-4d9d-8631-df370ab7f011
77dd362b-4a6b-436b-957f-108b86514886,"Rebar, 120 t - Rahyab Builders Group",Rahyab Builders Group,Site Engineer,100000000,Khorasan Razavi,7,f5159494-3818-4fd3-b889-936a9d5817e8,a5b09024-a12a-4119-86fb-bcdb7ecd7062,100000000,90.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-05-13T11:13:00Z,2026-05-16T13:18:00Z,2,4,
b4522738-e073-49de-aa8f-7654155287c7,"Pipes & Profiles, 25 t - Rastin Agri-Steel Industries",Rastin Agri-Steel Industries,Procurement Lead,100000006,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,0b961346-6498-4a39-97c8-f02c2ea5312a,100000005,30.0,cf5c8dd3-df10-4434-ab09-6202f77aefe1,5304317f-af42-412f-b838-b3268e944239,2026-05-14T11:19:00Z,2026-05-17T06:07:00Z,1,3,8723bb11-ecf6-42ad-9b94-83f95e61c2f1
651a6277-017f-419f-8496-179588ccddbc,"Galvanized Sheet, 20 t - Tina Golkhaneh Sazan Co.",Tina Golkhaneh Sazan Co.,Site Engineer,100000006,Isfahan,7,f5159494-3818-4fd3-b889-936a9d5817e8,6f0d7229-1b38-4c72-ac64-8459df22367d,100000004,25.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-05-12T04:40:00Z,2026-05-20T06:26:00Z,2,5,
9de2fd3f-f952-41e8-9029-733c9e55f98d,"Rebar, 100 t - Behsaz Sakhteman Co.",Behsaz Sakhteman Co.,Supply Chain Manager,100000000,Tehran,7,f5159494-3818-4fd3-b889-936a9d5817e8,4d844cb6-7c99-486e-b9d5-546c9a154b85,100000000,95.0,5e3ece60-9ef6-499f-b3b4-daf34ad1d634,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-05-11T12:26:00Z,2026-05-13T11:41:00Z,2,6,
