quoteid,quotenumber,revisionnumber,opportunityid,customerid,customeridtype,ownerid,createdon,effectivefrom,effectiveto,discountpercentage,totalamount,statecode,statuscode,transactioncurrencyid
12fd4b1a-267a-4e05-bda3-58c874622dd2,QUO-001984,2,9300c466-d0ab-42f7-9acc-ec2284c03f8e,afcfea4d-627e-41e1-af35-fbc0e1057ec8,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-08T00:57:56Z,2025-10-08,2025-10-11,3.94,23730200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8e7a5996-d495-4f8f-af72-212480eaf3f5,QUO-001985,3,9300c466-d0ab-42f7-9acc-ec2284c03f8e,afcfea4d-627e-41e1-af35-fbc0e1057ec8,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-13T16:55:42Z,2025-10-13,2025-10-16,4.14,23680800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6e4c2b13-04bc-4453-bcee-2f599ef4acfb,QUO-001986,4,9300c466-d0ab-42f7-9acc-ec2284c03f8e,afcfea4d-627e-41e1-af35-fbc0e1057ec8,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-20T18:10:13Z,2025-10-20,2025-10-23,4.34,23631400000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
180f7c28-6d80-4414-a6ed-75bea13a55f4,QUO-001987,0,a09e64ed-b2d7-4243-97f6-70d8add982b4,23bdec0a-9085-4205-b160-fa4dc2e8574f,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-01T14:55:17Z,2025-10-01,2025-10-04,1.26,11118100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
683ba8dc-8a35-4ee8-92d5-56e1d6155abe,QUO-001988,1,a09e64ed-b2d7-4243-97f6-70d8add982b4,23bdec0a-9085-4205-b160-fa4dc2e8574f,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-07T12:51:58Z,2025-10-07,2025-10-10,1.46,11095600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e23bb258-1c67-4323-8465-fc98972b69cf,QUO-001989,2,a09e64ed-b2d7-4243-97f6-70d8add982b4,23bdec0a-9085-4205-b160-fa4dc2e8574f,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-12T12:08:32Z,2025-10-12,2025-10-15,1.66,11073100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e68cb1ba-b6eb-4780-86e8-0197476d22bb,QUO-001990,3,a09e64ed-b2d7-4243-97f6-70d8add982b4,23bdec0a-9085-4205-b160-fa4dc2e8574f,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-19T23:20:11Z,2025-10-20,2025-10-23,1.86,11050600000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2828e6a8-92d3-44b6-98c4-72720534d2a8,QUO-001991,0,d4ba1caf-17f2-41e8-8ca8-e68abeff8feb,6e4928ac-19f1-45cc-8244-e4d75ac2a176,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-01T19:34:46Z,2025-10-01,2025-10-04,3.46,28957700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cc298920-d7e4-4920-ae34-42d40f5407eb,QUO-001992,1,d4ba1caf-17f2-41e8-8ca8-e68abeff8feb,6e4928ac-19f1-45cc-8244-e4d75ac2a176,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-07T10:51:48Z,2025-10-07,2025-10-10,3.66,28897700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8d3375de-716f-4b0b-bb1d-31cf79a70839,QUO-001993,2,d4ba1caf-17f2-41e8-8ca8-e68abeff8feb,6e4928ac-19f1-45cc-8244-e4d75ac2a176,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-13T04:26:56Z,2025-10-13,2025-10-16,3.86,28837700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
66d29dd4-6fc9-40f1-b2c7-59b9ea0659c6,QUO-001994,3,d4ba1caf-17f2-41e8-8ca8-e68abeff8feb,6e4928ac-19f1-45cc-8244-e4d75ac2a176,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-20T00:37:53Z,2025-10-20,2025-10-23,4.06,28777700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e643692c-ab1f-4fd2-9be8-ebee52550548,QUO-001995,4,d4ba1caf-17f2-41e8-8ca8-e68abeff8feb,6e4928ac-19f1-45cc-8244-e4d75ac2a176,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-25T16:50:55Z,2025-10-25,2025-10-28,4.26,28717700000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9cc9d6e3-5822-4c3c-b0fb-6528f1404752,QUO-001996,0,65f7f7c3-0746-4ece-b6d3-573dcc6c7bc2,71a3fad2-b094-4d2a-aaa9-3b436d15f16f,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-10-04T07:46:54Z,2025-10-04,2025-10-07,2.79,5065700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
280c9be1-1ef8-4a8b-b812-99e8b1ad1c8a,QUO-001997,1,65f7f7c3-0746-4ece-b6d3-573dcc6c7bc2,71a3fad2-b094-4d2a-aaa9-3b436d15f16f,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-10-11T09:31:30Z,2025-10-11,2025-10-14,2.99,5055300000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
06b8f092-8515-485f-a884-aa8353891467,QUO-001998,0,e1fb2a96-30a7-4f20-8006-944818d05bc5,110388e5-dd41-460b-9a2e-35480c14c995,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-08T10:07:35Z,2025-10-08,2025-10-11,6.13,14252000000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b0121057-de26-4194-b717-7df674600844,QUO-001999,1,e1fb2a96-30a7-4f20-8006-944818d05bc5,110388e5-dd41-460b-9a2e-35480c14c995,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-13T05:07:18Z,2025-10-13,2025-10-16,6.33,14221600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
97071445-e4ca-40f5-8e81-cbbd15e4486f,QUO-002000,2,e1fb2a96-30a7-4f20-8006-944818d05bc5,110388e5-dd41-460b-9a2e-35480c14c995,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-18T13:14:29Z,2025-10-18,2025-10-21,6.53,14191200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
eff0dccb-0ed0-453c-aa84-6ba7179cdfbc,QUO-002001,3,e1fb2a96-30a7-4f20-8006-944818d05bc5,110388e5-dd41-460b-9a2e-35480c14c995,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-25T02:12:44Z,2025-10-25,2025-10-28,6.73,14160900000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
092b5b60-d050-44a6-80b4-a713eea82cac,QUO-002002,0,7a7882f1-5814-4e5b-96bd-53b9f93018d0,f0636972-c737-427a-9e34-106afa902bfb,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-10-12T17:52:27Z,2025-10-12,2025-10-15,3.18,28785000000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
10514bf7-54ca-41ae-91db-eede84a43af7,QUO-002003,1,7a7882f1-5814-4e5b-96bd-53b9f93018d0,f0636972-c737-427a-9e34-106afa902bfb,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-10-18T09:36:23Z,2025-10-18,2025-10-21,3.38,28725600000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d906e756-54ba-41f9-8191-17555c56b2f2,QUO-002004,0,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-14T05:32:56Z,2025-10-14,2025-10-17,2.6,172426600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
879d53fc-df38-41dc-ab52-1e37c6de38b9,QUO-002005,1,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-19T16:59:12Z,2025-10-19,2025-10-22,2.8,172072500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b94d8bfd-cff7-4f41-96f8-10b530755c55,QUO-002006,2,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-25T22:11:48Z,2025-10-26,2025-10-29,3.0,171718400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
463de7cd-2624-41af-9072-8b7cdcf04af3,QUO-002007,3,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-01T21:37:43Z,2025-11-02,2025-11-05,3.2,172462100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
23659101-da8e-42cc-902f-4423077a2f03,QUO-002008,4,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-09T21:01:51Z,2025-11-10,2025-11-13,3.4,172105800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
857da90d-f9e1-49ee-8848-282c3035ebf4,QUO-002009,5,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-15T11:57:21Z,2025-11-15,2025-11-18,3.6,171749400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f111a610-e782-4d04-9570-44a4bc0f80f4,QUO-002010,6,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-19T19:48:47Z,2025-11-19,2025-11-22,3.8,171393100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
297f2c38-22e8-45e8-92b0-71bbb8948faf,QUO-002011,7,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-27T18:35:53Z,2025-11-27,2025-11-30,4.0,171036800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
949c9e1a-bee6-42f3-b80a-9cdee198deed,QUO-002012,8,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-12-05T22:02:07Z,2025-12-06,2025-12-09,4.2,175066200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
70a4d16c-9d82-4b53-b1ce-da2b483656fb,QUO-002013,9,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-12-13T01:07:22Z,2025-12-13,2025-12-16,4.4,174700700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
fe3ddd26-bf3c-431b-b86d-da0d1aed1a2b,QUO-002014,10,28e2c3bf-cd5d-49e1-b1d2-676a2bf67532,705faecd-2edf-402e-b531-8081b4effa29,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-12-20T05:41:20Z,2025-12-20,2025-12-23,4.6,174335200000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3710194d-dee0-4067-95de-7226165886f0,QUO-002015,0,18ddd0ec-3161-4d58-b580-2785bab619b7,6491982b-e5ad-481d-977f-4c1626d658fb,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-18T02:00:47Z,2025-10-18,2025-10-21,1.5,106891400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9cb00458-ba74-40ec-89d0-11e15da581a1,QUO-002016,1,18ddd0ec-3161-4d58-b580-2785bab619b7,6491982b-e5ad-481d-977f-4c1626d658fb,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-10-25T07:18:08Z,2025-10-25,2025-10-28,1.7,106674400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
61f3be26-8fc7-455c-9041-db802e2aee73,QUO-002017,2,18ddd0ec-3161-4d58-b580-2785bab619b7,6491982b-e5ad-481d-977f-4c1626d658fb,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-02T02:56:44Z,2025-11-02,2025-11-05,1.9,107642000000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6863778e-51d9-4f78-862c-10667843d846,QUO-002018,3,18ddd0ec-3161-4d58-b580-2785bab619b7,6491982b-e5ad-481d-977f-4c1626d658fb,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-08T19:58:16Z,2025-11-08,2025-11-11,2.1,107422500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4a72f034-eab6-4918-b3fc-6cf0cb18754a,QUO-002019,4,18ddd0ec-3161-4d58-b580-2785bab619b7,6491982b-e5ad-481d-977f-4c1626d658fb,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-16T08:03:46Z,2025-11-16,2025-11-19,2.3,107203100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1eb00c17-3971-40cd-bfed-8f164ff29102,QUO-002020,5,18ddd0ec-3161-4d58-b580-2785bab619b7,6491982b-e5ad-481d-977f-4c1626d658fb,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-22T19:53:32Z,2025-11-22,2025-11-25,2.5,106983600000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
eb3b1428-9add-4b9f-adb8-6bc77cf6771a,QUO-002021,0,eeb01a1f-c802-4db8-9a33-856a7bb50b6e,8bfa681d-8f82-4371-bf5f-d5e0fd186564,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-19T22:55:09Z,2025-10-20,2025-10-23,3.7,11982400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
410ad23d-cc73-4d16-8a6c-3a1605acb90f,QUO-002022,1,eeb01a1f-c802-4db8-9a33-856a7bb50b6e,8bfa681d-8f82-4371-bf5f-d5e0fd186564,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-10-27T19:42:54Z,2025-10-27,2025-10-30,3.9,11957500000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
039a3a5a-b3c9-4829-9250-871b7e4f91c8,QUO-002023,0,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-10-19T12:01:16Z,2025-10-19,2025-10-22,3.43,105893800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f53d7637-bb9e-4cb8-a25e-3bb5773d2de7,QUO-002024,1,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-10-25T03:47:09Z,2025-10-25,2025-10-28,3.63,105674500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6cf7d833-c1f6-4956-b7fa-1734345732c5,QUO-002025,2,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-11-02T01:48:53Z,2025-11-02,2025-11-05,3.83,104788700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d3ad13e4-ffdf-494d-99ee-454e1533a36b,QUO-002026,3,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-11-09T04:19:18Z,2025-11-09,2025-11-12,4.03,104570800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4dc4341f-0917-4e43-aff5-a8cc3d27d09c,QUO-002027,4,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-11-16T15:44:56Z,2025-11-16,2025-11-19,4.23,104352900000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d6c803f5-deda-4570-8ce1-2e8b0e81b96d,QUO-002028,5,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-11-23T15:22:06Z,2025-11-23,2025-11-26,4.43,104135000000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c654d1d0-3ffa-492f-975b-3c4d65d28869,QUO-002029,6,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-11-30T10:47:31Z,2025-11-30,2025-12-03,4.63,103917100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
31a79ab7-2bb7-406f-96f1-9ed129af80cd,QUO-002030,7,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-12-05T22:26:47Z,2025-12-06,2025-12-09,4.83,107596500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
81a39dce-a488-408f-ac01-85b46324b423,QUO-002031,8,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-12-10T23:02:03Z,2025-12-11,2025-12-14,5.03,107370400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d796ae9f-a466-4d52-9875-7f6efb4087e6,QUO-002032,9,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-12-18T08:34:01Z,2025-12-18,2025-12-21,5.23,107144300000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
94d99412-f03e-456a-bc80-e303b6288795,QUO-002033,10,2980f7b5-e86b-4300-bc20-0b625be3dc80,91ece8f4-e6aa-428f-866a-3f4b65de0d3a,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-12-23T23:23:23Z,2025-12-24,2025-12-27,5.43,106918200000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
479d5be0-d819-4033-800e-400e728fe07e,QUO-002034,0,d31740a5-179e-4b03-bc25-797e6a05be46,397a284f-76a4-479b-bd67-34588f2d0b17,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-10-22T20:20:42Z,2025-10-22,2025-10-25,2.31,157324600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8ab930d2-4cdc-4b9a-92f4-af9702644899,QUO-002035,1,d31740a5-179e-4b03-bc25-797e6a05be46,397a284f-76a4-479b-bd67-34588f2d0b17,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-10-28T12:33:11Z,2025-10-28,2025-10-31,2.51,157002500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a67b8364-fb0a-4511-acc5-bedd593cc40e,QUO-002036,2,d31740a5-179e-4b03-bc25-797e6a05be46,397a284f-76a4-479b-bd67-34588f2d0b17,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-11-05T08:31:32Z,2025-11-05,2025-11-08,2.71,157312900000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
68619d1b-046c-4f72-a0c7-cf491ce982af,QUO-002037,3,d31740a5-179e-4b03-bc25-797e6a05be46,397a284f-76a4-479b-bd67-34588f2d0b17,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-11-10T00:24:36Z,2025-11-10,2025-11-13,2.91,156989500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
60a6f4da-bc83-427c-a06c-428d1b1a4bd7,QUO-002038,4,d31740a5-179e-4b03-bc25-797e6a05be46,397a284f-76a4-479b-bd67-34588f2d0b17,account,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-11-16T14:20:47Z,2025-11-16,2025-11-19,3.11,156666100000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
223556e1-ba82-4d2f-a8df-b52314a7fd2f,QUO-002039,0,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-23T15:38:21Z,2025-10-23,2025-10-26,4.46,92558900000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
110995e9-640d-4e5c-8e55-b826b50298b6,QUO-002040,1,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-29T11:03:31Z,2025-10-29,2025-11-01,4.66,92365100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bb6d5625-9674-46ca-81c2-2d44fe9b6aa9,QUO-002041,2,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-11-04T19:10:38Z,2025-11-04,2025-11-07,4.86,92938300000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8707806c-2291-43b1-b94d-8e0910f4026f,QUO-002042,3,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-11-11T06:24:50Z,2025-11-11,2025-11-14,5.06,92742900000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7cb70a85-7aad-493e-a6a0-5e9db637cfae,QUO-002043,4,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-11-18T03:39:32Z,2025-11-18,2025-11-21,5.26,92547500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e95af5b5-a888-47af-a0a7-5a5a50b4f4fa,QUO-002044,5,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-11-24T23:01:32Z,2025-11-25,2025-11-28,5.46,92352200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
911a32f4-9b5d-4b62-b0ec-dbff59f56d0e,QUO-002045,6,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-12-02T14:04:48Z,2025-12-02,2025-12-05,5.66,94070100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
367c876c-b3ed-49b3-8f79-ae8ecc12069d,QUO-002046,7,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-12-07T22:20:24Z,2025-12-08,2025-12-11,5.86,93870700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b7208f9c-6d88-4408-bdab-868cf9fe9339,QUO-002047,8,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-12-13T17:12:10Z,2025-12-13,2025-12-16,6.06,93671200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3a715a67-7796-4a87-a0c7-4724a06071f0,QUO-002048,9,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-12-20T13:20:29Z,2025-12-20,2025-12-23,6.26,93471800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6beb0aa5-2824-4bca-8d25-c551f0151972,QUO-002049,10,11538be1-50ea-44be-9e19-fd8528a56ddc,46b9fa1e-696b-4d9d-83c5-41610b0feea9,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-12-26T23:49:53Z,2025-12-27,2025-12-30,6.46,93272400000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
00532bba-afc5-4bb4-9d4d-07d8beb9c6e7,QUO-002050,0,d536ba96-97f8-43be-9d90-72f456b66dd7,ea8b31f5-ccae-48fe-94eb-8e20af7c7d2b,account,5304317f-af42-412f-b838-b3268e944239,2025-10-23T08:04:22Z,2025-10-23,2025-10-26,1.35,21592500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
663637b9-a43e-4daf-b439-99edf60ea405,QUO-002051,1,d536ba96-97f8-43be-9d90-72f456b66dd7,ea8b31f5-ccae-48fe-94eb-8e20af7c7d2b,account,5304317f-af42-412f-b838-b3268e944239,2025-10-29T05:49:39Z,2025-10-29,2025-11-01,1.55,21548800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c818ab72-aea3-4181-b7a9-9592d67a6b6f,QUO-002052,2,d536ba96-97f8-43be-9d90-72f456b66dd7,ea8b31f5-ccae-48fe-94eb-8e20af7c7d2b,account,5304317f-af42-412f-b838-b3268e944239,2025-11-06T05:09:27Z,2025-11-06,2025-11-09,1.75,21579000000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
