ahn_pipelinesnapshotid,ahn_snapshotdate,ahn_opportunityid,ownerid,ahn_stepname,ahn_closeprobability,ahn_estimatedvalue,ahn_forecastcategory,ahn_estimatedclosedate
b7c660ca-e4f7-49a2-bf9d-6ae69df3812d,2025-03-01,e10af9ba-ef8e-4806-8df4-2e88408efdad,beb79919-3f22-4af8-a3be-d01d43cf2fde,4-Close,95,30125300000.0,100000003,2025-03-03
d6074401-940e-4c4f-b1cc-e1619bdfc447,2025-02-15,ede453cb-5da0-42c7-8f23-f0e291f20dce,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,85,19268600000.0,100000003,2025-03-03
758014b1-09d8-4008-b597-fd9adb50764b,2025-02-22,ede453cb-5da0-42c7-8f23-f0e291f20dce,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,65,19268600000.0,100000002,2025-03-03
22dfb1a2-b862-411c-b77c-99ae356870c9,2025-03-01,ede453cb-5da0-42c7-8f23-f0e291f20dce,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4-Close,95,19268600000.0,100000003,2025-03-03
ced0e381-2dfa-453b-9214-faf8457326fd,2025-02-16,aaf776a0-a269-4bf9-8924-4e4211a4a490,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,35,12349500000.0,100000001,2025-03-04
d64a5ad9-3952-40ff-89a9-86302074bfce,2025-02-22,aaf776a0-a269-4bf9-8924-4e4211a4a490,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,85,12349500000.0,100000003,2025-03-04
ede4b7f6-6c0e-46e1-a916-85747002450a,2025-02-16,a9c5baf4-14fe-4842-9064-f897e713ca88,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,75,39611700000.0,100000003,2025-03-04
f7eb0070-e14c-4307-90c0-0b6fde9cdd09,2025-02-22,a9c5baf4-14fe-4842-9064-f897e713ca88,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,70,39611700000.0,100000002,2025-03-04
d2ecb5b2-ac60-4a51-8a86-bbcf088ab3fd,2025-03-01,a9c5baf4-14fe-4842-9064-f897e713ca88,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,70,39611700000.0,100000002,2025-03-04
ec7580d3-7a1d-482f-a537-83e149013c6b,2025-02-16,1a9efcd5-65a6-4491-b934-e46e9777528e,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,56818700000.0,100000002,2025-04-05
6596600a-05fa-4319-b64f-56c8ae85f846,2025-02-22,1a9efcd5-65a6-4491-b934-e46e9777528e,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,56818700000.0,100000002,2025-04-05
a341fa77-c517-4a95-855a-c0220a270746,2025-03-01,1a9efcd5-65a6-4491-b934-e46e9777528e,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,56818700000.0,100000002,2025-04-05
56db94f3-bcd5-46e9-9784-c2fdcb7b03e9,2025-03-08,1a9efcd5-65a6-4491-b934-e46e9777528e,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,56818700000.0,100000002,2025-04-05
ab7aae5c-81ec-4ca7-b8bc-a5c08d576dc6,2025-03-15,1a9efcd5-65a6-4491-b934-e46e9777528e,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,56818700000.0,100000002,2025-04-05
ca95ad7e-8a50-4152-8fe3-4ba830d914d9,2025-03-22,1a9efcd5-65a6-4491-b934-e46e9777528e,5304317f-af42-412f-b838-b3268e944239,4-Close,85,56818700000.0,100000003,2025-04-05
735a2142-2033-4e9c-9e11-7a2fd27d0ee3,2025-02-18,48988497-6a08-4141-9ca0-c53d5f8d48ac,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,3-Propose,65,57935700000.0,100000002,2025-03-06
2643fb7b-967f-4945-8eca-08e3fcb1e583,2025-02-22,48988497-6a08-4141-9ca0-c53d5f8d48ac,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,3-Propose,65,57935700000.0,100000002,2025-03-06
53633d85-8eea-4b85-8b8a-dac706c9872d,2025-03-01,48988497-6a08-4141-9ca0-c53d5f8d48ac,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,3-Propose,65,57935700000.0,100000002,2025-03-06
af8fb5a9-93f5-4c98-ae59-1b94531f3cf8,2025-02-18,d1015796-3cf8-4641-a5e6-53b9413d54e0,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,1-Qualify,35,31730400000.0,100000001,2025-03-06
ef98a68c-cd18-41a2-806f-59332a227eee,2025-02-22,d1015796-3cf8-4641-a5e6-53b9413d54e0,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,75,31730400000.0,100000003,2025-03-06
becec9eb-2c81-4f99-a153-74b0f6257ed1,2025-03-01,d1015796-3cf8-4641-a5e6-53b9413d54e0,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,70,31730400000.0,100000002,2025-03-06
ce8bef46-efec-4d65-b0d9-e747020b4359,2025-03-08,d1015796-3cf8-4641-a5e6-53b9413d54e0,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,75,31730400000.0,100000003,2025-03-06
52662af9-6f4d-49bc-adfc-aac664d0d710,2025-03-15,d1015796-3cf8-4641-a5e6-53b9413d54e0,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4-Close,95,31730400000.0,100000003,2025-03-06
eb3e599f-9ffc-4aee-b1ae-df9c4ef5f7fb,2025-02-19,0a0c4ea6-0007-4233-9519-c716eeca9950,5304317f-af42-412f-b838-b3268e944239,3-Propose,75,47118500000.0,100000003,2025-03-07
11cabff4-e48e-4cdd-9491-b1edb443bec6,2025-02-22,0a0c4ea6-0007-4233-9519-c716eeca9950,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,47118500000.0,100000002,2025-03-07
24c5e308-f950-40e4-b90e-967064380449,2025-03-01,0a0c4ea6-0007-4233-9519-c716eeca9950,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,47118500000.0,100000002,2025-03-07
7c7b9b93-b1dd-4406-be82-ae6bf4117f54,2025-03-08,0a0c4ea6-0007-4233-9519-c716eeca9950,5304317f-af42-412f-b838-b3268e944239,4-Close,90,47118500000.0,100000003,2025-03-07
3896aa19-8a0a-42ea-850c-f1e6657030ff,2025-02-19,c20b5d7f-0ffb-41ff-9abe-8296296c2114,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,30,28725500000.0,100000001,2025-03-07
e900eb6d-8f22-423c-bd98-24c14bc7de1b,2025-02-22,c20b5d7f-0ffb-41ff-9abe-8296296c2114,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,28725500000.0,100000003,2025-03-07
1df92a45-9313-4768-83ec-babb6010e38b,2025-03-01,c20b5d7f-0ffb-41ff-9abe-8296296c2114,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,28725500000.0,100000003,2025-03-07
027092f5-52cc-4092-be4d-31b17cc43920,2025-03-08,c20b5d7f-0ffb-41ff-9abe-8296296c2114,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4-Close,90,28725500000.0,100000003,2025-03-07
da908e59-51a0-4ea7-9b56-d99d1d83f1e4,2025-02-19,edbbf695-185c-41fd-b3c3-d82deb3bbe4c,beb79919-3f22-4af8-a3be-d01d43cf2fde,1-Qualify,35,93379300000.0,100000001,2025-03-07
993a46dd-45d0-482a-b9ec-3690aebe0ca4,2025-02-22,edbbf695-185c-41fd-b3c3-d82deb3bbe4c,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,75,93379300000.0,100000003,2025-03-07
fc37053e-c735-4c46-97e1-9cdff059952b,2025-02-20,bb9a86d6-8fa6-428d-87ba-fd4261388aad,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,70,77910300000.0,100000002,2025-03-08
5c1ea1f1-e319-437a-b727-945569c2aa28,2025-02-22,bb9a86d6-8fa6-428d-87ba-fd4261388aad,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,70,77910300000.0,100000002,2025-03-08
a7d0508b-5b15-4645-abe5-c5955dca9124,2025-03-01,bb9a86d6-8fa6-428d-87ba-fd4261388aad,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,75,77910300000.0,100000003,2025-03-08
116a1dd6-044c-4e79-bbba-3e8faa992e21,2025-03-08,bb9a86d6-8fa6-428d-87ba-fd4261388aad,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,4-Close,95,77910300000.0,100000003,2025-03-08
f87d328d-4a3b-4e37-9c1f-068b9fa121ba,2025-02-20,59178b75-96f7-4674-b702-f5539792cb50,beb79919-3f22-4af8-a3be-d01d43cf2fde,1-Qualify,40,29777400000.0,100000001,2025-03-08
a99bffdb-ad8f-40a6-9c5f-3d7341958031,2025-02-22,59178b75-96f7-4674-b702-f5539792cb50,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,80,29777400000.0,100000003,2025-03-08
42819cc1-19a8-4905-914e-192c9660442e,2025-03-01,59178b75-96f7-4674-b702-f5539792cb50,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,80,29777400000.0,100000003,2025-03-08
f4ca11cd-2425-4f11-9112-8c2d21a4c6c4,2025-02-20,099e875e-2306-4f89-8128-75e312004e76,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,14524300000.0,100000001,2025-03-08
e0cd50cf-cdf3-425f-996d-3d73eaf1ea4b,2025-02-22,099e875e-2306-4f89-8128-75e312004e76,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,90,14524300000.0,100000003,2025-03-08
f0e5e518-6ef6-49af-b525-d69a54c63a92,2025-02-20,4cb17d08-504f-47a7-ae7e-20948d1d7baa,beb79919-3f22-4af8-a3be-d01d43cf2fde,1-Qualify,45,127381200000.0,100000001,2025-03-08
d010ce6e-623e-4304-8468-446db45bc1a9,2025-02-22,4cb17d08-504f-47a7-ae7e-20948d1d7baa,beb79919-3f22-4af8-a3be-d01d43cf2fde,1-Qualify,40,127381200000.0,100000001,2025-03-08
9e0963f9-2a57-4f21-aecc-e7612466bb13,2025-03-01,4cb17d08-504f-47a7-ae7e-20948d1d7baa,beb79919-3f22-4af8-a3be-d01d43cf2fde,2-Develop,60,127381200000.0,100000002,2025-03-08
a4b2eac2-bf11-4c7f-b3e6-46db0e1ecc9a,2025-03-08,4cb17d08-504f-47a7-ae7e-20948d1d7baa,beb79919-3f22-4af8-a3be-d01d43cf2fde,2-Develop,60,127381200000.0,100000002,2025-03-08
48808d7d-442a-42d4-8e8b-74ff527e0d7e,2025-03-15,4cb17d08-504f-47a7-ae7e-20948d1d7baa,beb79919-3f22-4af8-a3be-d01d43cf2fde,2-Develop,60,127381200000.0,100000002,2025-03-08
2447ba02-7e12-4bb1-a568-6247842f9ae0,2025-02-20,dcb3be81-f6a2-49ad-98e1-872304871f92,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,45,103535800000.0,100000001,2025-03-08
c23cd520-559c-44fe-bd86-c3beb705de2c,2025-02-22,dcb3be81-f6a2-49ad-98e1-872304871f92,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,50,103535800000.0,100000002,2025-03-08
fdbd41af-c70b-4f7c-b693-091286430528,2025-03-01,dcb3be81-f6a2-49ad-98e1-872304871f92,9132b63e-f162-47e4-a9c3-49e03602f8ac,3-Propose,90,103535800000.0,100000003,2025-03-08
301aebba-ba8e-4b98-821b-cc38c731a91a,2025-03-08,dcb3be81-f6a2-49ad-98e1-872304871f92,9132b63e-f162-47e4-a9c3-49e03602f8ac,4-Close,95,103535800000.0,100000003,2025-03-08
354fdcd3-c8cb-4ee0-9f3d-18a16cf5ed20,2025-02-20,7bae0ac4-76f2-4be1-8ddd-cc4f0dec0e1c,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,80,90280900000.0,100000003,2025-03-08
7499154a-35fe-4129-878c-e9d94dd8244e,2025-02-22,7bae0ac4-76f2-4be1-8ddd-cc4f0dec0e1c,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,65,90280900000.0,100000002,2025-03-08
ae1e68e4-bf1d-467a-a6c3-0d203c527a80,2025-03-01,7bae0ac4-76f2-4be1-8ddd-cc4f0dec0e1c,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4-Close,95,90280900000.0,100000003,2025-03-08
ee6299d0-b130-41b3-9ef4-bb69e6dd64f0,2025-02-22,07a60d80-f2f5-48b6-875c-13b9ed6cd0e7,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,3-Propose,70,175111900000.0,100000002,2025-03-10
45393cf9-c170-4ee4-86b8-588e0505561d,2025-03-01,07a60d80-f2f5-48b6-875c-13b9ed6cd0e7,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,3-Propose,70,175111900000.0,100000002,2025-03-10
86d7bae2-aabd-48c4-8aae-c99480faadbf,2025-02-22,d1e80ced-3dcd-410e-8d7f-7341e51d90b7,beb79919-3f22-4af8-a3be-d01d43cf2fde,1-Qualify,45,27217000000.0,100000001,2025-03-10
857ba98e-53cd-40da-9fa0-28dd646d5c9d,2025-03-01,d1e80ced-3dcd-410e-8d7f-7341e51d90b7,beb79919-3f22-4af8-a3be-d01d43cf2fde,2-Develop,50,27217000000.0,100000002,2025-03-10
29aa93f5-27ce-48e8-8d9d-045eabb08a67,2025-03-08,d1e80ced-3dcd-410e-8d7f-7341e51d90b7,beb79919-3f22-4af8-a3be-d01d43cf2fde,2-Develop,65,27217000000.0,100000002,2025-03-10
11679cd1-fea3-4021-baa2-4d65c120bd02,2025-02-22,76e239a2-d97a-49a0-af60-3cf459fec3fe,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,1-Qualify,25,6971000000.0,100000001,2025-03-10
a3a99cbc-5682-45bb-bd89-7782eb7cefea,2025-03-01,76e239a2-d97a-49a0-af60-3cf459fec3fe,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,75,6971000000.0,100000003,2025-03-10
bb3825bc-37d4-46f7-b43e-ccad59e920ab,2025-03-08,76e239a2-d97a-49a0-af60-3cf459fec3fe,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,65,6971000000.0,100000002,2025-03-10
4c2c39d1-a1b7-45d9-b339-dfb8778aa5bb,2025-03-15,76e239a2-d97a-49a0-af60-3cf459fec3fe,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,75,6971000000.0,100000003,2025-03-10
77ca6681-fb97-49a9-bbad-e159e9b259ba,2025-03-22,76e239a2-d97a-49a0-af60-3cf459fec3fe,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,70,6971000000.0,100000002,2025-03-10
0ff92846-37ba-442e-ae87-5016a6721c8c,2025-03-29,76e239a2-d97a-49a0-af60-3cf459fec3fe,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,75,6971000000.0,100000003,2025-03-10
f44d058a-b792-44eb-8623-d9d0df8f2b69,2025-04-05,76e239a2-d97a-49a0-af60-3cf459fec3fe,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,4-Close,95,6971000000.0,100000003,2025-03-10
1a573620-ee51-4679-870b-b930ffdcf511,2025-02-22,96371f60-9f3c-40f6-a894-6734f7b6320d,24933b83-7577-40a9-a491-f0b2ea1fca65,3-Propose,70,19505000000.0,100000002,2025-03-10
c611858d-ab59-431a-84b1-8939eb7317c7,2025-03-01,96371f60-9f3c-40f6-a894-6734f7b6320d,24933b83-7577-40a9-a491-f0b2ea1fca65,3-Propose,70,19505000000.0,100000002,2025-03-10
7ced706b-106b-4b50-870b-1c579bb15579,2025-02-23,06098bc9-5030-48ec-b5c1-9ae3056666e3,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,40,25239900000.0,100000001,2025-03-11
7039ac7c-80b7-43d9-bbe6-90b91268a148,2025-03-01,06098bc9-5030-48ec-b5c1-9ae3056666e3,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,80,25239900000.0,100000003,2025-03-11
74cb902a-97ba-4c9c-a046-02ddd5788ef6,2025-03-08,06098bc9-5030-48ec-b5c1-9ae3056666e3,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,90,25239900000.0,100000003,2025-03-11
1445dde0-d2da-4138-8201-e91ce764582a,2025-03-15,06098bc9-5030-48ec-b5c1-9ae3056666e3,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4-Close,95,25239900000.0,100000003,2025-03-11
11b45f93-fa32-4fae-a059-a5e6a395a2d5,2025-02-24,6a2619ef-e1d8-464c-afa4-cc4bbaaef35b,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,30,10709200000.0,100000001,2025-03-12
9fff35f1-675e-4a27-98b5-ba7dc72e3f1d,2025-03-01,6a2619ef-e1d8-464c-afa4-cc4bbaaef35b,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,10709200000.0,100000003,2025-03-12
f1fef266-c66f-415b-a33e-b348715f2fb9,2025-02-24,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1-Qualify,30,8400500000.0,100000001,2025-03-12
a562540e-0eb2-49a1-bcb4-de961420484a,2025-03-01,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,65,8400500000.0,100000002,2025-03-12
fc5740be-d726-4fab-87a3-761ca76f23a2,2025-03-08,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,8400500000.0,100000003,2025-03-12
d0219bdf-c557-4873-b5a3-dd256525645e,2025-03-15,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,80,8400500000.0,100000003,2025-03-12
86679e55-1236-4afb-8a5b-1a0a1111d64e,2025-03-22,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,70,8400500000.0,100000002,2025-03-12
e36635d1-c30d-4cc1-a2e3-51a8b1203bde,2025-03-29,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,70,8400500000.0,100000002,2025-03-12
0423190d-df1d-45ba-b473-c3fabaf54ed1,2025-04-05,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4-Close,90,8400500000.0,100000003,2025-03-12
8990644e-90fc-46df-910e-ca69a6e624d3,2025-04-12,f032befa-bc04-4a1c-a018-c1fac988641d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4-Close,90,8400500000.0,100000003,2025-03-12
ae858270-d60b-49da-8e7a-d444a656f2e3,2025-02-25,4ad471e5-5be8-47b9-a60c-53811859c275,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,1-Qualify,30,53325600000.0,100000001,2025-03-13
a1439506-2140-4ae6-b11a-007962744a87,2025-03-01,4ad471e5-5be8-47b9-a60c-53811859c275,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2-Develop,55,53325600000.0,100000002,2025-03-13
68b6aac2-311e-4f27-851f-f7a396595fc9,2025-03-08,4ad471e5-5be8-47b9-a60c-53811859c275,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4-Close,90,53325600000.0,100000003,2025-03-13
05c53d0a-c7f2-4c26-a23d-b167d4a5c5c5,2025-02-25,30800021-1c53-4ff3-b0a0-bf908c5f31dd,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,35,72394800000.0,100000001,2025-03-13
c3b63b2d-70cd-4043-93c1-2594d1860cc5,2025-03-01,30800021-1c53-4ff3-b0a0-bf908c5f31dd,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,80,72394800000.0,100000003,2025-03-13
55f39eb4-2062-46d6-bc22-5ec2dfcd4047,2025-02-25,babaaedd-400d-4df1-99a7-cae4882f8f28,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,75,7412500000.0,100000003,2025-03-13
31237ee4-9733-45d2-b2df-95ff2d455678,2025-03-01,babaaedd-400d-4df1-99a7-cae4882f8f28,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,75,7412500000.0,100000003,2025-03-13
d1415075-bae7-4fe3-ba07-4d01c04b431b,2025-03-08,babaaedd-400d-4df1-99a7-cae4882f8f28,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,80,7412500000.0,100000003,2025-03-13
45608100-e6fb-4bdf-8122-a53448a2342d,2025-03-15,babaaedd-400d-4df1-99a7-cae4882f8f28,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4-Close,95,7412500000.0,100000003,2025-03-13
b9ea38a5-d596-4011-b32c-bc014b95a3fe,2025-02-26,bb8983ee-10ba-4b7f-a4cc-2319a4037d84,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,50,16844600000.0,100000002,2025-03-14
aed20342-04f6-4028-9a53-83cf7d6d99f3,2025-03-01,bb8983ee-10ba-4b7f-a4cc-2319a4037d84,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,40,16844600000.0,100000001,2025-03-14
2ac5a601-4196-4a47-84d2-1b65ab94d7e3,2025-03-08,bb8983ee-10ba-4b7f-a4cc-2319a4037d84,9132b63e-f162-47e4-a9c3-49e03602f8ac,3-Propose,90,16844600000.0,100000003,2025-03-14
ba18b63b-e018-4842-b1c1-b81754e932b0,2025-03-15,bb8983ee-10ba-4b7f-a4cc-2319a4037d84,9132b63e-f162-47e4-a9c3-49e03602f8ac,4-Close,95,16844600000.0,100000003,2025-03-14
f5058c4d-2f2a-4802-86b9-53a7562e7c6d,2025-02-26,da6d72da-90c5-4a4a-8212-5fadb0372c92,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,60,32695900000.0,100000002,2025-03-14
ef21c698-7281-427d-ae94-230ef93298e1,2025-03-01,da6d72da-90c5-4a4a-8212-5fadb0372c92,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,75,32695900000.0,100000003,2025-03-14
65424c44-a6aa-4fb3-82f5-716e722979b5,2025-03-08,da6d72da-90c5-4a4a-8212-5fadb0372c92,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,3-Propose,65,32695900000.0,100000002,2025-03-14
31452d7f-01e0-48c1-9440-e3d5a3c32fcb,2025-03-15,da6d72da-90c5-4a4a-8212-5fadb0372c92,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,4-Close,95,32695900000.0,100000003,2025-03-14
2011e763-0de8-4b3f-8b38-cdda086ae1cd,2025-02-26,ed84c7a3-383f-4a63-9c55-c19cdfd47ee5,beb79919-3f22-4af8-a3be-d01d43cf2fde,1-Qualify,40,40003300000.0,100000001,2025-03-14
ba4240df-a9ce-40b4-9059-f09918d37385,2025-03-01,ed84c7a3-383f-4a63-9c55-c19cdfd47ee5,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,85,40003300000.0,100000003,2025-03-14
32c193ff-8b04-4bbf-bd69-0065694f9678,2025-03-08,ed84c7a3-383f-4a63-9c55-c19cdfd47ee5,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,85,40003300000.0,100000003,2025-03-14
90da850c-6a5e-44f9-a0a9-118c6725b98c,2025-03-15,ed84c7a3-383f-4a63-9c55-c19cdfd47ee5,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,90,40003300000.0,100000003,2025-03-14
30503e38-c166-4242-a3d2-24f847a2746a,2025-03-22,ed84c7a3-383f-4a63-9c55-c19cdfd47ee5,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,85,40003300000.0,100000003,2025-03-14
81fc1d3f-56bd-493e-9f15-541168379668,2025-03-29,ed84c7a3-383f-4a63-9c55-c19cdfd47ee5,beb79919-3f22-4af8-a3be-d01d43cf2fde,3-Propose,85,40003300000.0,100000003,2025-03-14
eb96ca66-9f70-4721-bb11-f5a76010b507,2025-04-05,ed84c7a3-383f-4a63-9c55-c19cdfd47ee5,beb79919-3f22-4af8-a3be-d01d43cf2fde,4-Close,95,40003300000.0,100000003,2025-03-14
cafeb5ed-2f4d-4201-8ca6-66f2d0436d90,2025-02-26,521c060b-b9ca-43c4-90b0-8da1cd22faba,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,57165400000.0,100000001,2025-03-14
9a6cb085-08e1-4a8d-8f7a-7165831c2dac,2025-03-01,521c060b-b9ca-43c4-90b0-8da1cd22faba,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,80,57165400000.0,100000003,2025-03-14
4274850c-56d3-4165-98ef-67f114eb391f,2025-03-08,521c060b-b9ca-43c4-90b0-8da1cd22faba,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,75,57165400000.0,100000003,2025-03-14
82b9d513-610e-442e-9cc6-c6abbb4be004,2025-03-15,521c060b-b9ca-43c4-90b0-8da1cd22faba,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,80,57165400000.0,100000003,2025-03-14
cb2c7a72-9b08-421f-8b9a-81de2c179a11,2025-03-22,521c060b-b9ca-43c4-90b0-8da1cd22faba,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4-Close,95,57165400000.0,100000003,2025-03-14
19f2e1da-5932-47e1-b9c3-e1dacdac1d98,2025-02-27,4257ee34-fc85-4065-ad67-92bb5b327b7b,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,13899500000.0,100000003,2025-03-15
42bd4edf-3f8e-4c41-8374-c51433472b3b,2025-03-01,4257ee34-fc85-4065-ad67-92bb5b327b7b,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,13899500000.0,100000003,2025-03-15
2a0d516b-69c9-4a9a-9d9e-544fef9f8a4f,2025-03-08,4257ee34-fc85-4065-ad67-92bb5b327b7b,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,85,13899500000.0,100000003,2025-03-15
38955f64-3756-4924-90b5-83dcd2502c05,2025-03-15,4257ee34-fc85-4065-ad67-92bb5b327b7b,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4-Close,95,13899500000.0,100000003,2025-03-15
94d9de10-626b-4be2-97e3-fd17947b7b7e,2025-02-27,980b63f9-0d7e-46a9-988b-ae7736b246b9,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,70,145795400000.0,100000002,2025-03-15
346683ad-c68f-4f12-bd02-c8fbbb6329e8,2025-03-01,980b63f9-0d7e-46a9-988b-ae7736b246b9,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,70,145795400000.0,100000002,2025-03-15
5f22e897-2654-4b92-964b-181d825e30d2,2025-03-08,980b63f9-0d7e-46a9-988b-ae7736b246b9,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,3-Propose,70,145795400000.0,100000002,2025-03-15
28d8c539-a867-42b0-a6f0-3ec4a3a0ef5b,2025-02-27,a48258b9-4948-49b4-8eb4-489319d60226,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,51675700000.0,100000003,2025-03-15
ef335951-84ed-4328-8c35-94d59cf5b27e,2025-03-01,a48258b9-4948-49b4-8eb4-489319d60226,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,51675700000.0,100000003,2025-03-15
