opportunityid,name,customerid,customeridtype,originatingleadid,campaignid,ownerid,createdon,estimatedclosedate,estimatedvalue,ahn_productgroup,ahn_tonnage,ahn_isrepeatbusiness,transactioncurrencyid,actualclosedate,actualvalue,ahn_lossreason,statecode,statuscode,closeprobability,salesstage,stepname,msdyn_forecastcategory,modifiedon
91c4385d-f710-47a0-9021-745d9cbca1ad,240 t Beams & Sections - Jahan Rail & Road Projects Ltd.,5fcf5c22-b9b0-4c1a-baf9-706d802ddcc4,account,7b189d5d-9b24-4a55-8fe8-8b776009a05a,74797b61-2737-4b52-ba6a-210722319050,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-06T04:36:00Z,2025-04-23,93722300000.0,100000001,240.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-26,,100000000.0,2,5,0,3,4-Close,100000006,2025-04-26T07:37:00Z
cdee9017-b9a5-41ff-8fc5-afb707fb089a,80 t Rebar - Zagros-Orang Omran,cfc150f3-96f2-45b5-a6a9-ded1eac3c934,account,b5e1d78b-d421-4350-957a-405262a5f10a,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-03-06T07:30:00Z,2025-03-22,25788800000.0,100000000,80.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-05,25972799000.0,,1,3,100,3,4-Close,100000005,2025-04-05T06:51:00Z
f9e6ffd0-0345-49e3-8472-1115bf1053ff,40 t Cold-Rolled Sheet - Farnam-Kimia Press Works,757211ce-749c-4f46-a2aa-7a4ca9c8e5db,account,04ec4364-3063-4d92-8566-2281d1b6a810,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-08T10:56:00Z,2025-03-24,18949800000.0,100000003,40.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-03-20,18910222000.0,,1,3,100,3,4-Close,100000005,2025-03-20T06:38:00Z
b59fe038-e438-49a5-b0a5-d6a43b86fb86,240 t Wire Rod - Dena Metals Supply Industries,fb924354-f34d-4b13-a065-f5cf25c978b5,account,32167340-bf95-4f33-8dea-6f5237d7cab3,74797b61-2737-4b52-ba6a-210722319050,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-03-09T10:10:00Z,2025-03-25,70952000000.0,100000006,240.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-03-22,,100000001.0,2,5,0,3,4-Close,100000006,2025-03-22T12:02:00Z
a6653bd7-bda5-428b-9de8-8ea2ccff637a,40 t Beams & Sections - Karun Construction Group,a904babd-69c2-4a17-83d1-677a79a6ab72,account,87d75309-de77-4156-9f76-043f9a16b853,74797b61-2737-4b52-ba6a-210722319050,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-03-09T12:24:00Z,2025-03-25,16958500000.0,100000001,40.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-03-27,,100000003.0,2,4,0,2,3-Propose,100000006,2025-03-27T06:40:00Z
248d2d89-02e5-4b80-acd8-e335a17353e7,145 t Rebar - Rayan-Kaspian Fabrication Works,d32b8be3-eaac-4c80-bb37-ae6af749f998,account,7c24d03b-6a69-44b7-baf4-3e26d3016a71,fa8dae42-ba54-4920-a099-d18087623997,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-03-12T11:12:00Z,2025-03-28,47425400000.0,100000000,145.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-03,,100000001.0,2,5,0,3,4-Close,100000006,2025-04-03T05:33:00Z
c0b33263-ee67-471e-82c1-6b47ed33974e,30 t Hot-Rolled Sheet - Karun-Bamdad Eskelet Felezi,da798e97-b612-475d-8e9e-ed95d47e2d34,account,8ae052d3-5765-4ec2-bfe2-970a455620f8,fa8dae42-ba54-4920-a099-d18087623997,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-03-13T10:43:00Z,2025-03-29,12120200000.0,100000002,30.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-03-24,,100000004.0,2,4,0,3,4-Close,100000006,2025-03-24T13:01:00Z
e8d5dc8c-24be-4697-9183-9b26d48e3812,105 t Galvanized Sheet - Sahand Agri-Steel Co.,7e7838c9-ca55-438b-bc9a-be10238d6f44,account,f69f954d-f9e1-49df-bbc9-31d159fae6e1,,5304317f-af42-412f-b838-b3268e944239,2025-03-16T13:23:00Z,2025-04-01,59419400000.0,100000004,105.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-08,,100000007.0,2,5,0,3,4-Close,100000006,2025-04-08T12:54:00Z
9df97618-52df-4e23-8cb5-450057c549b8,85 t Wire Rod - Fardis Metals Supply Co.,73069588-45d5-468d-a90a-3abbc35b9fea,account,48a05e4f-b064-472a-b94a-6d319b428238,1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-17T11:12:00Z,2025-04-02,25834200000.0,100000006,85.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-03-30,,100000001.0,2,5,0,3,4-Close,100000006,2025-03-30T13:23:00Z
a2c1c19a-7cf2-487e-b9b5-dc0b7947350a,80 t Pipes & Profiles - Arvand Eskelet Felezi Group,8f964685-3514-4890-84c8-6c4623595fa4,account,ce67b962-548b-4bb7-9f82-00b85b24bb54,74797b61-2737-4b52-ba6a-210722319050,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-03-18T12:33:00Z,2025-04-03,35625800000.0,100000005,80.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-03-30,35477369000.0,,1,3,100,3,4-Close,100000005,2025-03-30T05:37:00Z
52552137-c481-4378-9cc9-045d2b34c2b2,30 t Pipes & Profiles - Farnam Greenhouse Structures Group,0511a147-5aae-47ff-9722-6456b74c2e80,account,641b6de8-6420-4cc9-8b46-730b58b00aeb,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-03-20T05:58:00Z,2025-04-05,13322400000.0,100000005,30.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-27,13385326000.0,,1,3,100,3,4-Close,100000005,2025-04-27T08:26:00Z
7ed611e0-3b08-4367-b2aa-825cc1770064,55 t Galvanized Sheet - Mahan Appliance Components Industries,be065757-06e7-4c94-9ff1-e6313d474260,account,05183c91-f6da-4faa-99d1-b04c16622d42,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-03-24T04:42:00Z,2025-04-09,31054700000.0,100000004,55.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-09,31602643000.0,,1,3,100,3,4-Close,100000005,2025-04-09T10:11:00Z
3f45b0df-8532-40b4-841f-728c66699735,25 t Galvanized Sheet - Nikan Agri-Steel Industries,527c9dea-6324-4e63-b535-ddc2c555b4b5,account,bea17713-fe36-44bf-b9e4-21bc1120653d,1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-03-24T08:37:00Z,2025-04-09,13667300000.0,100000004,25.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-19,,100000002.0,2,5,0,3,4-Close,100000006,2025-04-19T10:54:00Z
cd8074b7-b478-47ed-a649-30134a82a7ea,125 t Beams & Sections - Borna Dam & Water Works Group,fd8fb938-fbac-4ade-bfe4-36d1994f7c31,account,9fb886b2-a662-4b92-8748-ffb3d0a96757,74797b61-2737-4b52-ba6a-210722319050,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-03-25T10:18:00Z,2025-05-12,49940600000.0,100000001,125.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-07,,100000003.0,2,4,0,3,4-Close,100000006,2025-06-07T04:37:00Z
29e7de22-97a6-4f22-9edc-130bc35430fe,215 t Rebar - Sepehr Abadgaran Co.,399557cb-827e-40b2-a892-0b25ab35f75a,account,71f34593-a737-419b-a1e0-9bf146748ee4,74797b61-2737-4b52-ba6a-210722319050,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-03-27T13:25:00Z,2025-04-12,71040700000.0,100000000,215.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-09,,100000000.0,2,5,0,2,3-Propose,100000006,2025-04-09T07:33:00Z
3d1a508d-79a0-4a8f-a0ca-37b95f4527d6,150 t Pipes & Profiles - Ofogh Iron & Steel Supply Ltd.,f85d598a-a5ee-4b09-9874-7a5c954d9337,account,c647557b-0548-4f63-a978-1b66c1e59c43,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-30T05:00:00Z,2025-04-15,65352500000.0,100000005,150.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-13,,100000004.0,2,4,0,3,4-Close,100000006,2025-04-13T12:38:00Z
cf803b6e-0124-4c39-a18c-e6cda54aa860,70 t Cold-Rolled Sheet - Darya Appliance Components Co.,46983234-6246-45b9-9deb-7a4b17db4613,account,bb404bc8-709a-42bc-b6da-79bba91e25a1,1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,5304317f-af42-412f-b838-b3268e944239,2025-03-31T11:45:00Z,2025-04-16,34957900000.0,100000003,70.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-14,,100000000.0,2,5,0,1,2-Develop,100000006,2025-04-14T10:01:00Z
a40b1790-8d61-49ba-abcc-ef52e3365f8c,325 t Galvanized Sheet - Pishgam Tube Mills Ltd.,6c8de840-ed30-4556-a2a5-3193a6a1cc2b,account,c571f9ab-4158-4d90-b504-4d156fb138c2,74797b61-2737-4b52-ba6a-210722319050,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-04-02T07:21:00Z,2025-04-18,186526900000.0,100000004,325.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-15,,100000001.0,2,5,0,1,2-Develop,100000006,2025-04-15T06:02:00Z
0d6f1b84-d079-4f46-bf74-594bf9384b4c,25 t Pipes & Profiles - Hirad Agri-Steel Ltd.,1d7af727-ac13-44e8-a109-18c950168bd5,account,a5c5afe1-89fd-4534-a4f0-78a1c89d43e7,e723ada3-8c32-4db2-942a-895e0fcf601f,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-04-05T06:12:00Z,2025-04-21,11503200000.0,100000005,25.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-27,,100000007.0,2,5,0,3,4-Close,100000006,2025-04-27T04:55:00Z
c0b20dd8-0c4e-4431-a783-883577edcfff,15 t Beams & Sections - Mahtab Abadgaran Ltd.,30a19d7d-4b86-4f69-b036-89a4c518c20b,account,9cf116dc-c4b0-4ad1-b037-e34da8bb81dc,1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-04-05T10:05:00Z,2025-04-21,6173700000.0,100000001,15.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-14,,100000000.0,2,5,0,1,2-Develop,100000006,2025-04-14T09:38:00Z
b6ff9f37-e133-49e8-bb78-35067d785031,80 t Pipes & Profiles - Sepehr Foolad Trading Group,64c71071-8f17-44f0-92c0-06cd3f6f25a2,account,9eec645d-2d67-4a35-a4a4-603521dc9c8b,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-04-07T12:30:00Z,2025-04-23,36126600000.0,100000005,80.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-29,35904136000.0,,1,3,100,3,4-Close,100000005,2025-04-29T06:44:00Z
1b1cff87-40a8-4540-93b7-bdbc06be11c0,45 t Rebar - Sabalan Builders Industries,eebd342d-22d9-4b18-8680-55f355114558,account,9d482c49-f53f-42d3-8df6-720520ff622c,89628f6e-929c-43b3-b3c0-8bf18167999f,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-04-12T11:49:00Z,2025-04-28,15234900000.0,100000000,45.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-26,15172230000.0,,1,3,100,3,4-Close,100000005,2025-04-26T09:01:00Z
196da162-e639-4b35-b62e-9682310c7e7e,170 t Wire Rod - Diba Foolad Trading Group,41a5bf2e-76f4-4d2d-9981-9f9d349de483,account,69be1e6e-35e2-4593-895e-9fbae09b1353,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-04-13T12:30:00Z,2025-04-29,53286000000.0,100000006,170.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-11,54127085000.0,,1,3,100,3,4-Close,100000005,2025-05-11T11:26:00Z
994a8e03-307b-4d17-8693-0d3eed917b1a,15 t Pipes & Profiles - Sepehr Greenhouse Structures Group,e97f995d-9bc8-46f6-8484-a1b355c974a4,account,fa5f9e72-5166-488b-b008-32dae24ba9d4,74797b61-2737-4b52-ba6a-210722319050,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-04-19T07:43:00Z,2025-05-05,6821000000.0,100000005,15.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-26,,100000002.0,2,5,0,1,2-Develop,100000006,2025-04-26T07:19:00Z
93d678e1-d648-4d53-bd68-85af2e35ee60,190 t Rebar - Negin Ahan Bazar Ltd.,bedd7a60-6e8f-4cb2-9d1f-f71a64e37441,account,fbc35bfe-b110-4dd8-8437-e4d36d52925c,22ab7752-c4db-4a62-ae13-418d68ab80ea,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-04-22T12:27:00Z,2025-05-08,62776300000.0,100000000,190.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-10,62252429000.0,,1,3,100,3,4-Close,100000005,2025-05-10T11:01:00Z
ee888d3c-241c-45b3-9066-3b33348ad2ff,245 t Wire Rod - Kavir Sabz Metals Supply Co.,18e9ef77-64ce-4589-8c4a-62badb335860,account,4849032c-4875-4d16-ba0c-96e28720d00f,74797b61-2737-4b52-ba6a-210722319050,5304317f-af42-412f-b838-b3268e944239,2025-04-23T11:05:00Z,2025-05-09,76432800000.0,100000006,245.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-12,77637017000.0,,1,3,100,3,4-Close,100000005,2025-05-12T11:58:00Z
66048813-b345-49ba-b212-0875cf702de5,85 t Rebar - Persis Housing Development Co.,267eddce-df8f-4197-9a4a-99b2e806133c,account,03f75276-a734-4b26-9bea-a75a8093576f,22ab7752-c4db-4a62-ae13-418d68ab80ea,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-04-24T12:51:00Z,2025-06-11,27818600000.0,100000000,85.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-16,28124368000.0,,1,3,100,3,4-Close,100000005,2025-06-16T09:01:00Z
645bb0df-b807-4850-9c90-a854e0ef2e90,25 t Cold-Rolled Sheet - Dena Press Works Group,b73b35fe-e917-4ed1-9c9e-1d5702968285,account,5f0813df-ed28-430d-b3f9-cbf62bfd154f,497ec6d1-081f-46dc-b8d9-a88aef0bea4f,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-04-29T05:40:00Z,2025-05-15,12312100000.0,100000003,25.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-15,12525112000.0,,1,3,100,3,4-Close,100000005,2025-05-15T08:02:00Z
40e5b82b-2e50-4ad1-a06c-69065312a340,20 t Rebar - Golestan Abadgaran Co.,ca6c2829-1d72-46bf-b89e-0e3026909126,account,956e71fb-5b6f-4793-9315-746f2e9ebcda,22ab7752-c4db-4a62-ae13-418d68ab80ea,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-04-29T07:56:00Z,2025-05-15,6443200000.0,100000000,20.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-13,6454727000.0,,1,3,100,3,4-Close,100000005,2025-05-13T08:28:00Z
4df55341-e3d2-4942-9dc6-47508b72b68e,110 t Beams & Sections - Zarrin Contracting Industries,e6273e93-114e-495b-9de3-a9a053b20d16,account,50877a24-262b-4255-a060-17e4d2ef5ed9,22ab7752-c4db-4a62-ae13-418d68ab80ea,5304317f-af42-412f-b838-b3268e944239,2025-04-29T10:33:00Z,2025-05-15,43261600000.0,100000001,110.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-10,43905976000.0,,1,3,100,3,4-Close,100000005,2025-05-10T05:02:00Z
241e7855-587d-4c08-8f84-244a72e5ac50,35 t Beams & Sections - Darya Construction Co.,1b84edc3-d8e0-49de-8217-ea0e896490ab,account,5e025c70-f396-4535-b8d3-c99e65485986,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-04-30T11:08:00Z,2025-05-16,13831600000.0,100000001,35.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-19,13692178000.0,,1,3,100,3,4-Close,100000005,2025-05-19T08:51:00Z
eba78afc-a5a1-48c0-8f5e-aabe4584c3e1,100 t Rebar - Hamoon Sazeh Group,db3ceb9f-dbd4-46eb-b668-257ded8ce7b7,account,27977a27-da3d-4f2a-8cb4-2d42fe1285e9,22ab7752-c4db-4a62-ae13-418d68ab80ea,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-04-30T12:30:00Z,2025-05-16,33320400000.0,100000000,99.5,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-15,33532840000.0,,1,3,100,3,4-Close,100000005,2025-05-15T05:25:00Z
a3d781ac-fe37-4a37-b52c-4b2cf67cb759,225 t Wire Rod - Tarava Steel Trading Industries,705ad90a-6f79-4139-ba6d-befbc44e9e72,account,f4a62e78-d561-4044-9040-fb2a4771ffb7,,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-05-01T07:01:00Z,2025-05-17,71970800000.0,100000006,225.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-01,74026751000.0,,1,3,100,3,4-Close,100000005,2025-06-01T12:34:00Z
557731b5-285e-4889-87ba-6245635b9e6b,65 t Cold-Rolled Sheet - Pishgam Auto Parts Mfg.,8a5abc61-9924-45ee-bc8a-fb1dba99267e,account,ae57927f-730c-4e0e-96f9-92984634a5f6,dabf984e-53ff-4461-aa1f-1b61265cb9d9,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-05-01T07:06:00Z,2025-05-17,32205000000.0,100000003,65.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-26,32005605000.0,,1,3,100,3,4-Close,100000005,2025-05-26T12:28:00Z
e943aa8f-d024-4672-96a7-3e89656b16b4,115 t Hot-Rolled Sheet - Dena Steel Depot Industries,79892ad6-84ec-42ae-a4f5-297c418fe315,account,fc713b1b-e329-451f-8370-f6e705de7ead,497ec6d1-081f-46dc-b8d9-a88aef0bea4f,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-05-03T10:40:00Z,2025-05-19,47870200000.0,100000002,115.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-14,,100000001.0,2,5,0,3,4-Close,100000006,2025-06-14T04:49:00Z
ead2d29a-f633-459d-829d-ca45b084435c,20 t Beams & Sections - Zarrin-Arya Eskelet Felezi,d362e7f0-3032-4ca8-8771-90690a67aed7,account,f8134e00-05f6-4fde-9f10-c67f55350761,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-05-04T11:48:00Z,2025-05-20,8004200000.0,100000001,20.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-24,7954312000.0,,1,3,100,3,4-Close,100000005,2025-05-24T12:50:00Z
b4f27769-6834-4474-8984-e66cdaa4340d,25 t Galvanized Sheet - Raman Auto Parts Mfg.,833334f6-6a6a-4149-8b44-676d2ac39be9,account,ae11d3c2-3130-4c8f-920e-0734564d46aa,74797b61-2737-4b52-ba6a-210722319050,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-05-05T06:30:00Z,2025-05-21,14277200000.0,100000004,25.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-07-10,,100000000.0,2,5,0,3,4-Close,100000006,2025-07-10T09:44:00Z
4fb8f88d-04e6-432f-bb58-c12896a07fc1,365 t Pipes & Profiles - Dena Steel Trading Industries,30318a12-2864-4c4b-9c47-581ecf3ff26a,account,a50cb05b-8b87-460e-8e59-d1280cfd400c,497ec6d1-081f-46dc-b8d9-a88aef0bea4f,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-05-05T10:35:00Z,2025-05-21,161663500000.0,100000005,365.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-14,,100000000.0,2,5,0,3,4-Close,100000006,2025-06-14T12:24:00Z
a838e8dd-dc3a-4635-af3b-716de37aa5a2,105 t Rebar - Hamoon Foolad Trading Industries,cc464bb8-f773-4927-98d6-9943e0e5e2f9,account,b31b58fa-cffd-4e28-8271-a48f6aed2058,dabf984e-53ff-4461-aa1f-1b61265cb9d9,5304317f-af42-412f-b838-b3268e944239,2025-05-07T08:41:00Z,2025-05-23,34613200000.0,100000000,105.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-24,,100000001.0,2,5,0,3,4-Close,100000006,2025-05-24T08:02:00Z
b36ff466-7761-48b6-8861-afa9325c44ec,40 t Rebar - Ilia Omran Ltd.,320727ab-24c9-4c0e-887e-e883f34a26e4,account,c46a2444-3694-4ac0-aac1-443320a39dfd,22ab7752-c4db-4a62-ae13-418d68ab80ea,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-05-10T06:59:00Z,2025-05-26,12797700000.0,100000000,40.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-07,13010329000.0,,1,3,100,3,4-Close,100000005,2025-06-07T06:34:00Z
78981fb9-a0db-4f9f-bfbe-6c2048c5a974,20 t Hot-Rolled Sheet - Hoda Profile Works Industries,3e1707b1-0b61-483d-a774-1bc2540dff12,account,fd7a5ed5-8859-4ffa-9738-06f1b1536a03,497ec6d1-081f-46dc-b8d9-a88aef0bea4f,5304317f-af42-412f-b838-b3268e944239,2025-05-10T07:32:00Z,2025-05-26,8738100000.0,100000002,20.5,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-17,,100000000.0,2,5,0,3,4-Close,100000006,2025-06-17T11:37:00Z
fd6b215e-987a-47ba-b075-87ab93ff5cab,55 t Hot-Rolled Sheet - Bamdad Omran Industries,d4dab805-0c4e-427f-ae7e-c1b28deb0414,account,12cc7134-f175-40ac-9edf-87dad485d540,22ab7752-c4db-4a62-ae13-418d68ab80ea,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-05-11T05:10:00Z,2025-05-27,23159400000.0,100000002,55.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-22,,100000003.0,2,4,0,2,3-Propose,100000006,2025-05-22T13:29:00Z
c6db1d77-a1b7-4d0a-b612-3aeb64f04f7d,45 t Galvanized Sheet - Atlas Appliance Components Industries,21d3b8f2-f3ac-45cb-bf4b-24b9ef4c37d0,account,d24f2357-7db6-4b75-befa-9c6d7f651d8a,22ab7752-c4db-4a62-ae13-418d68ab80ea,5304317f-af42-412f-b838-b3268e944239,2025-05-11T06:24:00Z,2025-05-27,26656000000.0,100000004,45.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-18,27157846000.0,,1,3,100,3,4-Close,100000005,2025-06-18T12:17:00Z
36f5bff5-3d28-460b-bae6-9f2ad533e041,65 t Hot-Rolled Sheet - Darya Fabrication Works Group,1a2a3a8e-e833-4ef3-bfe3-5f299c769b42,account,e05e8dcd-0ae1-4add-96ff-6a056835b9c6,22ab7752-c4db-4a62-ae13-418d68ab80ea,5304317f-af42-412f-b838-b3268e944239,2025-05-12T13:13:00Z,2025-05-28,27440100000.0,100000002,65.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-26,27384297000.0,,1,3,100,3,4-Close,100000005,2025-05-26T11:34:00Z
03ce4c76-f78a-4b86-8e46-8c7f77fbb259,20 t Galvanized Sheet - Kian Greenhouse Structures Group,eece65eb-94a4-4039-8915-f03146d10e56,account,1f5af8fb-cf8e-43cd-98c0-53dd7a9444d1,22ab7752-c4db-4a62-ae13-418d68ab80ea,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-05-13T05:36:00Z,2025-05-29,11716400000.0,100000004,20.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-08,,100000003.0,2,4,0,3,4-Close,100000006,2025-06-08T12:32:00Z
9fbc535e-adce-44f6-b896-894e58b1c0fd,25 t Galvanized Sheet - Nima Greenhouse Structures Industries,5200044b-3148-4df8-a6ca-8d50e5f5c891,account,823c7ef9-cd85-45ce-83a9-c2355ffd4015,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,5304317f-af42-412f-b838-b3268e944239,2025-05-13T10:50:00Z,2025-05-29,14484800000.0,100000004,25.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-15,14733240000.0,,1,3,100,3,4-Close,100000005,2025-06-15T11:49:00Z
d4ea3a34-1a0d-4bf2-af0f-0307d0fe16af,40 t Beams & Sections - Nasim Eskelet Felezi Co.,909e21ba-8a38-45aa-91be-ba8e0a8aeb94,account,a1d770ea-c704-480e-a246-6cd702ed5d15,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-05-14T04:56:00Z,2025-05-30,16321900000.0,100000001,40.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-02,16830288000.0,,1,3,100,3,4-Close,100000005,2025-06-02T11:11:00Z
4f8d66d6-3527-4a82-aceb-b1384d707d44,1015 t Rebar - Dena Urban Infrastructure Co.,3677f5b4-63a1-4caa-8311-362650f51e97,account,6522e8b9-8aad-4665-af30-141d3505c563,74797b61-2737-4b52-ba6a-210722319050,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-14T07:42:00Z,2025-07-01,327424300000.0,100000000,1015.0,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-14,,100000006.0,2,4,0,3,4-Close,100000006,2025-06-14T10:08:00Z
99ca4469-151b-48ab-9c21-ed6399d9b808,30 t Beams & Sections - Ofogh Steel Structures Group,5832c8de-521b-48c2-b0c3-ef8a592ab43d,account,af4afcdd-52cb-4ae0-ae18-c9b3c6da85f1,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-05-14T08:21:00Z,2025-05-30,11656600000.0,100000001,29.5,False,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-28,,100000005.0,2,4,0,3,4-Close,100000006,2025-06-28T09:13:00Z
