salesorderdetailid,salesorderid,productid,uomid,quantity,priceperunit,baseamount,manualdiscountamount,extendedamount,ahn_costperton,sequencenumber,transactioncurrencyid
72cc010c-9ceb-4e3e-bae4-b50c5221f84d,e0646e05-0907-4992-bca1-bd14e8c9bb13,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,23.5,573500000.0,13477250000.0,741395000.0,12735855000.0,440642000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ab48eca3-be40-4e2d-8139-eb2738da4a19,e0646e05-0907-4992-bca1-bd14e8c9bb13,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,21.5,580700000.0,12485050000.0,686813000.0,11798237000.0,448252000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
025d067c-f937-4beb-8e86-11e1c6930a82,b0d78504-85fd-40ff-a71a-3aeb9ea9ae96,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,30.0,447400000.0,13422000000.0,875140000.0,12546860000.0,423650000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
34b9a273-54ab-40df-8b04-283f6cf6a995,b0d78504-85fd-40ff-a71a-3aeb9ea9ae96,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,54.5,428800000.0,23369600000.0,1523742000.0,21845858000.0,408295000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
fd7010b5-4e41-4410-8bb9-6d4d3bd942f1,b0d78504-85fd-40ff-a71a-3aeb9ea9ae96,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,45.5,433000000.0,19701500000.0,1284575000.0,18416925000.0,412272000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
59086804-9c34-46fa-b39e-635e1a3d4829,cb65cc42-e666-48b9-89da-79d0c3f9ac09,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,225.0,447200000.0,100620000000.0,5928245000.0,94691755000.0,413845000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8c107d50-e13a-49fa-9f41-981b53893458,8809cda8-7274-47ad-9ce6-b1efca08f509,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,45.0,254700000.0,11461500000.0,700669000.0,10760831000.0,238518000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3bec27eb-1e80-42df-aef8-27dc8f8ac229,dd2427e0-ba94-452d-9080-d924bb600af0,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,12.5,355000000.0,4437500000.0,287813000.0,4149687000.0,325567000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b35cf538-9283-4555-8d28-b7ebeebed5bf,dd2427e0-ba94-452d-9080-d924bb600af0,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,4.5,336800000.0,1515600000.0,98301000.0,1417299000.0,314534000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bbf1eeac-c109-46ba-a772-bff7ec6696a0,dd2427e0-ba94-452d-9080-d924bb600af0,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,18.0,333400000.0,6001200000.0,389233000.0,5611967000.0,312477000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8f3fa78c-f051-4bb4-b54d-9e6f933ce0d9,73551111-1a1b-4acb-9077-b8a2617c4b32,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,31.0,456400000.0,14148400000.0,524043000.0,13624357000.0,403914000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
df9becfe-ed8a-4933-9ab8-6129a51612f9,73551111-1a1b-4acb-9077-b8a2617c4b32,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,19.0,448200000.0,8515800000.0,315417000.0,8200383000.0,396657000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e6c92435-03cd-4c7e-bf28-abc1ecb2a8ce,85b6757b-e845-4ba4-8c3b-b259e80218b1,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,85.0,435900000.0,37051500000.0,779699000.0,36271801000.0,400525000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
11216fc0-222f-482d-a337-6d98be4ab7c6,85b6757b-e845-4ba4-8c3b-b259e80218b1,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,90.0,447200000.0,40248000000.0,846965000.0,39401035000.0,413845000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
427f390c-5a91-442b-afe9-596b4b8d4b28,b0bbc953-1e1b-44fd-95e4-a4f6965b4e1e,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,190.0,613300000.0,116527000000.0,4837403000.0,111689597000.0,509877000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
278a0fa2-bab6-4033-ad93-ce376f5d4d6c,1181bb97-2088-43cf-9755-23f68468ee88,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,46.0,584500000.0,26887000000.0,700363000.0,26186637000.0,525770000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
edf7d41a-b92c-47b4-88b2-ade8b54e5140,1181bb97-2088-43cf-9755-23f68468ee88,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,254.0,563300000.0,143078200000.0,3726956000.0,139351244000.0,506438000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4e5c3d77-25e6-49b4-90c0-f8283f13e36c,c3aadb93-bb3e-4556-b81d-913d8f049bda,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,168.0,259700000.0,43629600000.0,1464539000.0,42165061000.0,236742000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7bb3664d-ba82-41ee-ab1b-c64ddab91613,c3aadb93-bb3e-4556-b81d-913d8f049bda,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,30.5,273000000.0,8326500000.0,279500000.0,8047000000.0,249739000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7fa00245-d655-4727-a004-7d98fad0678c,c3aadb93-bb3e-4556-b81d-913d8f049bda,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,46.5,255100000.0,11862150000.0,398184000.0,11463966000.0,234030000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
edb370f3-31ea-4870-861f-784c5c7633cb,91b390e5-48fb-4668-ab27-53be107559b2,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,290.0,331500000.0,96135000000.0,4076278000.0,92058722000.0,311649000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e1f2f979-c9a6-4088-886a-51d88438c5ae,7b400ae2-72c7-4430-ae86-042abc523b76,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,110.0,317900000.0,34969000000.0,1430984000.0,33538016000.0,254928000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6914f019-561d-4963-b12f-1abae03cd8a6,09d70d0f-ec33-4f60-8157-1bd3b1798d46,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,57.0,462000000.0,26334000000.0,984902000.0,25349098000.0,403376000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9086f43b-0fc9-4f73-a115-fa50b09a6f57,09d70d0f-ec33-4f60-8157-1bd3b1798d46,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,38.0,463500000.0,17613000000.0,658733000.0,16954267000.0,410894000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
67dfa63d-91a8-4ae5-a575-4e468e67b536,a53ab312-603c-42aa-a3cd-5b5c1ef879f7,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,115.0,420600000.0,48369000000.0,1759018000.0,46609982000.0,383934000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
654e543c-5964-4fd0-b653-e5731d9b8695,e2c3c7b4-2763-4280-8b39-f6eba872ed65,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,50.0,450600000.0,22530000000.0,586007000.0,21943993000.0,402234000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c7db0061-6647-47e5-9488-805a97b2709f,03337978-c925-4341-8b5b-13cdb512a665,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,40.0,353600000.0,14144000000.0,687054000.0,13456946000.0,328468000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bc100d21-97a2-484e-873b-78c0f746161b,6cff0a08-1061-4dc7-8575-aa1d70a312b9,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,70.0,422800000.0,29596000000.0,873425000.0,28722575000.0,377804000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d3565194-1be9-45b8-8778-8d5c06245c29,a7ec27eb-d700-487d-9d32-6c51818f484c,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,40.0,336600000.0,13464000000.0,542254000.0,12921746000.0,321827000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d65637ca-5994-4cff-bf28-69dfd7cb252b,e8f39c4b-f567-4756-9661-7b22f13e0529,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,28.0,406000000.0,11368000000.0,454759000.0,10913241000.0,388692000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d3dce0f2-e138-4054-b36c-8843c38a9d3a,e8f39c4b-f567-4756-9661-7b22f13e0529,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,7.0,400800000.0,2805600000.0,112234000.0,2693366000.0,376888000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b87309d1-e887-4847-a84e-9d055bc3a3c3,721c763a-5caa-43ce-bb67-7f35bc3b011c,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,110.0,465300000.0,51183000000.0,2489281000.0,48693719000.0,411342000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bb2d3e37-748b-436e-a4ff-810edcd2e81e,15312aa8-88fd-4627-aaf4-62b9f6bf62b0,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,41.0,433800000.0,17785800000.0,860996000.0,16924804000.0,386130000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bdc635a5-2f9e-4f20-96aa-ef20a6ac90e9,15312aa8-88fd-4627-aaf4-62b9f6bf62b0,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,29.0,430400000.0,12481600000.0,604224000.0,11877376000.0,384208000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c54203c7-1957-4a47-8271-3e7a04dc23ca,03c4bf5b-df06-4378-9334-82da9408dd8f,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,24.0,572400000.0,13737600000.0,646650000.0,13090950000.0,507918000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
91947339-a514-4c9c-b2a7-3b975de64b45,03c4bf5b-df06-4378-9334-82da9408dd8f,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,51.0,563300000.0,28728300000.0,1352286000.0,27376014000.0,506438000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
60ec8edf-2ea7-4400-b845-ba38bd33c0e0,547c144a-2405-46f6-9812-a5233d62ca5c,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,110.0,336800000.0,37048000000.0,1006247000.0,36041753000.0,315610000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b040df3a-5be6-47d8-b210-af6b03a9405e,d26ce910-bcc0-4a2c-92ae-a1c15d6e7279,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,160.0,379200000.0,60672000000.0,1067554000.0,59604446000.0,340770000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9f86e7ef-c105-4c63-ac24-da9cb231f91b,74eea222-598b-4802-9a93-d5784bb9bc6c,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,45.0,519900000.0,23395500000.0,593622000.0,22801878000.0,463795000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
64a18452-dae5-498a-ba19-7e9f557b9e63,74eea222-598b-4802-9a93-d5784bb9bc6c,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,80.0,543400000.0,43472000000.0,1103029000.0,42368971000.0,485070000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8f01826f-7038-4af7-987b-365e856d0491,8e0235a4-cccf-4e4b-bdfd-507e1aeb2fcb,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,10.5,543400000.0,5705700000.0,111383000.0,5594317000.0,485070000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bf52ce8f-13b8-41dd-8c11-1af94fa35e21,8e0235a4-cccf-4e4b-bdfd-507e1aeb2fcb,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,84.5,530400000.0,44818800000.0,874922000.0,43943878000.0,475727000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d4b80875-f133-4409-af45-cd68bfb3409e,7cf0c30d-4f34-4b8d-abab-941491178632,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,32.0,560100000.0,17923200000.0,519447000.0,17403753000.0,512358000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
055846e6-afcb-49ca-a1ca-6cb4a345d2be,7cf0c30d-4f34-4b8d-abab-941491178632,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,53.0,537300000.0,28476900000.0,825313000.0,27651587000.0,503940000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
184a8b4c-2cd5-4cf6-8b71-36ec2bcfabdd,a60fcedc-a105-4fcd-9961-b6d72d26e346,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,17.0,295100000.0,5016700000.0,203137000.0,4813563000.0,271618000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ea044387-c743-4603-84cd-79ee5501bb39,a60fcedc-a105-4fcd-9961-b6d72d26e346,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,53.0,275600000.0,14606800000.0,591461000.0,14015339000.0,255629000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a2e5411c-6134-4b8f-8436-9417dde6e92f,fd82ab43-8b5a-4642-8746-2acca78c6ad4,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,55.0,417600000.0,22968000000.0,1300690000.0,21667310000.0,399306000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
acf5334a-5a64-407e-823f-3d010dbfb7fc,37eee6f1-db95-4ba8-9c9c-3b7b264f5c9b,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.5,349900000.0,8922450000.0,375800000.0,8546650000.0,316030000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1bf5241c-c91a-454c-ba33-51d4a7c526e7,37eee6f1-db95-4ba8-9c9c-3b7b264f5c9b,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,9.5,359700000.0,3417150000.0,143925000.0,3273225000.0,326034000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
19ab097d-d93a-4a3d-bc14-0c6e1f51b8b1,075c3923-916c-4527-818c-a6ac8550312f,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,38.5,459700000.0,17698450000.0,1127756000.0,16570694000.0,416620000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f9b1a7e5-85b1-4b5a-9b16-01027eaa1337,075c3923-916c-4527-818c-a6ac8550312f,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,11.5,454200000.0,5223300000.0,332832000.0,4890468000.0,426795000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1d7468b3-789b-49fa-b746-e3a5efbe617a,61443d2a-0885-4ab5-a39d-6b97500b27fe,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,85.0,372300000.0,31645500000.0,1152261000.0,30493239000.0,343519000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cf4f9ceb-7c0d-4cf3-9da6-5367dccaeb12,f4ffa528-fa18-43b6-b92d-5e37e268031e,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,11.0,320100000.0,3521100000.0,55056000.0,3466044000.0,283467000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d65b8856-52f8-47be-bd58-2c642920a587,f4ffa528-fa18-43b6-b92d-5e37e268031e,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,9.0,341200000.0,3070800000.0,48016000.0,3022784000.0,303688000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8645b006-5ad5-4a40-8d75-7f5940c94377,f4ffa528-fa18-43b6-b92d-5e37e268031e,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,30.0,325300000.0,9759000000.0,152593000.0,9606407000.0,287950000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ddd9927e-369d-4fb0-a355-477f73f56f84,1d86d253-9d62-4511-a592-ba158d932b15,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,15.0,336800000.0,5052000000.0,46993000.0,5005007000.0,315610000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3b5577d5-6d84-481e-95b3-0efbd5202113,d2ddf35a-ce7f-4f4e-92ca-6de098d781e2,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,35.0,357200000.0,12502000000.0,252359000.0,12249641000.0,323842000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1aa0b801-ae35-4933-a5e1-fbc99404d015,74ec84d6-a98f-4989-8c9c-94231849629b,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,40.0,273400000.0,10936000000.0,282821000.0,10653179000.0,260398000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
de0273af-a452-4037-8312-522603157d02,0a0a1936-84bb-46ec-960e-97309b33c381,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,4.0,442400000.0,1769600000.0,52490000.0,1717110000.0,407185000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9943be55-a944-4c4c-8cef-271a40b1d00c,0a0a1936-84bb-46ec-960e-97309b33c381,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,15.0,429200000.0,6438000000.0,190963000.0,6247037000.0,391645000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8ed26daa-681f-4745-9777-8daad404cb85,0a0a1936-84bb-46ec-960e-97309b33c381,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,11.0,437700000.0,4814700000.0,142813000.0,4671887000.0,398398000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3dd3a461-9e1c-4727-826a-6b7d66efd267,81b9e996-a9a6-48b0-b621-361ea893721c,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,40.0,458000000.0,18320000000.0,373195000.0,17946805000.0,409220000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
652de8d0-37e7-4c1d-bdd0-3af38781dc8e,1b18f914-fb16-4d51-92da-b82f4ffdbb2f,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,70.0,406600000.0,28462000000.0,537150000.0,27924850000.0,386862000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2ef27984-0ee4-41e2-837a-930c2e46859b,3ce7d56d-e24f-41d9-8026-dad732930f9d,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,10.0,454200000.0,4542000000.0,43060000.0,4498940000.0,426795000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ae944391-77a1-47ed-a122-8b4d8d688f6a,3ce7d56d-e24f-41d9-8026-dad732930f9d,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,38.0,459700000.0,17468600000.0,165611000.0,17302989000.0,416620000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a7f91a6d-3b69-4df0-92ce-e1cc365faf8c,3ce7d56d-e24f-41d9-8026-dad732930f9d,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,2.0,465100000.0,930200000.0,8819000.0,921381000.0,430032000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ce470114-3d21-470f-af6e-72b56d9d590e,ac8f615d-7d18-437b-b60c-471af6ccc3bd,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,120.0,325700000.0,39084000000.0,1022141000.0,38061859000.0,302753000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c2d424a5-492d-4201-8913-714df0d7fff8,56ac8232-84e3-4190-b6d8-e8b36d0efb3c,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,40.0,332400000.0,13296000000.0,319909000.0,12976091000.0,313225000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
238ac911-b585-41dd-b634-55ed7491e217,56ac8232-84e3-4190-b6d8-e8b36d0efb3c,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,5.0,348700000.0,1743500000.0,41950000.0,1701550000.0,328278000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
71978fd5-99d4-4452-a47e-c8c6d0e2e2b2,7c48e662-8b52-4660-9379-7b95aad351f7,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.0,358100000.0,8952500000.0,97005000.0,8855495000.0,327156000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c56b9dfd-7e52-405f-af3e-7679e357da6b,8edc4417-63e0-4615-afb2-4da6e8d326a0,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,35.5,389600000.0,13830800000.0,279414000.0,13551386000.0,338376000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
eeb22b06-411b-4e24-9d6e-3277af403656,8edc4417-63e0-4615-afb2-4da6e8d326a0,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,19.5,388200000.0,7569900000.0,152930000.0,7416970000.0,335572000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1ec02d94-61d4-4283-871f-7b09ad3d016f,d7b31071-085f-46f4-bc9b-b425e812bd36,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,125.0,484700000.0,60587500000.0,1933421000.0,58654079000.0,430218000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
