incidentid,ticketnumber,title,customerid,customeridtype,ahn_salesorderid,ahn_shipmentid,casetypecode,ahn_casecategory,ahn_investigatingteam,prioritycode,caseorigincode,ownerid,createdon,responseby,resolveby,firstresponsesent,ahn_firstresponseon,isescalated,escalatedon,ahn_claimupheld,ahn_compensationamount,customersatisfactioncode,statecode,statuscode,modifiedon
6f50597c-bbec-4041-bd34-21c68a19db84,CAS-00050-EP1J9B,Late delivery: ORD-000339,331f63fb-d11f-48c0-a97c-a4fff75d599f,account,82112000-16b4-4f2b-9dee-8ec850f886ea,7abc1752-70c6-4d8d-bddf-2319c4e386b7,2,100000001,100000002,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-06-04T17:37:53Z,2026-06-04T21:37:53Z,2026-06-09T17:37:53Z,True,2026-06-04T18:21:27Z,False,,False,0.0,4.0,1,5,2026-06-05T14:45:07Z
64d8654d-1b6c-4db3-9c4a-bc0881177e52,CAS-00051-70RDYR,Late delivery: ORD-000341,3385db3b-e893-486d-a3fb-6609334b92a2,account,493acbb8-cbed-4ad3-9aa1-a0c404f08bdf,abfe3999-0220-4ef6-9bba-de0d0410bc81,2,100000001,100000002,2,3,4b30bd90-ff3f-4312-a47b-630f7d42a132,2026-06-05T21:58:43Z,2026-06-06T01:58:43Z,2026-06-10T21:58:43Z,True,2026-06-05T23:58:22Z,False,,False,0.0,4.0,1,5,2026-06-06T12:47:34Z
b84679e3-c94d-462f-b91c-48d860d285a7,CAS-00052-DNALC3,Damaged or rusted material: ORD-000344,217bc29e-ec95-43e9-a1fa-246624f982ec,account,d71e18c6-99df-4eb1-a496-ff418ee5f73e,0d31eec2-5f52-41db-b1e7-0c5f70d65ca4,2,100000003,100000003,1,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-06-10T14:02:32Z,2026-06-10T16:02:32Z,2026-06-12T14:02:32Z,True,2026-06-10T17:48:07Z,True,2026-06-12T02:02:32Z,False,0.0,,1,5,2026-06-12T10:07:04Z
48e77473-373f-45bc-8570-135c3d8bf0d0,CAS-00053-7PT92D,Mill certificate request: ORD-000350,13fc927f-7237-4f5b-b6fc-1c4679ebb8bb,account,03b973bd-05e0-4157-9d6c-d4cdd6664d99,fb3b5055-bbbe-4702-9b20-62b6ed55190c,3,100000005,100000003,3,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2026-06-17T14:32:45Z,2026-06-17T22:32:45Z,2026-06-27T14:32:45Z,True,2026-06-17T16:07:25Z,False,,,0.0,5.0,1,1000,2026-06-17T22:59:13Z
020e9295-1c47-4e37-8e49-27ab3a96b85d,CAS-00054-UUPRF5,Invoice dispute: ORD-000357,8dd7e052-44e7-4702-84c4-7757e2db1ce3,account,3653d055-37c0-4b1d-a37a-f4808ef71cba,4cb808f4-1dc0-4e48-8744-babb43afc86c,2,100000004,100000004,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2026-06-30T09:08:59Z,2026-06-30T13:08:59Z,2026-07-05T09:08:59Z,True,2026-06-30T11:26:34Z,False,,,,,0,4,2026-06-30T11:26:34Z
0aa9021c-c32c-4afe-9004-e516692deeca,CAS-00055-6ZC0WS,Late delivery: ORD-000360,b6f31d02-90ca-4ac3-94e3-552bfd2f1be9,account,1359b59a-1d9c-459d-93e0-ef30cf6f13f7,235eba9d-1841-4f75-a9ed-bce0fd333cd5,2,100000001,100000002,2,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-06-08T12:05:35Z,2026-06-08T16:05:35Z,2026-06-13T12:05:35Z,True,2026-06-08T13:41:07Z,False,,False,0.0,,1,5,2026-06-08T20:56:47Z
d9893450-45fc-4b2d-989c-ca988255fefe,CAS-00056-GWLH6R,Weight discrepancy: ORD-000366,09a0a0f6-73b0-4091-b634-c1694f76e388,account,6caa2e6e-2389-4181-8dd1-9a3fc4732847,e17b8136-466f-47c1-b032-78857a697d01,2,100000000,100000001,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2026-06-01T15:49:32Z,2026-06-01T19:49:32Z,2026-06-06T15:49:32Z,True,2026-06-01T16:30:07Z,True,2026-06-05T09:49:32Z,True,76100000.0,,1,5,2026-06-09T15:01:36Z
cc19e48e-946f-4dfa-bccc-46ee57d92793,CAS-00057-47DC3H,Weight discrepancy: ORD-000393,80599b93-79c2-42e4-9ae1-a991524f93ff,account,52514e94-f1ec-470c-becd-607e504149df,0ab147ed-dca8-46ad-a67f-b371a2f8e143,2,100000000,100000001,2,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-10-01T11:59:34Z,2025-10-01T15:59:34Z,2025-10-06T11:59:34Z,True,2025-10-01T15:08:24Z,True,2025-10-05T05:59:34Z,True,516800000.0,,1,5,2025-10-05T16:08:44Z
f5a41eea-bf0b-4908-a679-19a494f0a733,CAS-00058-GZSYBA,Invoice dispute: ORD-000399,d65e59dd-e62d-4d06-8f9b-85581a7f195b,account,a4bb4cb6-d093-4173-8e7b-d58a8177fdf2,f16f2946-76e1-4d2a-9859-097b6a408555,2,100000004,100000004,2,3,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-09-07T00:12:15Z,2025-09-07T04:12:15Z,2025-09-12T00:12:15Z,True,2025-09-07T03:17:15Z,True,2025-09-10T18:12:15Z,True,624100000.0,3.0,1,5,2025-09-19T18:48:39Z
23bc01e0-e703-4e48-a725-684ebdfd9ba2,CAS-00059-J2WABP,Weight discrepancy: ORD-000405,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,ad2d211e-95b8-42e0-a246-5b46718387b5,2830523c-9958-41b0-bd77-fc41ab8787ca,2,100000000,100000001,1,3,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-06-22T05:11:18Z,2025-06-22T07:11:18Z,2025-06-24T05:11:18Z,True,2025-06-22T07:43:53Z,False,,False,0.0,2.0,1,5,2025-06-23T15:44:43Z
12cc82d7-adad-407d-bc85-5fdea007f809,CAS-00060-L92Z2F,Mill certificate request: ORD-000409,15969802-b6dd-4257-bb7d-9f1c57eb89b1,account,cc96d39e-2617-4619-82a5-c59e86b4b101,04a93770-da51-4216-9d9a-f82f95b17470,3,100000005,100000003,3,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-04-16T12:19:30Z,2026-04-16T20:19:30Z,2026-04-26T12:19:30Z,True,2026-04-16T15:02:39Z,False,,,0.0,,1,1000,2026-04-18T04:45:00Z
fc41665c-99b4-4d7e-bc83-3650ca961227,CAS-00061-ADMEF7,Weight discrepancy: ORD-000410,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,172b02d4-ff25-4f07-b298-d42d54c56591,20d7ab37-3d24-4c4a-bf6a-920c86cbf1ae,2,100000000,100000001,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2024-11-12T12:17:48Z,2024-11-12T16:17:48Z,2024-11-17T12:17:48Z,True,2024-11-12T14:21:59Z,False,,True,155000000.0,,1,5,2024-11-13T09:51:30Z
ce72ca56-5d5d-4b32-af35-9e5c7028e905,CAS-00062-WE2MT6,Damaged or rusted material: ORD-000410,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,172b02d4-ff25-4f07-b298-d42d54c56591,20d7ab37-3d24-4c4a-bf6a-920c86cbf1ae,2,100000003,100000003,1,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2024-11-14T08:12:48Z,2024-11-14T10:12:48Z,2024-11-16T08:12:48Z,True,2024-11-14T09:36:32Z,True,2024-11-15T20:12:48Z,False,0.0,2.0,1,5,2024-11-16T16:00:39Z
9bacbc17-924c-44d9-8c08-13f33f6539f8,CAS-00063-DEWDLY,Invoice dispute: ORD-000415,0a0537f0-2c2c-422b-a568-95c6812a1f9b,account,b261dc7a-8bda-4904-ab79-128676d90c5d,1aea6df6-3b7a-4493-8fa4-195ba206e9d8,2,100000004,100000004,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-11-05T19:48:54Z,2025-11-05T23:48:54Z,2025-11-10T19:48:54Z,True,2025-11-05T23:04:29Z,True,2025-11-09T13:48:54Z,False,0.0,,1,5,2025-11-09T15:02:00Z
17a9217d-4f14-4025-a6d6-b7328f4d5e68,CAS-00064-6J7M1B,Late delivery: ORD-000456,8ed6ad5e-1831-4aa3-9466-9d1910df9974,account,9f3e7d40-54d8-46d8-bb49-71f22eb79d41,338a0c2f-db5c-428a-87fd-4a737b3f43e2,2,100000001,100000002,2,1,7931db9d-7b28-4616-ab82-a35fc263b420,2026-03-24T17:04:09Z,2026-03-24T21:04:09Z,2026-03-29T17:04:09Z,True,2026-03-24T19:25:48Z,False,,True,0.0,,1,5,2026-03-26T03:47:00Z
633f99a3-525b-4cc3-9dae-b4e68eb61d71,CAS-00065-VBSXZ8,Late delivery: ORD-000457,8ed6ad5e-1831-4aa3-9466-9d1910df9974,account,c5114965-3e22-4af5-afb2-c31ab54c6d26,5c5e04dc-2a0a-4a62-be89-5fc9742d67b7,2,100000001,100000002,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2026-04-17T21:11:59Z,2026-04-18T01:11:59Z,2026-04-22T21:11:59Z,True,2026-04-17T22:37:31Z,False,,True,0.0,5.0,1,5,2026-04-18T06:09:20Z
248eeb90-deab-465b-8389-33efb4b6bb8a,CAS-00066-W17MZ3,Weight discrepancy: ORD-000465,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,account,b29f8d78-1c9d-47fd-889a-f6a6732e4e6b,e2717793-b334-443b-9ede-5f683282d789,2,100000000,100000001,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-08-28T11:30:07Z,2025-08-28T15:30:07Z,2025-09-02T11:30:07Z,True,2025-08-28T12:13:12Z,True,2025-09-01T05:30:07Z,True,65700000.0,3.0,1,5,2025-09-09T06:14:15Z
28e3275e-7a78-4808-9790-8f46db9c9f13,CAS-00067-K2S5WG,Weight discrepancy: ORD-000477,a9e27ba9-952e-4abb-94dd-5061555736f8,account,b1799af4-3424-46b2-a20c-aab4245101a4,e95fca08-dbc4-4ceb-84c1-97640b253b4e,2,100000000,100000001,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-05-19T17:17:22Z,2026-05-19T21:17:22Z,2026-05-24T17:17:22Z,True,2026-05-19T20:06:12Z,False,,True,409100000.0,,1,5,2026-05-23T01:58:40Z
46c7abfd-b32a-4732-9e28-c79c398f093c,CAS-00068-DXFMWG,Mill certificate request: ORD-000483,a981b098-b2cf-452d-a7f3-33b3f7baf55e,account,ea045a96-fbdd-4f2f-86bb-3b6c5fea4b06,264869a4-4c1f-446d-8796-273c97c75dbf,3,100000005,100000003,3,3,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-04-16T17:05:55Z,2025-04-17T01:05:55Z,2025-04-26T17:05:55Z,True,2025-04-16T19:44:38Z,False,,,0.0,4.0,1,1000,2025-04-16T22:59:51Z
e9b32f8b-3f7f-49c2-9f9a-c86b5d964bbf,CAS-00069-MUQ5A6,Quality / spec claim: ORD-000484,a981b098-b2cf-452d-a7f3-33b3f7baf55e,account,bf12eed9-595d-4bea-944e-e0153d5cacc6,638f8c9c-f36d-4e99-8a7e-83d6b33d5113,2,100000002,100000003,2,2,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-08-20T20:35:08Z,2025-08-21T00:35:08Z,2025-08-25T20:35:08Z,True,2025-08-20T22:36:16Z,False,,True,3124700000.0,5.0,1,5,2025-08-23T14:56:17Z
9ea8aa95-356c-404d-b018-a8eb4a44e36c,CAS-00070-GAA7MM,Mill certificate request: ORD-000485,a981b098-b2cf-452d-a7f3-33b3f7baf55e,account,6f3ffa05-a1fb-44aa-b546-8dd40ac9e5df,de39fb31-b566-4604-ac10-271f42fbf1c0,3,100000005,100000003,3,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-05-27T19:29:13Z,2026-05-28T03:29:13Z,2026-06-06T19:29:13Z,True,2026-05-27T22:19:40Z,False,,,0.0,,1,1000,2026-05-28T00:37:44Z
4ded7512-05bf-4c41-9e72-2c3e339d4b06,CAS-00071-5DQEMG,Damaged or rusted material: ORD-000490,8f158449-4f40-422f-95b0-2530f020e992,account,8318051f-e384-4d02-bee1-b2bc0ff106ba,42521f08-af51-4f43-a261-ef8568986747,2,100000003,100000003,1,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2024-07-31T15:59:38Z,2024-07-31T17:59:38Z,2024-08-02T15:59:38Z,True,2024-07-31T16:30:28Z,True,2024-08-02T03:59:38Z,True,425200000.0,2.0,1,5,2024-08-04T13:56:33Z
30e5a6fb-c8da-43d5-b341-597c590adb21,CAS-00072-VL4PRB,Quality / spec claim: ORD-000494,8f158449-4f40-422f-95b0-2530f020e992,account,964c5411-e8b7-4cf5-a975-6162a41f4c10,7ec570e3-6130-4ecc-bb90-072305ab8ec5,2,100000002,100000003,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2024-08-14T00:18:25Z,2024-08-14T04:18:25Z,2024-08-19T00:18:25Z,True,2024-08-14T02:05:47Z,True,2024-08-17T18:18:25Z,True,998200000.0,2.0,1,5,2024-08-20T22:21:24Z
2dae729d-5e25-428b-aedd-b0f25cccf238,CAS-00073-CA8JN3,Quality / spec claim: ORD-000499,54170a17-caaa-4bbe-a4bb-f962606e0e1c,account,5229a5ab-55c6-43c0-9b8c-6dd85bdf7840,ca86c274-5d81-4605-b106-20f0636060ce,2,100000002,100000003,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-03-10T00:39:27Z,2025-03-10T04:39:27Z,2025-03-15T00:39:27Z,True,2025-03-10T05:17:36Z,True,2025-03-13T18:39:27Z,False,0.0,,1,5,2025-03-14T12:56:46Z
a68e719e-7b59-4929-884d-db46f9bc7d8f,CAS-00074-U48PYL,Damaged or rusted material: ORD-000501,54170a17-caaa-4bbe-a4bb-f962606e0e1c,account,8f669e7a-51fc-45dc-a6ed-306985a7f513,ec4cc1ac-094a-4894-a25e-eb2367bdd65e,2,100000003,100000003,1,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-04-13T09:55:13Z,2025-04-13T11:55:13Z,2025-04-15T09:55:13Z,True,2025-04-13T11:40:00Z,True,2025-04-14T21:55:13Z,False,0.0,,1,5,2025-04-15T01:59:58Z
d64b9978-54cc-45a8-81bb-afe30ed6b43b,CAS-00075-KREMVV,Mill certificate request: ORD-000504,54170a17-caaa-4bbe-a4bb-f962606e0e1c,account,f1d7e31e-20e6-4f2b-ae84-41d7c2cf77d1,e1faec6e-5283-4e47-bfad-0a242dc7385a,3,100000005,100000003,3,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-06-11T23:29:06Z,2025-06-12T07:29:06Z,2025-06-21T23:29:06Z,True,2025-06-12T01:14:18Z,False,,,0.0,5.0,1,1000,2025-06-12T02:58:28Z
c688fdb4-0fe1-450d-b0d0-f8331b70100a,CAS-00076-S6FBTU,Mill certificate request: ORD-000508,54170a17-caaa-4bbe-a4bb-f962606e0e1c,account,89a32235-a875-431b-be36-2d8ef9b2986c,948b4e3e-19d5-4147-9ead-72ba4c34b817,3,100000005,100000003,3,2,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-02-24T18:21:41Z,2026-02-25T02:21:41Z,2026-03-06T18:21:41Z,True,2026-02-24T21:14:35Z,False,,,0.0,4.0,1,1000,2026-02-26T13:28:47Z
000d2ddf-858e-44e3-bcbf-c83c89cba9c3,CAS-00077-5LR6H4,Delivery change request: ORD-000515,17ec889c-86c1-46cb-a996-30f7af77520e,account,b0f19e65-90ff-41bd-8d73-bbff46a1001f,36c3d1ed-b99e-4ffc-ba45-7c8b308a4405,3,100000006,100000002,2,2,7931db9d-7b28-4616-ab82-a35fc263b420,2024-10-11T22:51:11Z,2024-10-12T02:51:11Z,2024-10-16T22:51:11Z,True,2024-10-12T01:14:52Z,False,,,0.0,5.0,1,1000,2024-10-12T16:22:46Z
ebb200b5-3960-47c6-a5f8-f6d7ff40b2d4,CAS-00078-YKV559,Late delivery: ORD-000521,17ec889c-86c1-46cb-a996-30f7af77520e,account,04ea2e3d-b8b3-4b87-9300-8c0cee725d2e,4c55e878-ae09-477d-87ec-47101d7963db,2,100000001,100000002,2,3,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-06-06T14:04:38Z,2026-06-06T18:04:38Z,2026-06-11T14:04:38Z,True,2026-06-06T17:35:55Z,False,,False,0.0,,1,5,2026-06-07T03:09:54Z
2f401a3f-5a6e-4800-81cb-2e5c8d8f73fc,CAS-00079-1FQ7NR,Damaged or rusted material: ORD-000525,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,account,16e5c1d6-bb2f-44a5-8527-731bf7ed1118,76e6e1cc-5416-489d-b07e-1d3ba3f1f6f2,2,100000003,100000003,1,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-05-17T16:27:29Z,2025-05-17T18:27:29Z,2025-05-19T16:27:29Z,True,2025-05-17T17:05:18Z,False,,False,0.0,,1,5,2025-05-18T21:05:18Z
3736554a-14a6-4dc7-8a07-1cfea66b17f3,CAS-00080-10DL5Q,Damaged or rusted material: ORD-000529,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,account,67c9504e-6368-4080-bc8f-876f0ec25ce9,03343bfd-1881-4b86-b4b0-bfd44a0e1230,2,100000003,100000003,1,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-11-27T04:31:38Z,2025-11-27T06:31:38Z,2025-11-29T04:31:38Z,True,2025-11-27T05:03:41Z,True,2025-11-28T16:31:38Z,True,1010500000.0,,1,5,2025-12-01T22:31:25Z
e946a748-f00d-4796-9b19-bc1eaeace102,CAS-00081-NLZXXM,Late delivery: ORD-000584,b89f72f3-2a60-4652-a714-7668cf1d7d3a,account,075c3923-916c-4527-818c-a6ac8550312f,d264fd64-f73c-4b63-b448-104aafd6c80a,2,100000001,100000002,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-11-16T17:42:30Z,2025-11-16T21:42:30Z,2025-11-21T17:42:30Z,True,2025-11-16T18:34:32Z,True,2025-11-20T11:42:30Z,True,0.0,2.0,1,5,2025-11-21T19:09:31Z
6d1ca538-3150-4d50-b512-f3b91aac999f,CAS-00082-M3UD13,Invoice dispute: ORD-000585,b89f72f3-2a60-4652-a714-7668cf1d7d3a,account,61443d2a-0885-4ab5-a39d-6b97500b27fe,4dd82b6a-ff2a-421f-afe6-be94518c476d,2,100000004,100000004,2,1,7931db9d-7b28-4616-ab82-a35fc263b420,2026-01-10T19:59:43Z,2026-01-10T23:59:43Z,2026-01-15T19:59:43Z,True,2026-01-10T20:56:33Z,True,2026-01-14T13:59:43Z,False,0.0,1.0,1,5,2026-02-08T05:24:29Z
759b7d1a-45be-4638-bed9-6bb0ec7a87e7,CAS-00083-3G5184,Late delivery: ORD-000590,f836f571-3cce-476c-b836-c448ad261ec5,account,0a0a1936-84bb-46ec-960e-97309b33c381,e4873811-3dce-40e1-9556-9776e7a6f1ca,2,100000001,100000002,2,3,7931db9d-7b28-4616-ab82-a35fc263b420,2025-05-25T14:26:05Z,2025-05-25T18:26:05Z,2025-05-30T14:26:05Z,True,2025-05-25T16:46:43Z,False,,True,0.0,,1,5,2025-05-26T13:35:52Z
4934b614-47ee-405a-a168-d9d175962cdd,CAS-00084-5MKEUS,Invoice dispute: ORD-000594,c09cb506-48f1-496d-9c4f-fb4671b701aa,account,ac8f615d-7d18-437b-b60c-471af6ccc3bd,7b3044e8-7f94-4f42-933f-bd7178fcb9fe,2,100000004,100000004,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-04-22T23:06:40Z,2025-04-23T03:06:40Z,2025-04-27T23:06:40Z,True,2025-04-23T01:01:52Z,True,2025-04-26T17:06:40Z,True,413200000.0,,1,5,2025-04-27T03:17:25Z
95ac9696-558b-41a8-947d-d7c31cd395a3,CAS-00085-R8K41A,Delivery change request: ORD-000594,c09cb506-48f1-496d-9c4f-fb4671b701aa,account,ac8f615d-7d18-437b-b60c-471af6ccc3bd,7b3044e8-7f94-4f42-933f-bd7178fcb9fe,3,100000006,100000002,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-04-10T03:07:40Z,2025-04-10T07:07:40Z,2025-04-15T03:07:40Z,True,2025-04-10T06:05:04Z,False,,,0.0,5.0,1,1000,2025-04-10T08:53:34Z
ea6590cd-8164-436a-8fdb-eb01179cbd92,CAS-00086-X0YDU7,Late delivery: ORD-000598,3be79df4-72ec-416e-88a7-23e9bfa016c2,account,d7b31071-085f-46f4-bc9b-b425e812bd36,891f3cfc-1392-4931-8aab-c9b85502e84d,2,100000001,100000002,2,3,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-01-03T13:12:37Z,2026-01-03T17:12:37Z,2026-01-08T13:12:37Z,True,2026-01-03T14:57:58Z,False,,True,0.0,,1,5,2026-01-04T10:10:15Z
dd8f721e-fe45-4607-8490-19b76fa1874d,CAS-00087-DRY834,Weight discrepancy: ORD-000603,f7315749-4f39-49a8-bd3a-258288b4f474,account,90026e2f-b0b4-425d-9ec9-db8d6e23a11e,8ac8ccb8-2104-46c8-9931-10bfd76bcfef,2,100000000,100000001,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-12-26T20:04:38Z,2024-12-27T00:04:38Z,2024-12-31T20:04:38Z,True,2024-12-26T21:29:24Z,False,,True,292100000.0,4.0,1,5,2024-12-29T17:06:20Z
39c5f971-a4a9-4d59-a16f-d4b550c45e49,CAS-00088-2D5U9C,Damaged or rusted material: ORD-000607,f7315749-4f39-49a8-bd3a-258288b4f474,account,9afd909f-8ed3-4c1d-bec9-430cbc9f2fa8,3d055463-1dfd-433e-aea3-8b75e201b3b3,2,100000003,100000003,1,3,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-12-18T15:47:04Z,2025-12-18T17:47:04Z,2025-12-20T15:47:04Z,True,2025-12-18T18:40:43Z,False,,False,0.0,3.0,1,5,2025-12-19T22:46:53Z
2edbcd14-f019-4aa9-b549-771021c3f8fe,CAS-00089-44E1PS,Invoice dispute: ORD-000610,e76adca9-7811-4802-88cc-7cfecf01f944,account,a91750c9-371a-4e5e-b386-6bb3d0c98b7e,b80bf33d-ca43-4e87-a60b-1b2c9c059308,2,100000004,100000004,2,1,7931db9d-7b28-4616-ab82-a35fc263b420,2025-06-22T04:56:19Z,2025-06-22T08:56:19Z,2025-06-27T04:56:19Z,True,2025-06-22T06:54:17Z,True,2025-06-25T22:56:19Z,True,191900000.0,,1,5,2025-06-28T09:34:52Z
15e24c67-c833-4213-a89c-168ebd7e6ab2,CAS-00090-2SN67J,Weight discrepancy: ORD-000615,ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,account,90a9f290-cbc4-4e51-b281-1fdf587151c7,61452595-0a36-4862-b610-d0b87dc5e422,2,100000000,100000001,2,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-07-29T14:10:16Z,2024-07-29T18:10:16Z,2024-08-03T14:10:16Z,True,2024-07-29T15:43:48Z,False,,True,191400000.0,,1,5,2024-07-31T09:19:21Z
d9f500d7-6eb8-4556-ae16-47eed2f7952b,CAS-00091-L83SFJ,Weight discrepancy: ORD-000625,70cafdd8-fc04-4f08-9207-0158f2771f63,account,a640637d-8c69-4053-9885-847e1230a2f2,0e0e9f59-7798-46a7-97b5-1afdbabaa805,2,100000000,100000001,2,3,7931db9d-7b28-4616-ab82-a35fc263b420,2025-08-03T16:45:19Z,2025-08-03T20:45:19Z,2025-08-08T16:45:19Z,True,2025-08-03T18:10:53Z,False,,True,72600000.0,,1,5,2025-08-07T06:37:20Z
9dfd13c9-fed5-4d34-b7ff-072994708896,CAS-00092-8J0D6P,Invoice dispute: ORD-000633,6b2d5b09-8707-4ad4-80be-7e3561c2645a,account,8edd0fde-fc43-4386-8501-94d3aae1fd1b,db589431-6922-4744-bc63-9de9f6dcd7a1,2,100000004,100000004,2,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-06-07T15:03:23Z,2025-06-07T19:03:23Z,2025-06-12T15:03:23Z,True,2025-06-07T16:59:01Z,True,2025-06-11T09:03:23Z,False,0.0,2.0,1,5,2025-06-28T04:03:33Z
92f65f34-a099-4d5a-9107-44a8e1b622df,CAS-00093-S3ZXEU,Weight discrepancy: ORD-000639,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,ebfab51c-49b7-4979-a0ae-030dd7414f16,a2f3fd35-d119-4e27-8e7c-cb089d11ba9d,2,100000000,100000001,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-07-28T00:24:59Z,2024-07-28T04:24:59Z,2024-08-02T00:24:59Z,True,2024-07-28T04:50:41Z,False,,True,317500000.0,,1,5,2024-07-29T23:33:24Z
59638cdc-7303-4def-8305-c509c3147f4a,CAS-00094-D000GY,Damaged or rusted material: ORD-000640,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,a083a676-8941-4444-a789-62ec96252065,93c9bf7b-ce52-4462-8071-3566330a8bfb,2,100000003,100000003,1,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2024-11-09T17:31:55Z,2024-11-09T19:31:55Z,2024-11-11T17:31:55Z,True,2024-11-09T17:58:53Z,False,,True,871400000.0,,1,5,2024-11-10T05:01:26Z
980f299a-f1c8-469c-af68-b138a6593908,CAS-00095-A78KWD,Weight discrepancy: ORD-000645,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,bb20dd89-e970-4bd8-a144-f0485f7d30bf,37798efd-40c3-455f-bd76-463b4472c57c,2,100000000,100000001,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-03-01T22:59:17Z,2025-03-02T02:59:17Z,2025-03-06T22:59:17Z,True,2025-03-02T00:54:42Z,False,,False,0.0,,1,5,2025-03-04T07:48:31Z
258683ba-273b-4a14-9785-d9c348c012fc,CAS-00096-3ZD62V,Weight discrepancy: ORD-000655,8412a335-d88c-456d-b61e-5fdb1a435206,account,86236bd6-1ecf-4212-804e-59215d585c85,3a17d12f-6dc1-48e1-a7fc-c0919e112bc7,2,100000000,100000001,2,1,7931db9d-7b28-4616-ab82-a35fc263b420,2024-12-04T21:08:30Z,2024-12-05T01:08:30Z,2024-12-09T21:08:30Z,True,2024-12-04T23:56:27Z,False,,True,138900000.0,3.0,1,5,2024-12-07T01:35:16Z
1f80159e-e6d2-4d80-803b-69e5eef58abd,CAS-00097-5ESU12,Late delivery: ORD-000658,8412a335-d88c-456d-b61e-5fdb1a435206,account,44a32bc5-a2c9-4188-9174-5b7a0cd65d01,390a1b91-423f-4898-a2e2-369a8dbb2abd,2,100000001,100000002,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-05-16T20:35:58Z,2025-05-17T00:35:58Z,2025-05-21T20:35:58Z,True,2025-05-16T22:21:21Z,False,,False,0.0,3.0,1,5,2025-05-17T19:29:17Z
55b747ba-8e5c-4ebd-8a48-ecdaec3d61ef,CAS-00098-4ZGR5F,Weight discrepancy: ORD-000689,eada79a3-4970-4d9a-89ce-3cfb2339ba19,account,bbda4bda-b718-42be-a827-6f6a7c3d2297,c623e56a-c518-4580-85cf-9d145d304375,2,100000000,100000001,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-12-02T02:01:52Z,2025-12-02T06:01:52Z,2025-12-07T02:01:52Z,True,2025-12-02T03:49:19Z,False,,True,213200000.0,5.0,1,5,2025-12-05T12:21:25Z
