productpricelevelid,pricelevelid,productid,uomid,amount,transactioncurrencyid
3e896c64-e117-4ac3-919c-4ea3e1805081,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,487500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
702cdd20-2862-48b8-88f4-ef125e9953d2,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,466200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4d71c366-b41b-4143-8b10-550cd5704f32,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,373400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,371800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
aaf91531-0200-41f0-8768-a84fa76afde6,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,384900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,264300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e3c43657-1d8c-4bac-83b4-09ef2260e70f,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,292000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,283800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,281600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
afffcfd2-341e-440b-97c7-00aab7b56ea7,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,278500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
81627cf1-4394-42e6-9a58-7e8aa25d6b29,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,276600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e87d1c78-e7c4-41c7-8049-7b717d106c60,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,270400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a2607723-17a0-4f49-8d01-280fd89a40c0,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,345000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0b49452d-46d4-43f3-9450-281c6c6f7633,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,340600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
217d65a0-c568-41cd-9563-f61600e85ece,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,339700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
295d6fbf-430f-401d-bad4-09e2a319dcb4,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,360900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,334400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,334700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b0e6a969-e213-42b0-b1ee-dba313432e61,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,357200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
093923de-8bab-4e3b-a628-6bfbe767dcea,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,356300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8d7248e2-951f-48d0-9e84-f058d5a804eb,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,374000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0ab54bde-20a0-4502-ae06-809725e97977,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,424300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
eededb07-e623-4689-9d59-cd2a4eea04e7,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,413500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0a368ce7-dc57-4131-b8e1-daa7cbceabde,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,502300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ae9bec36-35c7-436c-9b99-62c6e61fecc0,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,484400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,381900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,383000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bfddc3d9-9ee3-4c2a-b94d-62046808593f,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,401700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,268800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,ccc56569-f9e8-4369-a999-b735dd56cc94,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,290500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ecab3301-bc8f-4d29-adea-94930658663a,ccc56569-f9e8-4369-a999-b735dd56cc94,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,281900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
696608aa-ee49-4329-884a-7b28550a1b46,ccc56569-f9e8-4369-a999-b735dd56cc94,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,278000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,ccc56569-f9e8-4369-a999-b735dd56cc94,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,273400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
28c13091-444d-410b-bf87-e362cf8d446a,ccc56569-f9e8-4369-a999-b735dd56cc94,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,274400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
61ee411a-1bac-47a7-b386-f7a4c991603f,ccc56569-f9e8-4369-a999-b735dd56cc94,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,269900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
787f2425-dbcc-4477-89e9-db0adf465290,ccc56569-f9e8-4369-a999-b735dd56cc94,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,344200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
eb1fa9f2-d10b-41d0-b317-347038f16a81,ccc56569-f9e8-4369-a999-b735dd56cc94,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,331500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d20eac17-4e20-4d1a-9983-36e375d66ed4,ccc56569-f9e8-4369-a999-b735dd56cc94,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,339400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
39118497-3a43-42ba-9f0f-06cbcb9bc326,ccc56569-f9e8-4369-a999-b735dd56cc94,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,361100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6601ddd0-3170-4437-a8f7-ef5a060edf5b,ccc56569-f9e8-4369-a999-b735dd56cc94,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,330100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
11c58ef0-dd46-4c09-8752-87aa5408f9ac,ccc56569-f9e8-4369-a999-b735dd56cc94,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,333600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
59e4b671-4774-4c58-85f8-bc16f7860b50,ccc56569-f9e8-4369-a999-b735dd56cc94,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,357100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
adf4e62d-6651-429e-8268-690ba43825b5,ccc56569-f9e8-4369-a999-b735dd56cc94,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,355100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,ccc56569-f9e8-4369-a999-b735dd56cc94,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,365900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e08596db-1d87-4966-8710-d430f071d879,ccc56569-f9e8-4369-a999-b735dd56cc94,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,425100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
94a1875d-2db6-4edb-82de-ffccf86c2ca2,ccc56569-f9e8-4369-a999-b735dd56cc94,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,417100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
09cb3942-43f5-4a85-bbc9-f87af668a617,ccc56569-f9e8-4369-a999-b735dd56cc94,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,491700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
587ef344-6f3f-420c-98b8-e4cc1bc044fc,ccc56569-f9e8-4369-a999-b735dd56cc94,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,491700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6fb78271-504d-481f-8953-5b63ba81edd9,ccc56569-f9e8-4369-a999-b735dd56cc94,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,375400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,ccc56569-f9e8-4369-a999-b735dd56cc94,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,384900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
30a900ad-939b-462d-a645-f129629c2ae3,ccc56569-f9e8-4369-a999-b735dd56cc94,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,392900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6fa17735-b572-43d0-8b5c-ea6a41357e8c,ccc56569-f9e8-4369-a999-b735dd56cc94,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,268600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f0b5156b-b82c-4074-afd5-dea589d7fd6c,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,295100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3270e4fa-abae-4f43-bcae-8081bdf070aa,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,282200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,280300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,275600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1fe771d6-d917-4793-a9d3-c2e6505cc686,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,276300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
81d2c7de-4ce1-4b90-a669-7833b841d0a0,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,274500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5380b904-688c-4015-aab9-7e494f2d4796,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,347900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8dedf9fb-4bb0-4f20-b27c-40266703b636,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,337600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,337000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,364900000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,331500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,331700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,363800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,353600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7118e364-7709-4749-927e-ecfaa79ac9aa,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,368400000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
82dc4c8e-36b5-429a-acf5-e81e71316269,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,423500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f5b78cc7-e6b3-4944-8b32-3e357922bac2,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,413300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a8aa7158-2b70-4525-bc67-f831cbc84759,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,493200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a9f25336-83f4-49a9-88a6-39d015b52908,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,483700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
17e8392a-55ce-45db-9e87-e04ca2086977,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,383700000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3c20592f-c04a-46c4-b3b6-3fe1d1843324,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,380000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,393100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,263300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
74962764-12a4-4ef0-84bb-b7a9d98868dd,9c7c7377-79a2-4903-bbe3-3b243eae0032,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,294800000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,9c7c7377-79a2-4903-bbe3-3b243eae0032,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,288600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
624c69b6-b244-45a7-b7e5-848131c681ec,9c7c7377-79a2-4903-bbe3-3b243eae0032,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,283300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
25c73c44-3e75-43b4-a64f-a6637e8f8095,9c7c7377-79a2-4903-bbe3-3b243eae0032,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,279300000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e4855aa1-016b-4287-b008-05cca7f36ae9,9c7c7377-79a2-4903-bbe3-3b243eae0032,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,279500000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e2add909-c521-4f2d-9c45-d539c03f3538,9c7c7377-79a2-4903-bbe3-3b243eae0032,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,276200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3805f907-6cd6-4193-8746-8f591b494e15,9c7c7377-79a2-4903-bbe3-3b243eae0032,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,351600000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b227462c-f53d-4330-8dda-24ba2d06e8cf,9c7c7377-79a2-4903-bbe3-3b243eae0032,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,342100000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,9c7c7377-79a2-4903-bbe3-3b243eae0032,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,346000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1f115b76-d92c-4227-aadf-50853fcb7546,9c7c7377-79a2-4903-bbe3-3b243eae0032,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,371000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
76f2dbfe-cd29-436f-a222-82e174daaebf,9c7c7377-79a2-4903-bbe3-3b243eae0032,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,332000000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8f15ba58-fce6-4504-87f8-424daae65fc1,9c7c7377-79a2-4903-bbe3-3b243eae0032,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,340200000.0,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
